         z	         T	         p	         u	       rho	        H2	         H	         O	        O2	        OH	       H2O	       HO2	      H2O2	         C	        CH	       CH2	    CH2(S)	       CH3	       CH4	        CO	       CO2	       HCO	      CH2O	     CH2OH	      CH3O	     CH3OH	       C2H	      C2H2	      C2H3	      C2H4	      C2H5	      C2H6	      HCCO	     CH2CO	     HCCOH	         N	        NH	       NH2	       NH3	       NNH	        NO	       NO2	       N2O	       HNO	        CN	       HCN	      H2CN	      HCNN	      HCNO	      HOCN	      HNCO	       NCO	        N2	        AR	      C3H7	      C3H8	    CH2CHO	    CH3CHO	
1.2343e-03	1.0732e+03	1.0000e+05	1.1120e-01	2.7226e-01	1.0193e-01	1.0888e-03	4.9388e-05	3.3880e-01	1.0533e-04	1.1499e-01	3.8130e-05	9.1413e-07	1.2240e-10	1.0431e-08	1.5825e-06	5.7216e-07	6.0289e-03	1.0411e-01	9.4560e-02	4.6180e-03	7.0056e-06	2.1644e-03	8.1358e-08	2.1714e-06	1.9873e-05	2.1887e-10	2.2158e-04	1.4421e-06	5.9423e-03	7.9299e-06	4.6060e-06	9.4426e-07	4.6467e-04	9.8805e-09	4.5707e-13	6.2270e-14	3.2253e-14	1.1177e-13	1.7873e-16	5.4350e-11	-5.6585e-12	2.0363e-12	2.0644e-16	2.8326e-16	3.0549e-10	6.9028e-14	4.3467e-16	9.4334e-14	5.9923e-15	9.5462e-13	5.0137e-14	2.2482e-01	0.0000e+00	9.2702e-12	5.5220e-10	9.5830e-07	8.8490e-06	
1.2346e-03	1.0732e+03	1.0000e+05	1.1135e-01	2.7189e-01	1.0302e-01	1.1145e-03	5.0609e-05	3.3664e-01	1.0742e-04	1.1656e-01	3.8615e-05	9.1309e-07	1.3261e-10	1.0969e-08	1.6172e-06	5.7785e-07	5.9826e-03	1.0259e-01	9.5885e-02	4.7314e-03	7.1302e-06	2.1436e-03	8.2716e-08	2.1657e-06	1.9565e-05	2.2684e-10	2.2474e-04	1.4604e-06	5.8681e-03	7.6883e-06	4.4575e-06	9.5791e-07	4.5878e-04	9.9899e-09	4.8357e-13	6.6067e-14	3.4280e-14	1.1983e-13	1.8263e-16	5.4708e-11	-3.8745e-12	2.0568e-12	1.0294e-15	3.0365e-16	3.1927e-10	7.1819e-14	4.6201e-16	9.8461e-14	6.2503e-15	1.0084e-12	5.2531e-14	2.2452e-01	0.0000e+00	8.8754e-12	5.2409e-10	9.5982e-07	8.6165e-06	
1.2349e-03	1.0732e+03	1.0000e+05	1.1150e-01	2.7152e-01	1.0412e-01	1.1410e-03	5.1881e-05	3.3447e-01	1.0958e-04	1.1815e-01	3.9107e-05	9.1197e-07	1.4374e-10	1.1538e-08	1.6527e-06	5.8353e-07	5.9347e-03	1.0106e-01	9.7221e-02	4.8477e-03	7.2577e-06	2.1224e-03	8.4090e-08	2.1545e-06	1.9249e-05	2.3513e-10	2.2790e-04	1.4788e-06	5.7921e-03	7.4442e-06	4.3092e-06	9.7155e-07	4.5274e-04	1.0098e-08	5.1188e-13	7.0094e-14	3.6431e-14	1.2845e-13	1.8666e-16	5.0988e-11	2.0969e-12	2.0774e-12	6.8809e-16	3.2560e-16	3.3372e-10	7.4742e-14	4.9121e-16	1.0329e-13	6.5205e-15	1.0661e-12	5.5104e-14	2.2421e-01	0.0000e+00	8.4172e-12	4.9667e-10	9.6103e-07	8.3836e-06	
1.2352e-03	1.0732e+03	1.0000e+05	1.1165e-01	2.7115e-01	1.0521e-01	1.1685e-03	5.3209e-05	3.3226e-01	1.1181e-04	1.1975e-01	3.9610e-05	9.1077e-07	1.5591e-10	1.2141e-08	1.6890e-06	5.8922e-07	5.8850e-03	9.9523e-02	9.8568e-02	4.9668e-03	7.3880e-06	2.1009e-03	8.5476e-08	2.1450e-06	1.8925e-05	2.4374e-10	2.3104e-04	1.4971e-06	5.7143e-03	7.2009e-06	4.1615e-06	9.8518e-07	4.4655e-04	1.0206e-08	5.4216e-13	7.4410e-14	3.8732e-14	1.3768e-13	1.9083e-16	5.4664e-11	7.8798e-13	2.0981e-12	8.6237e-16	3.4932e-16	3.4888e-10	7.7796e-14	5.2247e-16	1.0752e-13	6.8033e-15	1.1256e-12	5.7773e-14	2.2390e-01	0.0000e+00	7.9988e-12	4.6997e-10	9.6204e-07	8.1506e-06	
1.2355e-03	1.0732e+03	1.0000e+05	1.1181e-01	2.7077e-01	1.0631e-01	1.1968e-03	5.4596e-05	3.3004e-01	1.1412e-04	1.2138e-01	4.0123e-05	9.0949e-07	1.6923e-10	1.2779e-08	1.7260e-06	5.9491e-07	5.8336e-03	9.7973e-02	9.9925e-02	5.0890e-03	7.5212e-06	2.0789e-03	8.6879e-08	2.1329e-06	1.8594e-05	2.5267e-10	2.3417e-04	1.5154e-06	5.6347e-03	6.9579e-06	4.0144e-06	9.9881e-07	4.4022e-04	1.0312e-08	5.7461e-13	7.9037e-14	4.1180e-14	1.4755e-13	1.9513e-16	5.7565e-11	3.7707e-13	2.1189e-12	8.8032e-16	3.7498e-16	3.6478e-10	8.0991e-14	5.5593e-16	1.1184e-13	7.0995e-15	1.1884e-12	6.0594e-14	2.2359e-01	0.0000e+00	7.5742e-12	4.4400e-10	9.6280e-07	7.9176e-06	
1.2358e-03	1.0732e+03	1.0000e+05	1.1197e-01	2.7040e-01	1.0742e-01	1.2262e-03	5.6045e-05	3.2780e-01	1.1651e-04	1.2303e-01	4.0648e-05	9.0812e-07	1.8380e-10	1.3455e-08	1.7638e-06	6.0058e-07	5.7804e-03	9.6414e-02	1.0129e-01	5.2143e-03	7.6573e-06	2.0566e-03	8.8294e-08	2.1220e-06	1.8256e-05	2.6195e-10	2.3728e-04	1.5337e-06	5.5534e-03	6.7168e-06	3.8680e-06	1.0124e-06	4.3376e-04	1.0417e-08	6.0937e-13	8.3958e-14	4.3787e-14	1.5811e-13	1.9957e-16	6.1255e-11	-6.9321e-13	2.1398e-12	9.7140e-16	4.0270e-16	3.8146e-10	8.4330e-14	5.9177e-16	1.1633e-13	7.4099e-15	1.2548e-12	6.3567e-14	2.2328e-01	0.0000e+00	7.1760e-12	4.1877e-10	9.6334e-07	7.6847e-06	
1.2361e-03	1.0732e+03	1.0000e+05	1.1212e-01	2.7002e-01	1.0852e-01	1.2566e-03	5.7561e-05	3.2553e-01	1.1899e-04	1.2469e-01	4.1183e-05	9.0668e-07	1.9978e-10	1.4172e-08	1.8024e-06	6.0625e-07	5.7253e-03	9.4846e-02	1.0267e-01	5.3429e-03	7.7964e-06	2.0340e-03	8.9724e-08	2.1083e-06	1.7911e-05	2.7159e-10	2.4036e-04	1.5519e-06	5.4702e-03	6.4762e-06	3.7226e-06	1.0260e-06	4.2716e-04	1.0521e-08	6.4666e-13	8.9210e-14	4.6560e-14	1.6940e-13	2.0417e-16	6.3092e-11	2.2637e-13	2.1608e-12	1.0245e-15	4.3271e-16	3.9896e-10	8.7823e-14	6.3019e-16	1.2118e-13	7.7353e-15	1.3252e-12	6.6728e-14	2.2297e-01	0.0000e+00	6.7773e-12	3.9431e-10	9.6363e-07	7.4521e-06	
1.2364e-03	1.0732e+03	1.0000e+05	1.1228e-01	2.6963e-01	1.0963e-01	1.2881e-03	5.9150e-05	3.2324e-01	1.2156e-04	1.2638e-01	4.1731e-05	9.0515e-07	2.1731e-10	1.4932e-08	1.8417e-06	6.1190e-07	5.6683e-03	9.3267e-02	1.0406e-01	5.4747e-03	7.9387e-06	2.0109e-03	9.1166e-08	2.0963e-06	1.7559e-05	2.8161e-10	2.4342e-04	1.5700e-06	5.3854e-03	6.2378e-06	3.5783e-06	1.0396e-06	4.2043e-04	1.0623e-08	6.8669e-13	9.4822e-14	4.9516e-14	1.8147e-13	2.0893e-16	6.6554e-11	-3.3100e-13	2.1819e-12	1.0902e-15	4.6522e-16	4.1734e-10	9.1475e-14	6.7137e-16	1.2613e-13	8.0766e-15	1.3995e-12	7.0063e-14	2.2265e-01	0.0000e+00	6.4021e-12	3.7061e-10	9.6368e-07	7.2199e-06	
1.2367e-03	1.0732e+03	1.0000e+05	1.1244e-01	2.6925e-01	1.1073e-01	1.3208e-03	6.0815e-05	3.2093e-01	1.2423e-04	1.2809e-01	4.2290e-05	9.0353e-07	2.3655e-10	1.5738e-08	1.8819e-06	6.1754e-07	5.6093e-03	9.1679e-02	1.0546e-01	5.6100e-03	8.0842e-06	1.9875e-03	9.2621e-08	2.0804e-06	1.7200e-05	2.9202e-10	2.4645e-04	1.5881e-06	5.2988e-03	5.9998e-06	3.4351e-06	1.0531e-06	4.1357e-04	1.0724e-08	7.2972e-13	1.0082e-13	5.2664e-14	1.9438e-13	2.1386e-16	6.8529e-11	7.5477e-13	2.2031e-12	1.1892e-15	5.0047e-16	4.3664e-10	9.5299e-14	7.1554e-16	1.3133e-13	8.4347e-15	1.4781e-12	7.3610e-14	2.2234e-01	0.0000e+00	6.0257e-12	3.4770e-10	9.6346e-07	6.9883e-06	
1.2370e-03	1.0732e+03	1.0000e+05	1.1260e-01	2.6887e-01	1.1184e-01	1.3547e-03	6.2562e-05	3.1860e-01	1.2700e-04	1.2983e-01	4.2864e-05	9.0184e-07	2.5770e-10	1.6593e-08	1.9229e-06	6.2315e-07	5.5484e-03	9.0082e-02	1.0687e-01	5.7489e-03	8.2331e-06	1.9637e-03	9.4086e-08	2.0679e-06	1.6835e-05	3.0285e-10	2.4944e-04	1.6061e-06	5.2105e-03	5.7652e-06	3.2933e-06	1.0666e-06	4.0660e-04	1.0823e-08	7.7600e-13	1.0725e-13	5.6020e-14	2.0818e-13	2.1897e-16	7.3293e-11	-7.8002e-13	2.2244e-12	1.2311e-15	5.3870e-16	4.5692e-10	9.9297e-14	7.6296e-16	1.3657e-13	8.8107e-15	1.5608e-12	7.7347e-14	2.2202e-01	0.0000e+00	5.6774e-12	3.2558e-10	9.6301e-07	6.7574e-06	
1.2373e-03	1.0732e+03	1.0000e+05	1.1277e-01	2.6848e-01	1.1294e-01	1.3899e-03	6.4398e-05	3.1624e-01	1.2988e-04	1.3158e-01	4.3448e-05	9.0005e-07	2.8097e-10	1.7501e-08	1.9646e-06	6.2873e-07	5.4854e-03	8.8474e-02	1.0830e-01	5.8915e-03	8.3854e-06	1.9395e-03	9.5564e-08	2.0486e-06	1.6463e-05	3.1411e-10	2.5238e-04	1.6239e-06	5.1205e-03	5.5300e-06	3.1529e-06	1.0800e-06	3.9951e-04	1.0920e-08	8.2583e-13	1.1411e-13	5.9594e-14	2.2294e-13	2.2426e-16	7.4504e-11	1.4162e-12	2.2457e-12	1.3956e-15	5.8024e-16	4.7822e-10	1.0349e-13	8.1388e-16	1.4217e-13	9.2055e-15	1.6487e-12	8.1344e-14	2.2170e-01	0.0000e+00	5.3191e-12	3.0425e-10	9.6227e-07	6.5276e-06	
1.2376e-03	1.0732e+03	1.0000e+05	1.1293e-01	2.6809e-01	1.1405e-01	1.4265e-03	6.6329e-05	3.1386e-01	1.3288e-04	1.3336e-01	4.4050e-05	8.9819e-07	3.0658e-10	1.8466e-08	2.0072e-06	6.3427e-07	5.4202e-03	8.6857e-02	1.0973e-01	6.0380e-03	8.5413e-06	1.9149e-03	9.7049e-08	2.0373e-06	1.6085e-05	3.2582e-10	2.5528e-04	1.6416e-06	5.0289e-03	5.3014e-06	3.0142e-06	1.0934e-06	3.9230e-04	1.1015e-08	8.7954e-13	1.2148e-13	6.3409e-14	2.3872e-13	2.2976e-16	8.1858e-11	-2.3389e-12	2.2672e-12	1.3636e-15	6.2535e-16	5.0061e-10	1.0786e-13	8.6857e-16	1.4775e-13	9.6204e-15	1.7409e-12	8.5532e-14	2.2138e-01	0.0000e+00	5.0069e-12	2.8374e-10	9.6131e-07	6.2986e-06	
1.2378e-03	1.0732e+03	1.0000e+05	1.1304e-01	2.6782e-01	1.1481e-01	1.4527e-03	6.7731e-05	3.1219e-01	1.3504e-04	1.3461e-01	4.4474e-05	8.9684e-07	3.2590e-10	1.9172e-08	2.0372e-06	6.3810e-07	5.3738e-03	8.5727e-02	1.1073e-01	6.1420e-03	8.6517e-06	1.8975e-03	9.8087e-08	2.0223e-06	1.5819e-05	3.3424e-10	2.5726e-04	1.6537e-06	4.9642e-03	5.1403e-06	2.9188e-06	1.1027e-06	3.8723e-04	1.1080e-08	9.1933e-13	1.2689e-13	6.6203e-14	2.5031e-13	2.3370e-16	8.2168e-11	-3.0263e-14	2.2822e-12	1.5046e-15	6.5902e-16	5.1684e-10	1.1103e-13	9.0896e-16	1.5192e-13	9.9211e-15	1.8086e-12	8.8641e-14	2.2115e-01	0.0000e+00	4.7715e-12	2.6995e-10	9.6044e-07	6.1405e-06	
1.2380e-03	1.0732e+03	1.0000e+05	1.1316e-01	2.6755e-01	1.1558e-01	1.4796e-03	6.9184e-05	3.1051e-01	1.3726e-04	1.3587e-01	4.4906e-05	8.9545e-07	3.4657e-10	1.9908e-08	2.0676e-06	6.4191e-07	5.3262e-03	8.4593e-02	1.1174e-01	6.2480e-03	8.7639e-06	1.8800e-03	9.9129e-08	2.0089e-06	1.5550e-05	3.4289e-10	2.5921e-04	1.6658e-06	4.8988e-03	4.9813e-06	2.8244e-06	1.1119e-06	3.8211e-04	1.1144e-08	9.6129e-13	1.3257e-13	6.9124e-14	2.6245e-13	2.3774e-16	8.4139e-11	7.2131e-13	2.2972e-12	1.6114e-15	6.9473e-16	5.3365e-10	1.1429e-13	9.5143e-16	1.5610e-13	1.0233e-14	1.8787e-12	9.1870e-14	2.2093e-01	0.0000e+00	4.5480e-12	2.5656e-10	9.5945e-07	5.9830e-06	
1.2382e-03	1.0732e+03	1.0000e+05	1.1327e-01	2.6728e-01	1.1635e-01	1.5073e-03	7.0693e-05	3.0882e-01	1.3955e-04	1.3715e-01	4.5345e-05	8.9401e-07	3.6872e-10	2.0677e-08	2.0985e-06	6.4569e-07	5.2775e-03	8.3454e-02	1.1275e-01	6.3561e-03	8.8780e-06	1.8623e-03	1.0018e-07	1.9932e-06	1.5279e-05	3.5178e-10	2.6113e-04	1.6778e-06	4.8326e-03	4.8238e-06	2.7309e-06	1.1211e-06	3.7695e-04	1.1207e-08	1.0056e-12	1.3854e-13	7.2180e-14	2.7516e-13	2.4190e-16	8.7817e-11	-1.2564e-13	2.3123e-12	1.8182e-15	7.3265e-16	5.5105e-10	1.1767e-13	9.9612e-16	1.6047e-13	1.0555e-14	1.9516e-12	9.5221e-14	2.2071e-01	0.0000e+00	4.3262e-12	2.4357e-10	9.5833e-07	5.8260e-06	
1.2384e-03	1.0732e+03	1.0000e+05	1.1339e-01	2.6700e-01	1.1711e-01	1.5358e-03	7.2260e-05	3.0711e-01	1.4190e-04	1.3844e-01	4.5793e-05	8.9254e-07	3.9248e-10	2.1479e-08	2.1296e-06	6.4942e-07	5.2278e-03	8.2311e-02	1.1377e-01	6.4662e-03	8.9939e-06	1.8444e-03	1.0122e-07	1.9855e-06	1.5005e-05	3.6093e-10	2.6301e-04	1.6897e-06	4.7656e-03	4.6689e-06	2.6384e-06	1.1303e-06	3.7173e-04	1.1269e-08	1.0524e-12	1.4480e-13	7.5379e-14	2.8847e-13	2.4616e-16	8.8672e-11	1.9636e-12	2.3274e-12	1.6972e-15	7.7290e-16	5.6908e-10	1.2115e-13	1.0432e-15	1.6498e-13	1.0890e-14	2.0277e-12	9.8757e-14	2.2048e-01	0.0000e+00	4.1373e-12	2.3096e-10	9.5708e-07	5.6699e-06	
1.2386e-03	1.0732e+03	1.0000e+05	1.1351e-01	2.6673e-01	1.1787e-01	1.5651e-03	7.3888e-05	3.0540e-01	1.4433e-04	1.3974e-01	4.6248e-05	8.9101e-07	4.1789e-10	2.2316e-08	2.1611e-06	6.5315e-07	5.1769e-03	8.1162e-02	1.1479e-01	6.5785e-03	9.1117e-06	1.8263e-03	1.0227e-07	1.9699e-06	1.4728e-05	3.7033e-10	2.6486e-04	1.7014e-06	4.6979e-03	4.5149e-06	2.5469e-06	1.1394e-06	3.6647e-04	1.1329e-08	1.1018e-12	1.5139e-13	7.8723e-14	3.0241e-13	2.5055e-16	9.3283e-11	4.1821e-13	2.3425e-12	1.8668e-15	8.1562e-16	5.8777e-10	1.2474e-13	1.0926e-15	1.6945e-13	1.1236e-14	2.1063e-12	1.0241e-13	2.2025e-01	0.0000e+00	3.9322e-12	2.1874e-10	9.5568e-07	5.5146e-06	
1.2387e-03	1.0732e+03	1.0000e+05	1.1359e-01	2.6654e-01	1.1840e-01	1.5861e-03	7.5063e-05	3.0419e-01	1.4607e-04	1.4065e-01	4.6570e-05	8.8992e-07	4.3675e-10	2.2923e-08	2.1834e-06	6.5572e-07	5.1407e-03	8.0358e-02	1.1551e-01	6.6582e-03	9.1950e-06	1.8135e-03	1.0301e-07	1.9588e-06	1.4533e-05	3.7706e-10	2.6613e-04	1.7095e-06	4.6502e-03	4.4079e-06	2.4837e-06	1.1457e-06	3.6277e-04	1.1371e-08	1.1379e-12	1.5618e-13	8.1151e-14	3.1253e-13	2.5368e-16	9.6090e-11	-1.7467e-13	2.3531e-12	1.9211e-15	8.4705e-16	6.0121e-10	1.2732e-13	1.1287e-15	1.7271e-13	1.1486e-14	2.1632e-12	1.0506e-13	2.2010e-01	0.0000e+00	3.7944e-12	2.1044e-10	9.5462e-07	5.4067e-06	
1.2389e-03	1.0732e+03	1.0000e+05	1.1367e-01	2.6635e-01	1.1894e-01	1.6075e-03	7.6272e-05	3.0298e-01	1.4785e-04	1.4158e-01	4.6897e-05	8.8881e-07	4.5656e-10	2.3548e-08	2.2058e-06	6.5827e-07	5.1039e-03	7.9550e-02	1.1623e-01	6.7390e-03	9.2794e-06	1.8006e-03	1.0374e-07	1.9495e-06	1.4337e-05	3.8392e-10	2.6738e-04	1.7175e-06	4.6021e-03	4.3019e-06	2.4210e-06	1.1521e-06	3.5905e-04	1.1411e-08	1.1755e-12	1.6115e-13	8.3656e-14	3.2298e-13	2.5688e-16	9.8029e-11	1.6386e-13	2.3637e-12	1.9913e-15	8.7986e-16	6.1499e-10	1.2995e-13	1.1662e-15	1.7601e-13	1.1742e-14	2.2218e-12	1.0781e-13	2.1994e-01	0.0000e+00	3.6616e-12	2.0233e-10	9.5348e-07	5.2992e-06	
1.2390e-03	1.0732e+03	1.0000e+05	1.1375e-01	2.6615e-01	1.1947e-01	1.6293e-03	7.7514e-05	3.0176e-01	1.4967e-04	1.4251e-01	4.7227e-05	8.8767e-07	4.7734e-10	2.4193e-08	2.2284e-06	6.6081e-07	5.0666e-03	7.8741e-02	1.1695e-01	6.8209e-03	9.3648e-06	1.7876e-03	1.0448e-07	1.9387e-06	1.4140e-05	3.9092e-10	2.6861e-04	1.7255e-06	4.5536e-03	4.1962e-06	2.3588e-06	1.1584e-06	3.5530e-04	1.1452e-08	1.2146e-12	1.6630e-13	8.6241e-14	3.3377e-13	2.6014e-16	1.0125e-10	-7.1537e-13	2.3744e-12	2.0521e-15	9.1411e-16	6.2913e-10	1.3265e-13	1.2049e-15	1.7930e-13	1.2004e-14	2.2817e-12	1.1064e-13	2.1978e-01	0.0000e+00	3.5308e-12	1.9441e-10	9.5228e-07	5.1922e-06	
1.2392e-03	1.0732e+03	1.0000e+05	1.1383e-01	2.6596e-01	1.1999e-01	1.6516e-03	7.8792e-05	3.0054e-01	1.5153e-04	1.4344e-01	4.7562e-05	8.8652e-07	4.9921e-10	2.4858e-08	2.2511e-06	6.6332e-07	5.0287e-03	7.7929e-02	1.1767e-01	6.9040e-03	9.4511e-06	1.7746e-03	1.0521e-07	1.9294e-06	1.3942e-05	3.9805e-10	2.6982e-04	1.7334e-06	4.5048e-03	4.0925e-06	2.2973e-06	1.1647e-06	3.5154e-04	1.1491e-08	1.2553e-12	1.7162e-13	8.8908e-14	3.4491e-13	2.6347e-16	1.0174e-10	1.2091e-12	2.3851e-12	2.1879e-15	9.4989e-16	6.4362e-10	1.3540e-13	1.2452e-15	1.8280e-13	1.2274e-14	2.3438e-12	1.1358e-13	2.1962e-01	0.0000e+00	3.4049e-12	1.8668e-10	9.5101e-07	5.0857e-06	
1.2393e-03	1.0732e+03	1.0000e+05	1.1392e-01	2.6577e-01	1.2052e-01	1.6743e-03	8.0108e-05	2.9930e-01	1.5344e-04	1.4439e-01	4.7900e-05	8.8533e-07	5.2225e-10	2.5543e-08	2.2740e-06	6.6582e-07	4.9902e-03	7.7115e-02	1.1840e-01	6.9882e-03	9.5384e-06	1.7614e-03	1.0595e-07	1.9147e-06	1.3743e-05	4.0533e-10	2.7100e-04	1.7412e-06	4.4556e-03	3.9869e-06	2.2363e-06	1.1709e-06	3.4776e-04	1.1530e-08	1.2977e-12	1.7715e-13	9.1664e-14	3.5642e-13	2.6686e-16	1.0728e-10	-1.8469e-12	2.3958e-12	2.1095e-15	9.8721e-16	6.5848e-10	1.3822e-13	1.2869e-15	1.8613e-13	1.2550e-14	2.4069e-12	1.1657e-13	2.1946e-01	0.0000e+00	3.2704e-12	1.7913e-10	9.4965e-07	4.9797e-06	
1.2395e-03	1.0732e+03	1.0000e+05	1.1400e-01	2.6557e-01	1.2105e-01	1.6975e-03	8.1463e-05	2.9807e-01	1.5539e-04	1.4534e-01	4.8244e-05	8.8413e-07	5.4641e-10	2.6250e-08	2.2970e-06	6.6829e-07	4.9511e-03	7.6298e-02	1.1913e-01	7.0736e-03	9.6267e-06	1.7481e-03	1.0668e-07	1.9049e-06	1.3542e-05	4.1276e-10	2.7216e-04	1.7489e-06	4.4061e-03	3.8845e-06	2.1759e-06	1.1772e-06	3.4396e-04	1.1568e-08	1.3418e-12	1.8286e-13	9.4505e-14	3.6829e-13	2.7032e-16	1.0850e-10	-5.1365e-13	2.4065e-12	2.2639e-15	1.0263e-15	6.7372e-10	1.4109e-13	1.3302e-15	1.8971e-13	1.2834e-14	2.4723e-12	1.1969e-13	2.1930e-01	0.0000e+00	3.1507e-12	1.7178e-10	9.4822e-07	4.8742e-06	
1.2396e-03	1.0732e+03	1.0000e+05	1.1408e-01	2.6538e-01	1.2157e-01	1.7212e-03	8.2858e-05	2.9682e-01	1.5738e-04	1.4629e-01	4.8592e-05	8.8290e-07	5.7185e-10	2.6979e-08	2.3203e-06	6.7072e-07	4.9113e-03	7.5479e-02	1.1986e-01	7.1603e-03	9.7161e-06	1.7347e-03	1.0741e-07	1.8950e-06	1.3341e-05	4.2034e-10	2.7329e-04	1.7565e-06	4.3562e-03	3.7838e-06	2.1161e-06	1.1834e-06	3.4014e-04	1.1605e-08	1.3877e-12	1.8878e-13	9.7436e-14	3.8055e-13	2.7386e-16	1.0977e-10	8.4469e-13	2.4172e-12	2.4142e-15	1.0671e-15	6.8935e-10	1.4404e-13	1.3751e-15	1.9329e-13	1.3126e-14	2.5395e-12	1.2293e-13	2.1914e-01	0.0000e+00	3.0382e-12	1.6461e-10	9.4673e-07	4.7692e-06	
1.2397e-03	1.0732e+03	1.0000e+05	1.1416e-01	2.6519e-01	1.2210e-01	1.7454e-03	8.4295e-05	2.9557e-01	1.5942e-04	1.4726e-01	4.8944e-05	8.8164e-07	5.9865e-10	2.7731e-08	2.3436e-06	6.7313e-07	4.8711e-03	7.4658e-02	1.2059e-01	7.2482e-03	9.8064e-06	1.7212e-03	1.0814e-07	1.8846e-06	1.3138e-05	4.2807e-10	2.7440e-04	1.7640e-06	4.3060e-03	3.6810e-06	2.0570e-06	1.1895e-06	3.3630e-04	1.1641e-08	1.4355e-12	1.9494e-13	1.0047e-13	3.9321e-13	2.7747e-16	1.1497e-10	-1.6375e-12	2.4280e-12	2.6415e-15	1.1098e-15	7.0538e-10	1.4704e-13	1.4216e-15	1.9687e-13	1.3425e-14	2.6082e-12	1.2623e-13	2.1898e-01	0.0000e+00	2.9196e-12	1.5762e-10	9.4514e-07	4.6649e-06	
1.2399e-03	1.0732e+03	1.0000e+05	1.1425e-01	2.6499e-01	1.2262e-01	1.7702e-03	8.5776e-05	2.9432e-01	1.6151e-04	1.4823e-01	4.9300e-05	8.8036e-07	6.2677e-10	2.8506e-08	2.3671e-06	6.7552e-07	4.8301e-03	7.3834e-02	1.2133e-01	7.3373e-03	9.8978e-06	1.7076e-03	1.0888e-07	1.8705e-06	1.2935e-05	4.3596e-10	2.7547e-04	1.7714e-06	4.2554e-03	3.5805e-06	1.9985e-06	1.1957e-06	3.3245e-04	1.1677e-08	1.4853e-12	2.0131e-13	1.0359e-13	4.0627e-13	2.8115e-16	1.1688e-10	-7.5693e-13	2.4388e-12	2.5453e-15	1.1543e-15	7.2182e-10	1.5012e-13	1.4699e-15	2.0061e-13	1.3732e-14	2.6792e-12	1.2967e-13	2.1882e-01	0.0000e+00	2.7988e-12	1.5083e-10	9.4348e-07	4.5611e-06	
1.2400e-03	1.0732e+03	1.0000e+05	1.1433e-01	2.6480e-01	1.2314e-01	1.7955e-03	8.7304e-05	2.9305e-01	1.6365e-04	1.4921e-01	4.9662e-05	8.7905e-07	6.5645e-10	2.9307e-08	2.3908e-06	6.7788e-07	4.7886e-03	7.3008e-02	1.2207e-01	7.4277e-03	9.9903e-06	1.6939e-03	1.0961e-07	1.8578e-06	1.2731e-05	4.4401e-10	2.7652e-04	1.7787e-06	4.2045e-03	3.4829e-06	1.9407e-06	1.2018e-06	3.2857e-04	1.1712e-08	1.5373e-12	2.0791e-13	1.0682e-13	4.1976e-13	2.8492e-16	1.1823e-10	7.6657e-13	2.4496e-12	2.6768e-15	1.2010e-15	7.3869e-10	1.5326e-13	1.5201e-15	2.0438e-13	1.4048e-14	2.7522e-12	1.3324e-13	2.1866e-01	0.0000e+00	2.6954e-12	1.4422e-10	9.4175e-07	4.4578e-06	
1.2402e-03	1.0732e+03	1.0000e+05	1.1442e-01	2.6461e-01	1.2366e-01	1.8213e-03	8.8879e-05	2.9178e-01	1.6585e-04	1.5020e-01	5.0029e-05	8.7772e-07	6.8768e-10	3.0132e-08	2.4146e-06	6.8020e-07	4.7464e-03	7.2179e-02	1.2281e-01	7.5195e-03	1.0084e-05	1.6801e-03	1.1033e-07	1.8460e-06	1.2525e-05	4.5223e-10	2.7754e-04	1.7859e-06	4.1532e-03	3.3846e-06	1.8835e-06	1.2079e-06	3.2468e-04	1.1745e-08	1.5915e-12	2.1476e-13	1.1015e-13	4.3368e-13	2.8876e-16	1.2135e-10	6.1583e-13	2.4604e-12	2.7909e-15	1.2499e-15	7.5600e-10	1.5647e-13	1.5721e-15	2.0822e-13	1.4372e-14	2.8271e-12	1.3692e-13	2.1850e-01	0.0000e+00	2.5878e-12	1.3779e-10	9.3993e-07	4.3552e-06	
1.2403e-03	1.0732e+03	1.0000e+05	1.1450e-01	2.6441e-01	1.2417e-01	1.8477e-03	9.0505e-05	2.9051e-01	1.6810e-04	1.5119e-01	5.0400e-05	8.7636e-07	7.2057e-10	3.0984e-08	2.4384e-06	6.8248e-07	4.7036e-03	7.1349e-02	1.2355e-01	7.6126e-03	1.0178e-05	1.6662e-03	1.1106e-07	1.8326e-06	1.2319e-05	4.6061e-10	2.7852e-04	1.7929e-06	4.1017e-03	3.2855e-06	1.8271e-06	1.2140e-06	3.2078e-04	1.1778e-08	1.6480e-12	2.2188e-13	1.1359e-13	4.4805e-13	2.9269e-16	1.2555e-10	-5.2499e-13	2.4712e-12	2.8701e-15	1.3010e-15	7.7375e-10	1.5975e-13	1.6261e-15	2.1217e-13	1.4705e-14	2.9042e-12	1.4070e-13	2.1834e-01	0.0000e+00	2.4741e-12	1.3153e-10	9.3802e-07	4.2534e-06	
