         t	         T	         p	       rho	        H2	        O2	       H2O	         H	         O	        OH	       HO2	      H2O2	        N2	
0.0000e+00	1.1730e+03	1.0000e+05	2.3081e-01	2.5000e-01	2.5000e-01	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	5.0000e-01	
5.9885e-10	1.1730e+03	1.0000e+05	2.3081e-01	2.5000e-01	2.5000e-01	0.0000e+00	9.9905e-13	3.0541e-20	1.6349e-11	9.9904e-13	0.0000e+00	5.0000e-01	
4.7064e-08	1.1730e+03	1.0000e+05	2.3081e-01	2.5000e-01	2.5000e-01	2.8848e-10	4.0730e-10	6.1925e-12	1.0032e-09	3.2015e-11	3.1107e-16	5.0000e-01	
1.3017e-07	1.1730e+03	1.0000e+05	2.3081e-01	2.5000e-01	2.5000e-01	8.0441e-10	1.1339e-09	1.7269e-11	2.7686e-09	8.7523e-11	8.6722e-16	5.0000e-01	
2.1328e-07	1.1730e+03	1.0000e+05	2.3081e-01	2.5000e-01	2.5000e-01	2.6210e-09	3.2096e-09	8.2955e-11	3.2973e-09	3.9988e-11	2.1815e-15	5.0000e-01	
4.2936e-07	1.1730e+03	1.0000e+05	2.3081e-01	2.5000e-01	2.5000e-01	7.7292e-09	8.6125e-09	4.7519e-10	4.6575e-09	7.3941e-11	5.0294e-15	5.0000e-01	
6.4544e-07	1.1730e+03	1.0000e+05	2.3081e-01	2.5000e-01	2.5000e-01	1.5129e-08	1.6095e-08	1.1343e-09	4.1492e-09	5.3467e-11	8.7501e-15	5.0000e-01	
8.6152e-07	1.1730e+03	1.0000e+05	2.3081e-01	2.5000e-01	2.5000e-01	2.1879e-08	2.2535e-08	2.1162e-09	5.1655e-09	1.0171e-10	1.2940e-14	5.0000e-01	
1.0776e-06	1.1730e+03	1.0000e+05	2.3081e-01	2.5000e-01	2.5000e-01	2.9553e-08	2.9690e-08	3.3333e-09	6.0859e-09	1.2516e-10	1.8095e-14	5.0000e-01	
1.4541e-06	1.1730e+03	1.0000e+05	2.3081e-01	2.5000e-01	2.5000e-01	4.5297e-08	4.3965e-08	6.0232e-09	7.3790e-09	1.6100e-10	2.9110e-14	5.0000e-01	
2.0290e-06	1.1730e+03	1.0000e+05	2.3081e-01	2.5000e-01	2.5000e-01	7.7004e-08	7.2130e-08	1.1414e-08	9.9246e-09	2.2991e-10	5.3062e-14	5.0000e-01	
2.6039e-06	1.1730e+03	1.0000e+05	2.3081e-01	2.5000e-01	2.5000e-01	1.1866e-07	1.0827e-07	1.8759e-08	1.3153e-08	3.2003e-10	8.6452e-14	5.0000e-01	
3.1788e-06	1.1730e+03	1.0000e+05	2.3081e-01	2.5000e-01	2.5000e-01	1.7065e-07	1.5282e-07	2.8005e-08	1.7212e-08	4.3104e-10	1.2957e-13	5.0000e-01	
3.7538e-06	1.1730e+03	1.0000e+05	2.3081e-01	2.5000e-01	2.5000e-01	2.4244e-07	2.1390e-07	4.0475e-08	2.2620e-08	5.8335e-10	1.9105e-13	5.0000e-01	
4.3287e-06	1.1730e+03	1.0000e+05	2.3081e-01	2.5000e-01	2.5000e-01	3.3705e-07	2.9386e-07	5.6844e-08	2.9804e-08	7.8268e-10	2.7380e-13	5.0000e-01	
4.9036e-06	1.1730e+03	1.0000e+05	2.3081e-01	2.5000e-01	2.5000e-01	4.6155e-07	3.9855e-07	7.8299e-08	3.9200e-08	1.0437e-09	3.8437e-13	5.0000e-01	
5.1916e-06	1.1730e+03	1.0000e+05	2.3081e-01	2.5000e-01	2.5000e-01	5.4511e-07	4.6855e-07	9.2641e-08	4.5512e-08	1.2182e-09	4.5944e-13	5.0000e-01	
5.4796e-06	1.1730e+03	1.0000e+05	2.3081e-01	2.5000e-01	2.5000e-01	6.3095e-07	5.4045e-07	1.0736e-07	5.2057e-08	1.3974e-09	5.3656e-13	5.0000e-01	
5.7676e-06	1.1730e+03	1.0000e+05	2.3081e-01	2.5000e-01	2.5000e-01	7.3083e-07	6.2397e-07	1.2447e-07	5.9489e-08	1.6056e-09	6.2674e-13	5.0000e-01	
6.3013e-06	1.1730e+03	1.0000e+05	2.3081e-01	2.5000e-01	2.5000e-01	9.5776e-07	8.1338e-07	1.6329e-07	7.6487e-08	2.0778e-09	8.3279e-13	5.0000e-01	
6.8351e-06	1.1730e+03	1.0000e+05	2.3081e-01	2.5000e-01	2.5000e-01	1.2464e-06	1.0539e-06	2.1257e-07	9.8103e-08	2.6773e-09	1.0961e-12	5.0000e-01	
7.3688e-06	1.1730e+03	1.0000e+05	2.3081e-01	2.5000e-01	2.5000e-01	1.6101e-06	1.3566e-06	2.7459e-07	1.2534e-07	3.4319e-09	1.4290e-12	5.0000e-01	
7.9026e-06	1.1730e+03	1.0000e+05	2.3081e-01	2.5000e-01	2.5000e-01	2.0827e-06	1.7494e-06	3.5512e-07	1.6051e-07	4.4111e-09	1.8634e-12	5.0000e-01	
8.4674e-06	1.1730e+03	1.0000e+05	2.3081e-01	2.5000e-01	2.5000e-01	2.7323e-06	2.2890e-06	4.6568e-07	2.0908e-07	5.7560e-09	2.4619e-12	5.0000e-01	
9.0323e-06	1.1730e+03	1.0000e+05	2.3081e-01	2.4999e-01	2.5000e-01	3.5641e-06	2.9796e-06	6.0713e-07	2.7127e-07	7.4770e-09	3.2295e-12	5.0000e-01	
9.5971e-06	1.1730e+03	1.0000e+05	2.3081e-01	2.4999e-01	2.5000e-01	4.6495e-06	3.8800e-06	7.9168e-07	3.5183e-07	9.7212e-09	4.2331e-12	5.0000e-01	
1.0162e-05	1.1730e+03	1.0000e+05	2.3081e-01	2.4999e-01	2.5000e-01	6.0563e-06	5.0466e-06	1.0308e-06	4.5701e-07	1.2628e-08	5.5356e-12	5.0000e-01	
1.0727e-05	1.1730e+03	1.0000e+05	2.3081e-01	2.4999e-01	2.5000e-01	7.8814e-06	6.5596e-06	1.3408e-06	5.9291e-07	1.6398e-08	7.2269e-12	5.0000e-01	
1.1292e-05	1.1730e+03	1.0000e+05	2.3081e-01	2.4999e-01	2.4999e-01	1.0256e-05	8.5276e-06	1.7441e-06	7.6972e-07	2.1301e-08	9.4299e-12	5.0000e-01	
1.1857e-05	1.1730e+03	1.0000e+05	2.3081e-01	2.4998e-01	2.4999e-01	1.3322e-05	1.1069e-05	2.2647e-06	9.9823e-07	2.7630e-08	1.2277e-11	5.0000e-01	
1.2421e-05	1.1730e+03	1.0000e+05	2.3081e-01	2.4997e-01	2.4999e-01	1.7309e-05	1.4371e-05	2.9415e-06	1.2946e-06	3.5853e-08	1.5982e-11	5.0000e-01	
1.2986e-05	1.1730e+03	1.0000e+05	2.3081e-01	2.4997e-01	2.4999e-01	2.2480e-05	1.8655e-05	3.8194e-06	1.6800e-06	4.6517e-08	2.0793e-11	5.0000e-01	
1.3376e-05	1.1730e+03	1.0000e+05	2.3081e-01	2.4996e-01	2.4998e-01	2.6937e-05	2.2346e-05	4.5758e-06	2.0117e-06	5.5701e-08	2.4943e-11	5.0000e-01	
1.3766e-05	1.1730e+03	1.0000e+05	2.3081e-01	2.4995e-01	2.4998e-01	3.2249e-05	2.6745e-05	5.4773e-06	2.4075e-06	6.6645e-08	2.9893e-11	5.0000e-01	
1.4156e-05	1.1730e+03	1.0000e+05	2.3081e-01	2.4994e-01	2.4998e-01	3.8610e-05	3.2013e-05	6.5568e-06	2.8805e-06	7.9742e-08	3.5827e-11	5.0000e-01	
1.4546e-05	1.1730e+03	1.0000e+05	2.3081e-01	2.4993e-01	2.4997e-01	4.6221e-05	3.8315e-05	7.8482e-06	3.4473e-06	9.5401e-08	4.2934e-11	5.0000e-01	
1.4936e-05	1.1730e+03	1.0000e+05	2.3081e-01	2.4992e-01	2.4997e-01	5.5336e-05	4.5860e-05	9.3946e-06	4.1257e-06	1.1414e-07	5.1456e-11	5.0000e-01	
1.5325e-05	1.1730e+03	1.0000e+05	2.3081e-01	2.4990e-01	2.4996e-01	6.6228e-05	5.4877e-05	1.1242e-05	4.9367e-06	1.3652e-07	6.1655e-11	5.0000e-01	
1.5715e-05	1.1730e+03	1.0000e+05	2.3081e-01	2.4988e-01	2.4995e-01	7.9269e-05	6.5670e-05	1.3455e-05	5.9070e-06	1.6328e-07	7.3888e-11	5.0000e-01	
1.6105e-05	1.1730e+03	1.0000e+05	2.3081e-01	2.4986e-01	2.4994e-01	9.4874e-05	7.8583e-05	1.6101e-05	7.0688e-06	1.9526e-07	8.8556e-11	5.0000e-01	
1.6495e-05	1.1730e+03	1.0000e+05	2.3081e-01	2.4984e-01	2.4993e-01	1.1355e-04	9.4030e-05	1.9267e-05	8.4586e-06	2.3347e-07	1.0615e-10	5.0000e-01	
1.6885e-05	1.1730e+03	1.0000e+05	2.3081e-01	2.4980e-01	2.4992e-01	1.3588e-04	1.1251e-04	2.3055e-05	1.0121e-05	2.7911e-07	1.2726e-10	5.0000e-01	
1.7275e-05	1.1730e+03	1.0000e+05	2.3081e-01	2.4976e-01	2.4990e-01	1.6261e-04	1.3461e-04	2.7585e-05	1.2111e-05	3.3359e-07	1.5261e-10	5.0000e-01	
1.7544e-05	1.1730e+03	1.0000e+05	2.3081e-01	2.4973e-01	2.4989e-01	1.8407e-04	1.5235e-04	3.1222e-05	1.3709e-05	3.7725e-07	1.7303e-10	5.0000e-01	
1.7813e-05	1.1730e+03	1.0000e+05	2.3081e-01	2.4970e-01	2.4987e-01	2.0833e-04	1.7240e-04	3.5333e-05	1.5515e-05	4.2650e-07	1.9619e-10	5.0000e-01	
1.8082e-05	1.1730e+03	1.0000e+05	2.3081e-01	2.4966e-01	2.4985e-01	2.3579e-04	1.9509e-04	3.9984e-05	1.7558e-05	4.8213e-07	2.2248e-10	5.0000e-01	
1.8351e-05	1.1730e+03	1.0000e+05	2.3081e-01	2.4961e-01	2.4983e-01	2.6686e-04	2.2075e-04	4.5246e-05	1.9871e-05	5.4491e-07	2.5236e-10	5.0000e-01	
1.8620e-05	1.1730e+03	1.0000e+05	2.3081e-01	2.4956e-01	2.4981e-01	3.0201e-04	2.4977e-04	5.1198e-05	2.2489e-05	6.1576e-07	2.8631e-10	5.0000e-01	
1.8889e-05	1.1730e+03	1.0000e+05	2.3081e-01	2.4950e-01	2.4979e-01	3.4179e-04	2.8260e-04	5.7931e-05	2.5450e-05	6.9566e-07	3.2492e-10	5.0000e-01	
1.9158e-05	1.1730e+03	1.0000e+05	2.3081e-01	2.4944e-01	2.4976e-01	3.8679e-04	3.1973e-04	6.5545e-05	2.8801e-05	7.8574e-07	3.6885e-10	5.0000e-01	
1.9427e-05	1.1730e+03	1.0000e+05	2.3081e-01	2.4937e-01	2.4973e-01	4.3771e-04	3.6171e-04	7.4157e-05	3.2591e-05	8.8724e-07	4.1885e-10	5.0000e-01	
1.9696e-05	1.1730e+03	1.0000e+05	2.3081e-01	2.4928e-01	2.4969e-01	4.9532e-04	4.0918e-04	8.3896e-05	3.6881e-05	1.0016e-06	4.7581e-10	5.0000e-01	
1.9965e-05	1.1730e+03	1.0000e+05	2.3081e-01	2.4919e-01	2.4965e-01	5.6046e-04	4.6283e-04	9.4904e-05	4.1732e-05	1.1302e-06	5.4071e-10	5.0000e-01	
2.0234e-05	1.1730e+03	1.0000e+05	2.3081e-01	2.4908e-01	2.4960e-01	6.3416e-04	5.2348e-04	1.0735e-04	4.7220e-05	1.2749e-06	6.1475e-10	5.0000e-01	
2.0503e-05	1.1730e+03	1.0000e+05	2.3081e-01	2.4896e-01	2.4955e-01	7.1752e-04	5.9201e-04	1.2142e-04	5.3427e-05	1.4374e-06	6.9927e-10	5.0000e-01	
2.0772e-05	1.1730e+03	1.0000e+05	2.3081e-01	2.4882e-01	2.4949e-01	8.1178e-04	6.6945e-04	1.3732e-04	6.0447e-05	1.6199e-06	7.9582e-10	5.0000e-01	
2.1041e-05	1.1730e+03	1.0000e+05	2.3081e-01	2.4867e-01	2.4943e-01	9.1837e-04	7.5691e-04	1.5528e-04	6.8385e-05	1.8246e-06	9.0623e-10	5.0000e-01	
2.1310e-05	1.1730e+03	1.0000e+05	2.3081e-01	2.4849e-01	2.4935e-01	1.0389e-03	8.5568e-04	1.7557e-04	7.7361e-05	2.0539e-06	1.0326e-09	5.0000e-01	
2.1579e-05	1.1730e+03	9.9999e+04	2.3081e-01	2.4830e-01	2.4927e-01	1.1751e-03	9.6719e-04	1.9848e-04	8.7507e-05	2.3104e-06	1.1773e-09	5.0000e-01	
2.1848e-05	1.1730e+03	9.9999e+04	2.3081e-01	2.4808e-01	2.4917e-01	1.3291e-03	1.0930e-03	2.2435e-04	9.8975e-05	2.5969e-06	1.3433e-09	5.0000e-01	
2.2117e-05	1.1730e+03	9.9999e+04	2.3081e-01	2.4782e-01	2.4906e-01	1.5031e-03	1.2350e-03	2.5354e-04	1.1193e-04	2.9166e-06	1.5338e-09	5.0000e-01	
2.2386e-05	1.1730e+03	9.9999e+04	2.3081e-01	2.4754e-01	2.4894e-01	1.6996e-03	1.3951e-03	2.8648e-04	1.2657e-04	3.2725e-06	1.7526e-09	5.0001e-01	
2.2655e-05	1.1730e+03	9.9999e+04	2.3081e-01	2.4722e-01	2.4881e-01	1.9216e-03	1.5755e-03	3.2363e-04	1.4311e-04	3.6679e-06	2.0042e-09	5.0001e-01	
2.2924e-05	1.1730e+03	9.9998e+04	2.3081e-01	2.4686e-01	2.4865e-01	2.1723e-03	1.7788e-03	3.6550e-04	1.6178e-04	4.1064e-06	2.2937e-09	5.0001e-01	
2.3193e-05	1.1730e+03	9.9998e+04	2.3081e-01	2.4645e-01	2.4847e-01	2.4553e-03	2.0077e-03	4.1266e-04	1.8284e-04	4.5916e-06	2.6270e-09	5.0001e-01	
2.3462e-05	1.1730e+03	9.9998e+04	2.3081e-01	2.4599e-01	2.4828e-01	2.7745e-03	2.2651e-03	4.6577e-04	2.0660e-04	5.1269e-06	3.0107e-09	5.0001e-01	
2.3731e-05	1.1730e+03	9.9997e+04	2.3081e-01	2.4548e-01	2.4806e-01	3.1345e-03	2.5546e-03	5.2552e-04	2.3339e-04	5.7158e-06	3.4529e-09	5.0002e-01	
2.4000e-05	1.1730e+03	9.9996e+04	2.3081e-01	2.4489e-01	2.4780e-01	3.5403e-03	2.8797e-03	5.9270e-04	2.6357e-04	6.3617e-06	3.9624e-09	5.0002e-01	
2.4269e-05	1.1730e+03	9.9995e+04	2.3081e-01	2.4424e-01	2.4752e-01	3.9975e-03	3.2446e-03	6.6817e-04	2.9755e-04	7.0678e-06	4.5492e-09	5.0002e-01	
2.4538e-05	1.1730e+03	9.9994e+04	2.3081e-01	2.4350e-01	2.4721e-01	4.5121e-03	3.6536e-03	7.5288e-04	3.3577e-04	7.8369e-06	5.2247e-09	5.0003e-01	
2.4807e-05	1.1730e+03	9.9993e+04	2.3081e-01	2.4268e-01	2.4685e-01	5.0910e-03	4.1116e-03	8.4785e-04	3.7873e-04	8.6714e-06	6.0014e-09	5.0004e-01	
2.5076e-05	1.1730e+03	9.9991e+04	2.3081e-01	2.4175e-01	2.4645e-01	5.7417e-03	4.6237e-03	9.5421e-04	4.2694e-04	9.5730e-06	6.8931e-09	5.0004e-01	
2.5345e-05	1.1730e+03	9.9989e+04	2.3081e-01	2.4071e-01	2.4600e-01	6.4723e-03	5.1954e-03	1.0732e-03	4.8098e-04	1.0543e-05	7.9150e-09	5.0005e-01	
2.5614e-05	1.1730e+03	9.9987e+04	2.3081e-01	2.3955e-01	2.4550e-01	7.2916e-03	5.8328e-03	1.2060e-03	5.4147e-04	1.1582e-05	9.0831e-09	5.0007e-01	
2.5883e-05	1.1730e+03	9.9984e+04	2.3081e-01	2.3825e-01	2.4494e-01	8.2093e-03	6.5420e-03	1.3542e-03	6.0904e-04	1.2689e-05	1.0414e-08	5.0008e-01	
2.6152e-05	1.1730e+03	9.9980e+04	2.3081e-01	2.3680e-01	2.4432e-01	9.2356e-03	7.3296e-03	1.5191e-03	6.8440e-04	1.3863e-05	1.1926e-08	5.0010e-01	
2.6421e-05	1.1730e+03	9.9975e+04	2.3081e-01	2.3519e-01	2.4362e-01	1.0382e-02	8.2021e-03	1.7023e-03	7.6824e-04	1.5101e-05	1.3636e-08	5.0012e-01	
2.6690e-05	1.1730e+03	9.9970e+04	2.3081e-01	2.3339e-01	2.4285e-01	1.1659e-02	9.1664e-03	1.9054e-03	8.6127e-04	1.6401e-05	1.5560e-08	5.0015e-01	
2.6959e-05	1.1730e+03	9.9963e+04	2.3081e-01	2.3141e-01	2.4199e-01	1.3079e-02	1.0229e-02	2.1300e-03	9.6423e-04	1.7758e-05	1.7715e-08	5.0018e-01	
2.7228e-05	1.1730e+03	9.9955e+04	2.3081e-01	2.2921e-01	2.4104e-01	1.4655e-02	1.1397e-02	2.3777e-03	1.0778e-03	1.9168e-05	2.0113e-08	5.0022e-01	
2.7497e-05	1.1730e+03	9.9945e+04	2.3081e-01	2.2679e-01	2.3999e-01	1.6399e-02	1.2676e-02	2.6502e-03	1.2026e-03	2.0622e-05	2.2766e-08	5.0027e-01	
2.7684e-05	1.1730e+03	9.9937e+04	2.3081e-01	2.2496e-01	2.3920e-01	1.7721e-02	1.3637e-02	2.8557e-03	1.2966e-03	2.1664e-05	2.4768e-08	5.0031e-01	
2.7872e-05	1.1730e+03	9.9929e+04	2.3081e-01	2.2301e-01	2.3835e-01	1.9136e-02	1.4656e-02	3.0744e-03	1.3966e-03	2.2720e-05	2.6899e-08	5.0036e-01	
2.8059e-05	1.1730e+03	9.9919e+04	2.3081e-01	2.2093e-01	2.3745e-01	2.0646e-02	1.5734e-02	3.3069e-03	1.5026e-03	2.3798e-05	2.9158e-08	5.0041e-01	
2.8247e-05	1.1730e+03	9.9907e+04	2.3081e-01	2.1872e-01	2.3649e-01	2.2256e-02	1.6874e-02	3.5534e-03	1.6148e-03	2.4875e-05	3.1542e-08	5.0046e-01	
2.8435e-05	1.1730e+03	9.9895e+04	2.3081e-01	2.1638e-01	2.3548e-01	2.3969e-02	1.8074e-02	3.8145e-03	1.7332e-03	2.5972e-05	3.4047e-08	5.0053e-01	
2.8622e-05	1.1730e+03	9.9881e+04	2.3081e-01	2.1390e-01	2.3440e-01	2.5788e-02	1.9336e-02	4.0902e-03	1.8579e-03	2.7070e-05	3.6670e-08	5.0060e-01	
2.8810e-05	1.1730e+03	9.9865e+04	2.3081e-01	2.1128e-01	2.3327e-01	2.7716e-02	2.0659e-02	4.3808e-03	1.9888e-03	2.8182e-05	3.9402e-08	5.0068e-01	
2.8997e-05	1.1730e+03	9.9847e+04	2.3081e-01	2.0853e-01	2.3207e-01	2.9756e-02	2.2043e-02	4.6865e-03	2.1259e-03	2.9279e-05	4.2236e-08	5.0076e-01	
2.9117e-05	1.1730e+03	9.9835e+04	2.3081e-01	2.0669e-01	2.3127e-01	3.1116e-02	2.2957e-02	4.8895e-03	2.2165e-03	2.9992e-05	4.4093e-08	5.0082e-01	
2.9199e-05	1.1730e+03	9.9827e+04	2.3081e-01	2.0541e-01	2.3071e-01	3.2072e-02	2.3595e-02	5.0315e-03	2.2797e-03	3.0476e-05	4.5381e-08	5.0087e-01	
2.9281e-05	1.1730e+03	9.9817e+04	2.3081e-01	2.0410e-01	2.3014e-01	3.3049e-02	2.4243e-02	5.1763e-03	2.3440e-03	3.0955e-05	4.6683e-08	5.0092e-01	
2.9362e-05	1.1730e+03	9.9808e+04	2.3081e-01	2.0276e-01	2.2956e-01	3.4047e-02	2.4902e-02	5.3240e-03	2.4094e-03	3.1435e-05	4.8000e-08	5.0096e-01	
2.9444e-05	1.1730e+03	9.9798e+04	2.3081e-01	2.0140e-01	2.2897e-01	3.5067e-02	2.5571e-02	5.4744e-03	2.4758e-03	3.1916e-05	4.9329e-08	5.0101e-01	
2.9526e-05	1.1730e+03	9.9787e+04	2.3081e-01	2.0001e-01	2.2836e-01	3.6109e-02	2.6250e-02	5.6276e-03	2.5432e-03	3.2390e-05	5.0670e-08	5.0107e-01	
2.9608e-05	1.1730e+03	9.9776e+04	2.3081e-01	1.9860e-01	2.2774e-01	3.7172e-02	2.6940e-02	5.7835e-03	2.6116e-03	3.2866e-05	5.2021e-08	5.0112e-01	
2.9689e-05	1.1730e+03	9.9765e+04	2.3081e-01	1.9716e-01	2.2712e-01	3.8257e-02	2.7638e-02	5.9421e-03	2.6809e-03	3.3343e-05	5.3381e-08	5.0118e-01	
2.9771e-05	1.1730e+03	9.9753e+04	2.3081e-01	1.9569e-01	2.2648e-01	3.9363e-02	2.8346e-02	6.1033e-03	2.7512e-03	3.3814e-05	5.4749e-08	5.0124e-01	
2.9853e-05	1.1730e+03	9.9741e+04	2.3081e-01	1.9420e-01	2.2583e-01	4.0490e-02	2.9062e-02	6.2671e-03	2.8223e-03	3.4280e-05	5.6123e-08	5.0130e-01	
2.9935e-05	1.1730e+03	9.9728e+04	2.3081e-01	1.9269e-01	2.2516e-01	4.1639e-02	2.9787e-02	6.4334e-03	2.8942e-03	3.4748e-05	5.7502e-08	5.0136e-01	
3.0016e-05	1.1730e+03	9.9715e+04	2.3081e-01	1.9115e-01	2.2449e-01	4.2808e-02	3.0519e-02	6.6022e-03	2.9669e-03	3.5211e-05	5.8884e-08	5.0143e-01	
3.0098e-05	1.1730e+03	9.9701e+04	2.3081e-01	1.8958e-01	2.2381e-01	4.3998e-02	3.1259e-02	6.7735e-03	3.0404e-03	3.5674e-05	6.0269e-08	5.0150e-01	
3.0180e-05	1.1730e+03	9.9686e+04	2.3081e-01	1.8800e-01	2.2312e-01	4.5208e-02	3.2007e-02	6.9470e-03	3.1145e-03	3.6129e-05	6.1654e-08	5.0157e-01	
3.0262e-05	1.1730e+03	9.9671e+04	2.3081e-01	1.8639e-01	2.2241e-01	4.6438e-02	3.2760e-02	7.1228e-03	3.1893e-03	3.6583e-05	6.3038e-08	5.0165e-01	
3.0343e-05	1.1730e+03	9.9656e+04	2.3081e-01	1.8476e-01	2.2170e-01	4.7688e-02	3.3520e-02	7.3009e-03	3.2647e-03	3.7033e-05	6.4420e-08	5.0173e-01	
3.0425e-05	1.1730e+03	9.9640e+04	2.3081e-01	1.8311e-01	2.2098e-01	4.8957e-02	3.4285e-02	7.4810e-03	3.3406e-03	3.7477e-05	6.5797e-08	5.0181e-01	
3.0507e-05	1.1730e+03	9.9623e+04	2.3081e-01	1.8144e-01	2.2024e-01	5.0246e-02	3.5055e-02	7.6631e-03	3.4169e-03	3.7916e-05	6.7170e-08	5.0189e-01	
3.0589e-05	1.1730e+03	9.9606e+04	2.3081e-01	1.7976e-01	2.1950e-01	5.1552e-02	3.5830e-02	7.8471e-03	3.4937e-03	3.8354e-05	6.8535e-08	5.0198e-01	
3.0670e-05	1.1730e+03	9.9588e+04	2.3081e-01	1.7805e-01	2.1876e-01	5.2877e-02	3.6608e-02	8.0330e-03	3.5708e-03	3.8784e-05	6.9892e-08	5.0207e-01	
3.0752e-05	1.1730e+03	9.9569e+04	2.3081e-01	1.7632e-01	2.1800e-01	5.4220e-02	3.7390e-02	8.2205e-03	3.6481e-03	3.9211e-05	7.1239e-08	5.0216e-01	
3.0834e-05	1.1730e+03	9.9550e+04	2.3081e-01	1.7458e-01	2.1723e-01	5.5579e-02	3.8174e-02	8.4097e-03	3.7257e-03	3.9630e-05	7.2574e-08	5.0226e-01	
3.0915e-05	1.1730e+03	9.9530e+04	2.3081e-01	1.7282e-01	2.1646e-01	5.6955e-02	3.8960e-02	8.6003e-03	3.8035e-03	4.0046e-05	7.3897e-08	5.0236e-01	
3.0997e-05	1.1730e+03	9.9510e+04	2.3081e-01	1.7105e-01	2.1568e-01	5.8347e-02	3.9747e-02	8.7923e-03	3.8813e-03	4.0457e-05	7.5205e-08	5.0246e-01	
3.1079e-05	1.1730e+03	9.9489e+04	2.3081e-01	1.6926e-01	2.1489e-01	5.9754e-02	4.0535e-02	8.9855e-03	3.9592e-03	4.0860e-05	7.6498e-08	5.0257e-01	
3.1275e-05	1.1730e+03	9.9435e+04	2.3081e-01	1.6492e-01	2.1298e-01	6.3191e-02	4.2424e-02	9.4537e-03	4.1457e-03	4.1803e-05	7.9529e-08	5.0284e-01	
3.1471e-05	1.1730e+03	9.9378e+04	2.3081e-01	1.6052e-01	2.1104e-01	6.6703e-02	4.4303e-02	9.9265e-03	4.3310e-03	4.2709e-05	8.2444e-08	5.0313e-01	
3.1668e-05	1.1730e+03	9.9317e+04	2.3081e-01	1.5608e-01	2.0908e-01	7.0281e-02	4.6162e-02	1.0402e-02	4.5141e-03	4.3573e-05	8.5229e-08	5.0344e-01	
3.1864e-05	1.1730e+03	9.9251e+04	2.3081e-01	1.5161e-01	2.0710e-01	7.3915e-02	4.7992e-02	1.0879e-02	4.6941e-03	4.4394e-05	8.7869e-08	5.0377e-01	
3.2060e-05	1.1730e+03	9.9182e+04	2.3081e-01	1.4712e-01	2.0511e-01	7.7594e-02	4.9783e-02	1.1354e-02	4.8702e-03	4.5169e-05	9.0354e-08	5.0413e-01	
3.2256e-05	1.1730e+03	9.9108e+04	2.3081e-01	1.4264e-01	2.0312e-01	8.1307e-02	5.1526e-02	1.1826e-02	5.0413e-03	4.5899e-05	9.2673e-08	5.0450e-01	
3.2452e-05	1.1730e+03	9.9030e+04	2.3081e-01	1.3817e-01	2.0113e-01	8.5044e-02	5.3213e-02	1.2293e-02	5.2069e-03	4.6579e-05	9.4821e-08	5.0490e-01	
3.2649e-05	1.1730e+03	9.8949e+04	2.3081e-01	1.3374e-01	1.9915e-01	8.8794e-02	5.4836e-02	1.2753e-02	5.3662e-03	4.7212e-05	9.6794e-08	5.0531e-01	
3.2845e-05	1.1730e+03	9.8863e+04	2.3081e-01	1.2935e-01	1.9719e-01	9.2547e-02	5.6388e-02	1.3205e-02	5.5186e-03	4.7799e-05	9.8589e-08	5.0575e-01	
3.3041e-05	1.1730e+03	9.8774e+04	2.3081e-01	1.2503e-01	1.9526e-01	9.6292e-02	5.7862e-02	1.3646e-02	5.6636e-03	4.8334e-05	1.0021e-07	5.0621e-01	
3.3237e-05	1.1730e+03	9.8681e+04	2.3081e-01	1.2077e-01	1.9335e-01	1.0002e-01	5.9253e-02	1.4075e-02	5.8009e-03	4.8820e-05	1.0165e-07	5.0669e-01	
3.3433e-05	1.1730e+03	9.8584e+04	2.3081e-01	1.1660e-01	1.9147e-01	1.0372e-01	6.0556e-02	1.4491e-02	5.9300e-03	4.9257e-05	1.0293e-07	5.0718e-01	
3.3630e-05	1.1730e+03	9.8484e+04	2.3081e-01	1.1252e-01	1.8963e-01	1.0739e-01	6.1769e-02	1.4892e-02	6.0508e-03	4.9649e-05	1.0403e-07	5.0769e-01	
3.3826e-05	1.1730e+03	9.8382e+04	2.3081e-01	1.0855e-01	1.8783e-01	1.1102e-01	6.2888e-02	1.5277e-02	6.1632e-03	4.9993e-05	1.0499e-07	5.0823e-01	
3.4022e-05	1.1730e+03	9.8276e+04	2.3081e-01	1.0468e-01	1.8608e-01	1.1459e-01	6.3912e-02	1.5646e-02	6.2671e-03	5.0292e-05	1.0579e-07	5.0877e-01	
3.4218e-05	1.1730e+03	9.8168e+04	2.3081e-01	1.0092e-01	1.8438e-01	1.1812e-01	6.4840e-02	1.5997e-02	6.3626e-03	5.0544e-05	1.0645e-07	5.0933e-01	
3.4414e-05	1.1730e+03	9.8057e+04	2.3081e-01	9.7285e-02	1.8272e-01	1.2158e-01	6.5672e-02	1.6331e-02	6.4497e-03	5.0764e-05	1.0698e-07	5.0991e-01	
3.4611e-05	1.1730e+03	9.7944e+04	2.3081e-01	9.3770e-02	1.8112e-01	1.2498e-01	6.6408e-02	1.6645e-02	6.5288e-03	5.0937e-05	1.0739e-07	5.1050e-01	
