         z	         T	         p	         u	       rho	        H2	        O2	       H2O	         H	         O	        OH	       HO2	      H2O2	        N2	
1.1331e-03	1.0732e+03	1.0000e+05	8.7504e-02	2.8831e-01	1.3940e-05	1.4282e-01	2.8563e-01	1.3901e-06	1.2720e-05	1.0979e-04	1.5453e-08	2.0754e-11	5.7140e-01	
1.1777e-03	1.0732e+03	1.0000e+05	8.7504e-02	2.8831e-01	1.3478e-05	1.4283e-01	2.8563e-01	1.3229e-06	1.2306e-05	1.0799e-04	1.4707e-08	2.0030e-11	5.7141e-01	
1.2223e-03	1.0732e+03	1.0000e+05	8.7503e-02	2.8831e-01	1.3047e-05	1.4283e-01	2.8564e-01	1.2613e-06	1.1921e-05	1.0629e-04	1.4022e-08	1.9360e-11	5.7141e-01	
1.2669e-03	1.0732e+03	1.0000e+05	8.7503e-02	2.8831e-01	1.2647e-05	1.4283e-01	2.8564e-01	1.2049e-06	1.1562e-05	1.0468e-04	1.3396e-08	1.8739e-11	5.7141e-01	
1.3115e-03	1.0732e+03	1.0000e+05	8.7503e-02	2.8831e-01	1.2273e-05	1.4283e-01	2.8564e-01	1.1528e-06	1.1227e-05	1.0315e-04	1.2817e-08	1.8161e-11	5.7141e-01	
1.3561e-03	1.0732e+03	1.0000e+05	8.7503e-02	2.8831e-01	1.1922e-05	1.4283e-01	2.8564e-01	1.1048e-06	1.0912e-05	1.0169e-04	1.2284e-08	1.7622e-11	5.7141e-01	
1.4007e-03	1.0732e+03	1.0000e+05	8.7503e-02	2.8831e-01	1.1594e-05	1.4283e-01	2.8564e-01	1.0603e-06	1.0617e-05	1.0031e-04	1.1789e-08	1.7117e-11	5.7141e-01	
1.4453e-03	1.0732e+03	1.0000e+05	8.7503e-02	2.8831e-01	1.1285e-05	1.4283e-01	2.8564e-01	1.0189e-06	1.0339e-05	9.8987e-05	1.1330e-08	1.6644e-11	5.7141e-01	
1.5125e-03	1.0732e+03	1.0000e+05	8.7503e-02	2.8831e-01	1.0852e-05	1.4283e-01	2.8564e-01	9.6199e-07	9.9496e-06	9.7107e-05	1.0697e-08	1.5984e-11	5.7141e-01	
1.5797e-03	1.0732e+03	1.0000e+05	8.7503e-02	2.8831e-01	1.0456e-05	1.4283e-01	2.8565e-01	9.1066e-07	9.5922e-06	9.5347e-05	1.0127e-08	1.5381e-11	5.7141e-01	
1.6469e-03	1.0732e+03	1.0000e+05	8.7503e-02	2.8831e-01	1.0090e-05	1.4283e-01	2.8565e-01	8.6412e-07	9.2624e-06	9.3694e-05	9.6098e-09	1.4827e-11	5.7141e-01	
1.7141e-03	1.0732e+03	1.0000e+05	8.7503e-02	2.8831e-01	9.7519e-06	1.4283e-01	2.8565e-01	8.2179e-07	8.9571e-06	9.2138e-05	9.1394e-09	1.4316e-11	5.7141e-01	
1.7813e-03	1.0732e+03	1.0000e+05	8.7503e-02	2.8831e-01	9.4385e-06	1.4283e-01	2.8565e-01	7.8313e-07	8.6737e-06	9.0668e-05	8.7097e-09	1.3843e-11	5.7141e-01	
1.8484e-03	1.0732e+03	1.0000e+05	8.7503e-02	2.8831e-01	9.1469e-06	1.4283e-01	2.8565e-01	7.4767e-07	8.4099e-06	8.9279e-05	8.3156e-09	1.3405e-11	5.7141e-01	
1.9156e-03	1.0732e+03	1.0000e+05	8.7503e-02	2.8832e-01	8.8748e-06	1.4283e-01	2.8565e-01	7.1509e-07	8.1635e-06	8.7963e-05	7.9535e-09	1.2996e-11	5.7141e-01	
1.9828e-03	1.0732e+03	1.0000e+05	8.7503e-02	2.8832e-01	8.6205e-06	1.4283e-01	2.8565e-01	6.8506e-07	7.9331e-06	8.6713e-05	7.6197e-09	1.2616e-11	5.7141e-01	
2.0500e-03	1.0732e+03	1.0000e+05	8.7503e-02	2.8832e-01	8.3822e-06	1.4283e-01	2.8565e-01	6.5726e-07	7.7170e-06	8.5523e-05	7.3107e-09	1.2259e-11	5.7141e-01	
2.1172e-03	1.0732e+03	1.0000e+05	8.7503e-02	2.8832e-01	8.1582e-06	1.4283e-01	2.8566e-01	6.3149e-07	7.5137e-06	8.4390e-05	7.0242e-09	1.1925e-11	5.7141e-01	
2.2213e-03	1.0732e+03	1.0000e+05	8.7503e-02	2.8832e-01	7.8369e-06	1.4283e-01	2.8566e-01	5.9510e-07	7.2215e-06	8.2735e-05	6.6197e-09	1.1446e-11	5.7141e-01	
2.3254e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	7.5432e-06	1.4283e-01	2.8566e-01	5.6240e-07	6.9545e-06	8.1190e-05	6.2562e-09	1.1009e-11	5.7141e-01	
2.4295e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	7.2731e-06	1.4283e-01	2.8566e-01	5.3288e-07	6.7090e-06	7.9743e-05	5.9279e-09	1.0609e-11	5.7141e-01	
2.5336e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	7.0239e-06	1.4283e-01	2.8566e-01	5.0609e-07	6.4821e-06	7.8384e-05	5.6301e-09	1.0240e-11	5.7141e-01	
2.6378e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	6.7940e-06	1.4283e-01	2.8566e-01	4.8182e-07	6.2724e-06	7.7105e-05	5.3602e-09	9.9000e-12	5.7141e-01	
2.7419e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	6.5805e-06	1.4283e-01	2.8566e-01	4.5941e-07	6.0776e-06	7.5898e-05	5.1111e-09	9.5841e-12	5.7141e-01	
2.8460e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	6.3812e-06	1.4284e-01	2.8566e-01	4.3908e-07	5.8957e-06	7.4757e-05	4.8850e-09	9.2916e-12	5.7141e-01	
2.9501e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	6.1956e-06	1.4284e-01	2.8566e-01	4.2040e-07	5.7267e-06	7.3675e-05	4.6774e-09	9.0195e-12	5.7141e-01	
3.0542e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	6.0221e-06	1.4284e-01	2.8566e-01	4.0287e-07	5.5684e-06	7.2647e-05	4.4824e-09	8.7622e-12	5.7141e-01	
3.1583e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	5.8593e-06	1.4284e-01	2.8567e-01	3.8692e-07	5.4185e-06	7.1670e-05	4.3050e-09	8.5212e-12	5.7141e-01	
3.2624e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	5.7071e-06	1.4284e-01	2.8567e-01	3.7222e-07	5.2789e-06	7.0736e-05	4.1416e-09	8.2995e-12	5.7142e-01	
3.3665e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	5.5626e-06	1.4284e-01	2.8567e-01	3.5804e-07	5.1481e-06	6.9848e-05	3.9839e-09	8.0904e-12	5.7142e-01	
3.4706e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	5.4259e-06	1.4284e-01	2.8567e-01	3.4529e-07	5.0226e-06	6.9000e-05	3.8420e-09	7.8882e-12	5.7142e-01	
3.5748e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	5.2987e-06	1.4284e-01	2.8567e-01	3.3359e-07	4.9048e-06	6.8184e-05	3.7120e-09	7.6957e-12	5.7142e-01	
3.6789e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	5.1768e-06	1.4284e-01	2.8567e-01	3.2193e-07	4.7936e-06	6.7405e-05	3.5823e-09	7.5197e-12	5.7142e-01	
3.7830e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	5.0607e-06	1.4284e-01	2.8567e-01	3.1135e-07	4.6874e-06	6.6659e-05	3.4646e-09	7.3556e-12	5.7142e-01	
3.8871e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	4.9509e-06	1.4284e-01	2.8567e-01	3.0166e-07	4.5876e-06	6.5940e-05	3.3568e-09	7.1931e-12	5.7142e-01	
3.9912e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	4.8474e-06	1.4284e-01	2.8567e-01	2.9198e-07	4.4930e-06	6.5248e-05	3.2491e-09	7.0291e-12	5.7142e-01	
4.0953e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	4.7481e-06	1.4284e-01	2.8567e-01	2.8301e-07	4.3995e-06	6.4585e-05	3.1494e-09	6.8839e-12	5.7142e-01	
4.1994e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	4.6544e-06	1.4284e-01	2.8567e-01	2.7524e-07	4.3119e-06	6.3942e-05	3.0630e-09	6.7721e-12	5.7142e-01	
4.3035e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	4.5632e-06	1.4284e-01	2.8567e-01	2.6691e-07	4.2308e-06	6.3324e-05	2.9703e-09	6.6358e-12	5.7142e-01	
4.3753e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	4.5027e-06	1.4284e-01	2.8567e-01	2.6176e-07	4.1753e-06	6.2912e-05	2.9130e-09	6.5329e-12	5.7142e-01	
4.4470e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	4.4450e-06	1.4284e-01	2.8567e-01	2.5683e-07	4.1223e-06	6.2507e-05	2.8581e-09	6.4510e-12	5.7142e-01	
4.5187e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	4.3893e-06	1.4284e-01	2.8567e-01	2.5164e-07	4.0712e-06	6.2111e-05	2.8004e-09	6.3926e-12	5.7142e-01	
4.5904e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	4.3334e-06	1.4284e-01	2.8567e-01	2.4724e-07	4.0193e-06	6.1728e-05	2.7515e-09	6.3149e-12	5.7142e-01	
4.6622e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	4.2804e-06	1.4284e-01	2.8567e-01	2.4281e-07	3.9707e-06	6.1352e-05	2.7022e-09	6.2099e-12	5.7142e-01	
4.7339e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	4.2285e-06	1.4284e-01	2.8567e-01	2.3841e-07	3.9237e-06	6.0983e-05	2.6533e-09	6.1259e-12	5.7142e-01	
4.8056e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	4.1783e-06	1.4284e-01	2.8567e-01	2.3448e-07	3.8766e-06	6.0623e-05	2.6095e-09	6.0937e-12	5.7142e-01	
4.8774e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	4.1306e-06	1.4284e-01	2.8567e-01	2.3028e-07	3.8314e-06	6.0271e-05	2.5628e-09	6.0579e-12	5.7142e-01	
4.9491e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	4.0832e-06	1.4284e-01	2.8567e-01	2.2606e-07	3.7889e-06	5.9923e-05	2.5159e-09	5.9282e-12	5.7142e-01	
5.0208e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	4.0349e-06	1.4284e-01	2.8567e-01	2.2254e-07	3.7468e-06	5.9586e-05	2.4767e-09	5.7506e-12	5.7142e-01	
5.0925e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	3.9888e-06	1.4284e-01	2.8568e-01	2.1887e-07	3.7038e-06	5.9262e-05	2.4360e-09	5.7149e-12	5.7142e-01	
5.1643e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	3.9474e-06	1.4284e-01	2.8568e-01	2.1508e-07	3.6624e-06	5.8936e-05	2.3937e-09	5.8652e-12	5.7142e-01	
5.2093e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	3.9202e-06	1.4284e-01	2.8568e-01	2.1304e-07	3.6392e-06	5.8732e-05	2.3710e-09	5.7308e-12	5.7142e-01	
5.2543e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	3.8937e-06	1.4284e-01	2.8568e-01	2.1089e-07	3.6147e-06	5.8534e-05	2.3472e-09	5.6587e-12	5.7142e-01	
5.2993e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	3.8673e-06	1.4284e-01	2.8568e-01	2.0904e-07	3.5898e-06	5.8341e-05	2.3265e-09	5.6797e-12	5.7142e-01	
5.3443e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	3.8421e-06	1.4284e-01	2.8568e-01	2.0664e-07	3.5679e-06	5.8144e-05	2.2999e-09	5.6547e-12	5.7142e-01	
5.3894e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	3.8165e-06	1.4284e-01	2.8568e-01	2.0471e-07	3.5435e-06	5.7956e-05	2.2784e-09	5.5249e-12	5.7142e-01	
5.4344e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	3.7912e-06	1.4284e-01	2.8568e-01	2.0273e-07	3.5206e-06	5.7769e-05	2.2564e-09	5.4617e-12	5.7142e-01	
5.4794e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	3.7666e-06	1.4284e-01	2.8568e-01	2.0077e-07	3.4982e-06	5.7582e-05	2.2346e-09	5.4588e-12	5.7142e-01	
5.5938e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	3.7060e-06	1.4284e-01	2.8568e-01	1.9598e-07	3.4421e-06	5.7120e-05	2.1812e-09	5.3682e-12	5.7142e-01	
5.7082e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	3.6471e-06	1.4284e-01	2.8568e-01	1.9141e-07	3.3882e-06	5.6671e-05	2.1304e-09	5.4556e-12	5.7142e-01	
5.8227e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	3.5910e-06	1.4284e-01	2.8568e-01	1.8702e-07	3.3363e-06	5.6235e-05	2.0815e-09	5.2907e-12	5.7142e-01	
5.9371e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	3.5368e-06	1.4284e-01	2.8568e-01	1.8282e-07	3.2862e-06	5.5811e-05	2.0349e-09	5.1212e-12	5.7142e-01	
6.1790e-03	1.0732e+03	1.0000e+05	8.7502e-02	2.8832e-01	3.4281e-06	1.4284e-01	2.8568e-01	1.7452e-07	3.1859e-06	5.4952e-05	1.9425e-09	4.9702e-12	5.7142e-01	
6.4210e-03	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	3.3271e-06	1.4284e-01	2.8568e-01	1.6690e-07	3.0924e-06	5.4141e-05	1.8577e-09	4.8072e-12	5.7142e-01	
6.6630e-03	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	3.2327e-06	1.4284e-01	2.8568e-01	1.5991e-07	3.0054e-06	5.3373e-05	1.7800e-09	4.6775e-12	5.7142e-01	
6.9050e-03	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	3.1444e-06	1.4284e-01	2.8568e-01	1.5346e-07	2.9239e-06	5.2645e-05	1.7082e-09	4.5611e-12	5.7142e-01	
7.1469e-03	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	3.0617e-06	1.4284e-01	2.8568e-01	1.4750e-07	2.8476e-06	5.1954e-05	1.6418e-09	4.4414e-12	5.7142e-01	
7.3889e-03	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	2.9842e-06	1.4284e-01	2.8568e-01	1.4196e-07	2.7759e-06	5.1295e-05	1.5803e-09	4.3254e-12	5.7142e-01	
7.8238e-03	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	2.8559e-06	1.4284e-01	2.8568e-01	1.3298e-07	2.6573e-06	5.0187e-05	1.4802e-09	4.1406e-12	5.7142e-01	
8.2586e-03	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	2.7397e-06	1.4284e-01	2.8568e-01	1.2498e-07	2.5498e-06	4.9163e-05	1.3913e-09	3.9757e-12	5.7142e-01	
8.6935e-03	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	2.6348e-06	1.4284e-01	2.8568e-01	1.1795e-07	2.4528e-06	4.8216e-05	1.3131e-09	3.8186e-12	5.7142e-01	
9.1284e-03	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	2.5391e-06	1.4284e-01	2.8568e-01	1.1157e-07	2.3640e-06	4.7337e-05	1.2420e-09	3.6763e-12	5.7142e-01	
9.5632e-03	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	2.4513e-06	1.4284e-01	2.8568e-01	1.0591e-07	2.2827e-06	4.6516e-05	1.1791e-09	3.5558e-12	5.7142e-01	
9.9981e-03	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	2.3705e-06	1.4284e-01	2.8569e-01	1.0075e-07	2.2081e-06	4.5747e-05	1.1216e-09	3.4421e-12	5.7142e-01	
1.0433e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	2.2958e-06	1.4284e-01	2.8569e-01	9.6027e-08	2.1388e-06	4.5025e-05	1.0691e-09	3.3249e-12	5.7142e-01	
1.0868e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	2.2268e-06	1.4284e-01	2.8569e-01	9.1787e-08	2.0746e-06	4.4346e-05	1.0219e-09	3.2221e-12	5.7142e-01	
1.1303e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	2.1629e-06	1.4284e-01	2.8569e-01	8.7850e-08	2.0154e-06	4.3705e-05	9.7807e-10	3.1418e-12	5.7142e-01	
1.1738e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	2.1026e-06	1.4284e-01	2.8569e-01	8.4239e-08	1.9598e-06	4.3101e-05	9.3787e-10	3.0572e-12	5.7142e-01	
1.2172e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	2.0468e-06	1.4284e-01	2.8569e-01	8.0965e-08	1.9079e-06	4.2527e-05	9.0143e-10	2.9583e-12	5.7142e-01	
1.2607e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.9951e-06	1.4284e-01	2.8569e-01	7.7868e-08	1.8597e-06	4.1981e-05	8.6697e-10	2.8805e-12	5.7142e-01	
1.3042e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.9459e-06	1.4285e-01	2.8569e-01	7.5018e-08	1.8140e-06	4.1464e-05	8.3524e-10	2.8363e-12	5.7142e-01	
1.3477e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.8991e-06	1.4285e-01	2.8569e-01	7.2415e-08	1.7709e-06	4.0973e-05	8.0628e-10	2.7724e-12	5.7142e-01	
1.3912e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.8556e-06	1.4285e-01	2.8569e-01	6.9919e-08	1.7308e-06	4.0503e-05	7.7849e-10	2.6672e-12	5.7142e-01	
1.4347e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.8151e-06	1.4285e-01	2.8569e-01	6.7623e-08	1.6927e-06	4.0052e-05	7.5293e-10	2.6014e-12	5.7142e-01	
1.4782e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.7767e-06	1.4285e-01	2.8569e-01	6.5514e-08	1.6564e-06	3.9622e-05	7.2946e-10	2.6136e-12	5.7142e-01	
1.5216e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.7392e-06	1.4285e-01	2.8569e-01	6.3456e-08	1.6222e-06	3.9213e-05	7.0655e-10	2.5748e-12	5.7142e-01	
1.5651e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.7032e-06	1.4285e-01	2.8569e-01	6.1561e-08	1.5898e-06	3.8821e-05	6.8546e-10	2.4113e-12	5.7142e-01	
1.6086e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.6708e-06	1.4285e-01	2.8569e-01	5.9817e-08	1.5592e-06	3.8441e-05	6.6605e-10	2.3280e-12	5.7142e-01	
1.6521e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.6400e-06	1.4285e-01	2.8569e-01	5.8121e-08	1.5297e-06	3.8076e-05	6.4716e-10	2.3979e-12	5.7142e-01	
1.6956e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.6094e-06	1.4285e-01	2.8569e-01	5.6539e-08	1.5014e-06	3.7728e-05	6.2955e-10	2.4229e-12	5.7142e-01	
1.7391e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.5795e-06	1.4285e-01	2.8569e-01	5.5037e-08	1.4752e-06	3.7394e-05	6.1284e-10	2.2050e-12	5.7142e-01	
1.7826e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.5522e-06	1.4285e-01	2.8569e-01	5.3588e-08	1.4499e-06	3.7069e-05	5.9671e-10	2.0459e-12	5.7142e-01	
1.8261e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.5275e-06	1.4285e-01	2.8569e-01	5.2281e-08	1.4253e-06	3.6754e-05	5.8216e-10	2.2356e-12	5.7142e-01	
1.8695e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.5038e-06	1.4285e-01	2.8569e-01	5.1013e-08	1.4018e-06	3.6450e-05	5.6804e-10	2.4569e-12	5.7142e-01	
1.9130e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.4776e-06	1.4285e-01	2.8569e-01	4.9758e-08	1.3797e-06	3.6162e-05	5.5407e-10	2.0847e-12	5.7142e-01	
1.9434e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.4613e-06	1.4285e-01	2.8569e-01	4.8971e-08	1.3646e-06	3.5965e-05	5.4531e-10	2.0238e-12	5.7142e-01	
1.9738e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.4467e-06	1.4285e-01	2.8569e-01	4.8194e-08	1.3500e-06	3.5769e-05	5.3666e-10	2.2030e-12	5.7142e-01	
2.0042e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.4321e-06	1.4285e-01	2.8569e-01	4.7397e-08	1.3355e-06	3.5580e-05	5.2779e-10	2.1885e-12	5.7142e-01	
2.0345e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.4158e-06	1.4285e-01	2.8569e-01	4.6723e-08	1.3216e-06	3.5397e-05	5.2029e-10	1.7330e-12	5.7142e-01	
2.0649e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.4009e-06	1.4285e-01	2.8569e-01	4.5978e-08	1.3084e-06	3.5218e-05	5.1199e-10	1.8953e-12	5.7142e-01	
2.0953e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.3877e-06	1.4285e-01	2.8569e-01	4.5303e-08	1.2954e-06	3.5039e-05	5.0448e-10	2.2218e-12	5.7142e-01	
2.1257e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.3758e-06	1.4285e-01	2.8569e-01	4.4654e-08	1.2824e-06	3.4863e-05	4.9726e-10	1.9297e-12	5.7142e-01	
2.1561e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.3618e-06	1.4285e-01	2.8569e-01	4.3995e-08	1.2701e-06	3.4696e-05	4.8992e-10	1.2043e-12	5.7142e-01	
2.1864e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.3472e-06	1.4285e-01	2.8569e-01	4.3355e-08	1.2580e-06	3.4533e-05	4.8280e-10	1.8047e-12	5.7142e-01	
2.2168e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.3344e-06	1.4285e-01	2.8569e-01	4.2789e-08	1.2465e-06	3.4371e-05	4.7649e-10	3.3951e-12	5.7142e-01	
2.2472e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.3230e-06	1.4285e-01	2.8569e-01	4.2170e-08	1.2349e-06	3.4210e-05	4.6960e-10	2.2784e-12	5.7142e-01	
2.2776e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.3116e-06	1.4285e-01	2.8569e-01	4.1600e-08	1.2232e-06	3.4054e-05	4.6325e-10	-1.1068e-12	5.7142e-01	
2.3079e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.2986e-06	1.4285e-01	2.8569e-01	4.1058e-08	1.2127e-06	3.3904e-05	4.5722e-10	-1.6862e-13	5.7142e-01	
2.3383e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.2864e-06	1.4285e-01	2.8569e-01	4.0487e-08	1.2021e-06	3.3756e-05	4.5086e-10	3.1499e-12	5.7142e-01	
2.3687e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.2764e-06	1.4285e-01	2.8569e-01	3.9984e-08	1.1917e-06	3.3607e-05	4.4527e-10	2.1615e-12	5.7142e-01	
2.3991e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.2661e-06	1.4285e-01	2.8569e-01	3.9469e-08	1.1815e-06	3.3462e-05	4.3953e-10	1.4988e-13	5.7142e-01	
2.4295e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.2546e-06	1.4285e-01	2.8569e-01	3.8969e-08	1.1715e-06	3.3323e-05	4.3397e-10	2.0149e-12	5.7142e-01	
2.4598e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.2425e-06	1.4285e-01	2.8569e-01	3.8488e-08	1.1620e-06	3.3188e-05	4.2861e-10	6.8828e-12	5.7142e-01	
2.4902e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.2327e-06	1.4285e-01	2.8569e-01	3.7999e-08	1.1526e-06	3.3051e-05	4.2317e-10	4.3026e-12	5.7142e-01	
2.5206e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.2245e-06	1.4285e-01	2.8569e-01	3.7567e-08	1.1432e-06	3.2915e-05	4.1836e-10	-6.5260e-13	5.7142e-01	
2.5510e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.2146e-06	1.4285e-01	2.8569e-01	3.7114e-08	1.1340e-06	3.2784e-05	4.1332e-10	1.3552e-12	5.7142e-01	
2.5813e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.2050e-06	1.4285e-01	2.8569e-01	3.6680e-08	1.1252e-06	3.2656e-05	4.0849e-10	1.9281e-12	5.7142e-01	
2.6117e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.1957e-06	1.4285e-01	2.8569e-01	3.6289e-08	1.1170e-06	3.2529e-05	4.0413e-10	-4.7787e-12	5.7142e-01	
2.6421e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.1874e-06	1.4285e-01	2.8569e-01	3.5834e-08	1.1076e-06	3.2405e-05	3.9906e-10	9.7104e-13	5.7142e-01	
2.6725e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.1777e-06	1.4285e-01	2.8569e-01	3.5445e-08	1.0997e-06	3.2284e-05	3.9474e-10	3.9459e-12	5.7142e-01	
2.7029e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.1684e-06	1.4285e-01	2.8569e-01	3.5050e-08	1.0916e-06	3.2166e-05	3.9034e-10	1.5969e-12	5.7142e-01	
2.7332e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.1601e-06	1.4285e-01	2.8569e-01	3.4670e-08	1.0836e-06	3.2048e-05	3.8611e-10	9.5760e-13	5.7142e-01	
2.7636e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.1520e-06	1.4285e-01	2.8569e-01	3.4295e-08	1.0758e-06	3.1932e-05	3.8194e-10	1.8696e-12	5.7142e-01	
