         z	         T	         p	         u	       rho	        H2	        O2	       H2O	         H	         O	        OH	       HO2	      H2O2	        N2	
0.0000e+00	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.5000e-01	2.5000e-01	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	5.0000e-01	
5.7712e-11	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.5000e-01	2.5000e-01	0.0000e+00	1.1219e-13	6.7856e-22	2.5574e-12	1.1219e-13	0.0000e+00	5.0000e-01	
6.4999e-09	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.5000e-01	2.5000e-01	7.2719e-11	8.7106e-11	1.1182e-12	2.1653e-10	9.7675e-12	6.1900e-17	5.0000e-01	
1.8860e-08	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.5000e-01	2.5000e-01	2.1225e-10	2.5402e-10	3.2637e-12	6.2714e-10	2.8293e-11	1.8065e-16	5.0000e-01	
3.1220e-08	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.5000e-01	2.5000e-01	7.0265e-10	7.7216e-10	1.6752e-11	6.9998e-10	3.5131e-11	6.2064e-16	5.0000e-01	
6.8117e-08	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.5000e-01	2.5000e-01	2.2180e-09	2.2957e-09	1.1982e-10	9.7452e-10	6.7425e-11	2.5055e-15	5.0000e-01	
1.0501e-07	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.5000e-01	2.5000e-01	4.4632e-09	4.4839e-09	3.0064e-10	6.4737e-10	8.7041e-11	5.5424e-15	5.0000e-01	
1.4191e-07	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.5000e-01	2.5000e-01	6.3215e-09	6.1776e-09	5.6400e-10	9.6986e-10	1.3159e-10	9.7146e-15	5.0000e-01	
1.7881e-07	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.5000e-01	2.5000e-01	8.5020e-09	8.1383e-09	8.8500e-10	1.2175e-09	1.7378e-10	1.5307e-14	5.0000e-01	
2.5064e-07	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.5000e-01	2.5000e-01	1.3805e-08	1.2849e-08	1.6686e-09	1.5532e-09	2.6170e-10	3.0971e-14	5.0000e-01	
3.2247e-07	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.5000e-01	2.5000e-01	2.0118e-08	1.8318e-08	2.6897e-09	1.9511e-09	3.6456e-10	5.2366e-14	5.0000e-01	
3.9429e-07	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.5000e-01	2.5000e-01	2.8275e-08	2.5366e-08	3.9478e-09	2.3995e-09	4.9399e-10	8.2970e-14	5.0000e-01	
5.0519e-07	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.5000e-01	2.5000e-01	4.4397e-08	3.9151e-08	6.4627e-09	3.3080e-09	7.4902e-10	1.4899e-13	5.0000e-01	
6.1608e-07	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.5000e-01	2.5000e-01	6.8047e-08	5.9219e-08	1.0107e-08	4.6412e-09	1.1212e-09	2.5439e-13	5.0000e-01	
7.2697e-07	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.5000e-01	2.5000e-01	9.9497e-08	8.5778e-08	1.4936e-08	6.4388e-09	1.6130e-09	4.0032e-13	5.0000e-01	
8.3787e-07	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.5000e-01	2.5000e-01	1.4329e-07	1.2260e-07	2.1660e-08	8.8552e-09	2.2954e-09	6.1091e-13	5.0000e-01	
9.4876e-07	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.5000e-01	2.5000e-01	2.0393e-07	1.7344e-07	3.0949e-08	1.2284e-08	3.2372e-09	9.0985e-13	5.0000e-01	
1.0597e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.5000e-01	2.5000e-01	2.8957e-07	2.4512e-07	4.4022e-08	1.7059e-08	4.5647e-09	1.3392e-12	5.0000e-01	
1.1705e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.5000e-01	2.5000e-01	4.0678e-07	3.4308e-07	6.1890e-08	2.3605e-08	6.3790e-09	1.9334e-12	5.0000e-01	
1.2387e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.5000e-01	2.5000e-01	5.0014e-07	4.2103e-07	7.6108e-08	2.8824e-08	7.8227e-09	2.4101e-12	5.0000e-01	
1.3068e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.5000e-01	2.5000e-01	6.1291e-07	5.1515e-07	9.3274e-08	3.5125e-08	9.5657e-09	2.9882e-12	5.0000e-01	
1.3749e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.5000e-01	2.5000e-01	7.5108e-07	6.3040e-07	1.1430e-07	4.2807e-08	1.1700e-08	3.6997e-12	5.0000e-01	
1.4431e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.5000e-01	2.5000e-01	9.1949e-07	7.7084e-07	1.3992e-07	5.2209e-08	1.4301e-08	4.5696e-12	5.0000e-01	
1.5112e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.5000e-01	2.5000e-01	1.1260e-06	9.4300e-07	1.7133e-07	6.3709e-08	1.7489e-08	5.6396e-12	5.0000e-01	
1.5793e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.5000e-01	2.5000e-01	1.3752e-06	1.1507e-06	2.0922e-07	7.7624e-08	2.1335e-08	6.9337e-12	5.0000e-01	
1.6474e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.5000e-01	2.5000e-01	1.6804e-06	1.4050e-06	2.5562e-07	9.4555e-08	2.6043e-08	8.5227e-12	5.0000e-01	
1.7156e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.5000e-01	2.5000e-01	2.0525e-06	1.7150e-06	3.1216e-07	1.1531e-07	3.1780e-08	1.0464e-11	5.0000e-01	
1.7837e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.5000e-01	2.5000e-01	2.5060e-06	2.0927e-06	3.8108e-07	1.4057e-07	3.8772e-08	1.2837e-11	5.0000e-01	
1.8262e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.5000e-01	2.5000e-01	2.8409e-06	2.3716e-06	4.3195e-07	1.5922e-07	4.3932e-08	1.4593e-11	5.0000e-01	
1.8688e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.5000e-01	2.5000e-01	3.2161e-06	2.6841e-06	4.8895e-07	1.8016e-07	4.9713e-08	1.6562e-11	5.0000e-01	
1.9113e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4999e-01	2.5000e-01	3.6414e-06	3.0382e-06	5.5354e-07	2.0378e-07	5.6264e-08	1.8798e-11	5.0000e-01	
1.9538e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4999e-01	2.5000e-01	4.1224e-06	3.4387e-06	6.2660e-07	2.3058e-07	6.3672e-08	2.1332e-11	5.0000e-01	
1.9963e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4999e-01	2.5000e-01	4.6666e-06	3.8917e-06	7.0926e-07	2.6089e-07	7.2050e-08	2.4204e-11	5.0000e-01	
2.0389e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4999e-01	2.5000e-01	5.2824e-06	4.4043e-06	8.0277e-07	2.9518e-07	8.1527e-08	2.7461e-11	5.0000e-01	
2.0814e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4999e-01	2.5000e-01	5.9802e-06	4.9851e-06	9.0872e-07	3.3403e-07	9.2262e-08	3.1160e-11	5.0000e-01	
2.1239e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4999e-01	2.5000e-01	6.7675e-06	5.6403e-06	1.0282e-06	3.7789e-07	1.0437e-07	3.5343e-11	5.0000e-01	
2.1665e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4999e-01	2.5000e-01	7.6594e-06	6.3824e-06	1.1636e-06	4.2751e-07	1.1808e-07	4.0096e-11	5.0000e-01	
2.2090e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4999e-01	2.4999e-01	8.6686e-06	7.2220e-06	1.3168e-06	4.8372e-07	1.3358e-07	4.5491e-11	5.0000e-01	
2.2515e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4999e-01	2.4999e-01	9.8103e-06	8.1718e-06	1.4901e-06	5.4731e-07	1.5111e-07	5.1617e-11	5.0000e-01	
2.2940e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4998e-01	2.4999e-01	1.1102e-05	9.2463e-06	1.6861e-06	6.1925e-07	1.7093e-07	5.8574e-11	5.0000e-01	
2.3366e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4998e-01	2.4999e-01	1.2564e-05	1.0462e-05	1.9078e-06	7.0066e-07	1.9335e-07	6.6480e-11	5.0000e-01	
2.3791e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4998e-01	2.4999e-01	1.4218e-05	1.1837e-05	2.1587e-06	7.9277e-07	2.1868e-07	7.5469e-11	5.0000e-01	
2.4216e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4998e-01	2.4999e-01	1.6089e-05	1.3392e-05	2.4425e-06	8.9701e-07	2.4733e-07	8.5695e-11	5.0000e-01	
2.4486e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4997e-01	2.4999e-01	1.7403e-05	1.4484e-05	2.6417e-06	9.7024e-07	2.6742e-07	9.2915e-11	5.0000e-01	
2.4755e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4997e-01	2.4999e-01	1.8820e-05	1.5662e-05	2.8565e-06	1.0492e-06	2.8909e-07	1.0073e-10	5.0000e-01	
2.5025e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4997e-01	2.4999e-01	2.0354e-05	1.6936e-05	3.0889e-06	1.1346e-06	3.1250e-07	1.0922e-10	5.0000e-01	
2.5430e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4997e-01	2.4999e-01	2.2897e-05	1.9048e-05	3.4742e-06	1.2764e-06	3.5130e-07	1.2339e-10	5.0000e-01	
2.5835e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4996e-01	2.4998e-01	2.5756e-05	2.1422e-05	3.9074e-06	1.4357e-06	3.9486e-07	1.3945e-10	5.0000e-01	
2.6240e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4996e-01	2.4998e-01	2.8971e-05	2.4091e-05	4.3942e-06	1.6150e-06	4.4377e-07	1.5767e-10	5.0000e-01	
2.6645e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4995e-01	2.4998e-01	3.2590e-05	2.7093e-05	4.9420e-06	1.8167e-06	4.9872e-07	1.7837e-10	5.0000e-01	
2.7050e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4995e-01	2.4998e-01	3.6661e-05	3.0468e-05	5.5577e-06	2.0438e-06	5.6040e-07	2.0191e-10	5.0000e-01	
2.7455e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4994e-01	2.4997e-01	4.1239e-05	3.4263e-05	6.2500e-06	2.2991e-06	6.2963e-07	2.2871e-10	5.0000e-01	
2.7860e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4993e-01	2.4997e-01	4.6389e-05	3.8529e-05	7.0284e-06	2.5865e-06	7.0732e-07	2.5926e-10	5.0000e-01	
2.8265e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4992e-01	2.4997e-01	5.2184e-05	4.3325e-05	7.9035e-06	2.9099e-06	7.9447e-07	2.9413e-10	5.0000e-01	
2.8670e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4992e-01	2.4996e-01	5.8702e-05	4.8717e-05	8.8873e-06	3.2739e-06	8.9222e-07	3.3400e-10	5.0000e-01	
2.9075e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4990e-01	2.4996e-01	6.6036e-05	5.4779e-05	9.9933e-06	3.6836e-06	1.0018e-06	3.7964e-10	5.0000e-01	
2.9480e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4989e-01	2.4995e-01	7.4288e-05	6.1592e-05	1.1237e-05	4.1447e-06	1.1246e-06	4.3200e-10	5.0000e-01	
2.9885e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4988e-01	2.4995e-01	8.3573e-05	6.9251e-05	1.2634e-05	4.6638e-06	1.2622e-06	4.9217e-10	5.0000e-01	
3.0290e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4986e-01	2.4994e-01	9.4020e-05	7.7859e-05	1.4205e-05	5.2482e-06	1.4163e-06	5.6144e-10	5.0000e-01	
3.0695e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4985e-01	2.4994e-01	1.0578e-04	8.7532e-05	1.5970e-05	5.9063e-06	1.5887e-06	6.4136e-10	5.0000e-01	
3.1100e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4983e-01	2.4993e-01	1.1901e-04	9.8403e-05	1.7954e-05	6.6473e-06	1.7815e-06	7.3375e-10	5.0000e-01	
3.1505e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4981e-01	2.4992e-01	1.3390e-04	1.1062e-04	2.0183e-05	7.4819e-06	1.9970e-06	8.4080e-10	5.0000e-01	
3.1910e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4978e-01	2.4991e-01	1.5065e-04	1.2434e-04	2.2688e-05	8.4220e-06	2.2377e-06	9.6510e-10	5.0000e-01	
3.2315e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4976e-01	2.4990e-01	1.6952e-04	1.3976e-04	2.5501e-05	9.4812e-06	2.5062e-06	1.1098e-09	5.0000e-01	
3.2720e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4972e-01	2.4988e-01	1.9075e-04	1.5707e-04	2.8662e-05	1.0675e-05	2.8056e-06	1.2785e-09	5.0000e-01	
3.3125e-06	1.0732e+03	1.0000e+05	1.0000e-01	2.5228e-01	2.4969e-01	2.4987e-01	2.1466e-04	1.7652e-04	3.2212e-05	1.2020e-05	3.1390e-06	1.4758e-09	5.0000e-01	
3.3530e-06	1.0732e+03	1.0000e+05	9.9999e-02	2.5228e-01	2.4965e-01	2.4985e-01	2.4159e-04	1.9836e-04	3.6198e-05	1.3536e-05	3.5099e-06	1.7071e-09	5.0000e-01	
3.3935e-06	1.0732e+03	1.0000e+05	9.9999e-02	2.5229e-01	2.4961e-01	2.4983e-01	2.7190e-04	2.2287e-04	4.0673e-05	1.5246e-05	3.9219e-06	1.9785e-09	5.0000e-01	
3.4340e-06	1.0732e+03	1.0000e+05	9.9999e-02	2.5229e-01	2.4956e-01	2.4981e-01	3.0604e-04	2.5038e-04	4.5696e-05	1.7174e-05	4.3790e-06	2.2975e-09	5.0000e-01	
3.4745e-06	1.0732e+03	1.0000e+05	9.9999e-02	2.5229e-01	2.4950e-01	2.4979e-01	3.4449e-04	2.8126e-04	5.1334e-05	1.9348e-05	4.8852e-06	2.6737e-09	5.0000e-01	
3.5150e-06	1.0732e+03	1.0000e+05	9.9999e-02	2.5229e-01	2.4944e-01	2.4976e-01	3.8781e-04	3.1589e-04	5.7659e-05	2.1802e-05	5.4449e-06	3.1178e-09	5.0000e-01	
3.5555e-06	1.0732e+03	1.0000e+05	9.9999e-02	2.5229e-01	2.4937e-01	2.4973e-01	4.3662e-04	3.5474e-04	6.4753e-05	2.4571e-05	6.0625e-06	3.6426e-09	5.0001e-01	
3.5960e-06	1.0732e+03	1.0000e+05	9.9999e-02	2.5229e-01	2.4930e-01	2.4970e-01	4.9162e-04	3.9829e-04	7.2708e-05	2.7696e-05	6.7426e-06	4.2637e-09	5.0001e-01	
3.6365e-06	1.0732e+03	1.0000e+05	9.9998e-02	2.5229e-01	2.4921e-01	2.4966e-01	5.5360e-04	4.4710e-04	8.1624e-05	3.1224e-05	7.4896e-06	4.9990e-09	5.0001e-01	
3.6770e-06	1.0732e+03	1.0000e+05	9.9998e-02	2.5229e-01	2.4911e-01	2.4962e-01	6.2347e-04	5.0178e-04	9.1616e-05	3.5209e-05	8.3081e-06	5.8702e-09	5.0001e-01	
3.7175e-06	1.0732e+03	1.0000e+05	9.9998e-02	2.5229e-01	2.4900e-01	2.4957e-01	7.0224e-04	5.6302e-04	1.0281e-04	3.9708e-05	9.2024e-06	6.9022e-09	5.0001e-01	
3.7580e-06	1.0732e+03	1.0000e+05	9.9997e-02	2.5229e-01	2.4887e-01	2.4952e-01	7.9105e-04	6.3156e-04	1.1533e-04	4.4790e-05	1.0177e-05	8.1243e-09	5.0001e-01	
3.7985e-06	1.0732e+03	1.0000e+05	9.9997e-02	2.5229e-01	2.4873e-01	2.4946e-01	8.9119e-04	7.0825e-04	1.2935e-04	5.0530e-05	1.1234e-05	9.5703e-09	5.0002e-01	
3.8390e-06	1.0732e+03	1.0000e+05	9.9996e-02	2.5229e-01	2.4857e-01	2.4939e-01	1.0041e-03	7.9399e-04	1.4503e-04	5.7014e-05	1.2378e-05	1.1279e-08	5.0002e-01	
3.8795e-06	1.0732e+03	1.0000e+05	9.9995e-02	2.5230e-01	2.4840e-01	2.4932e-01	1.1315e-03	8.8981e-04	1.6255e-04	6.4338e-05	1.3611e-05	1.3295e-08	5.0002e-01	
3.9200e-06	1.0732e+03	1.0000e+05	9.9994e-02	2.5230e-01	2.4820e-01	2.4923e-01	1.2751e-03	9.9682e-04	1.8213e-04	7.2607e-05	1.4934e-05	1.5668e-08	5.0003e-01	
3.9605e-06	1.0732e+03	1.0000e+05	9.9993e-02	2.5230e-01	2.4797e-01	2.4914e-01	1.4372e-03	1.1162e-03	2.0398e-04	8.1943e-05	1.6348e-05	1.8454e-08	5.0003e-01	
4.0010e-06	1.0732e+03	1.0000e+05	9.9992e-02	2.5230e-01	2.4772e-01	2.4903e-01	1.6199e-03	1.2494e-03	2.2835e-04	9.2478e-05	1.7852e-05	2.1715e-08	5.0004e-01	
4.0415e-06	1.0732e+03	1.0000e+05	9.9990e-02	2.5231e-01	2.4744e-01	2.4891e-01	1.8259e-03	1.3978e-03	2.5551e-04	1.0436e-04	1.9444e-05	2.5517e-08	5.0005e-01	
4.0820e-06	1.0732e+03	1.0000e+05	9.9988e-02	2.5231e-01	2.4712e-01	2.4878e-01	2.0582e-03	1.5629e-03	2.8576e-04	1.1775e-04	2.1120e-05	2.9932e-08	5.0006e-01	
4.1225e-06	1.0732e+03	1.0000e+05	9.9986e-02	2.5232e-01	2.4676e-01	2.4863e-01	2.3199e-03	1.7466e-03	3.1941e-04	1.3283e-04	2.2876e-05	3.5037e-08	5.0007e-01	
4.1630e-06	1.0732e+03	1.0000e+05	9.9983e-02	2.5233e-01	2.4636e-01	2.4846e-01	2.6148e-03	1.9507e-03	3.5681e-04	1.4980e-04	2.4705e-05	4.0909e-08	5.0008e-01	
4.2035e-06	1.0732e+03	1.0000e+05	9.9980e-02	2.5233e-01	2.4592e-01	2.4827e-01	2.9469e-03	2.1773e-03	3.9834e-04	1.6886e-04	2.6602e-05	4.7631e-08	5.0010e-01	
4.2440e-06	1.0732e+03	1.0000e+05	9.9976e-02	2.5234e-01	2.4542e-01	2.4805e-01	3.3205e-03	2.4284e-03	4.4438e-04	1.9026e-04	2.8557e-05	5.5279e-08	5.0012e-01	
4.2845e-06	1.0732e+03	1.0000e+05	9.9972e-02	2.5236e-01	2.4485e-01	2.4782e-01	3.7407e-03	2.7064e-03	4.9539e-04	2.1423e-04	3.0561e-05	6.3929e-08	5.0014e-01	
4.3250e-06	1.0732e+03	1.0000e+05	9.9966e-02	2.5237e-01	2.4423e-01	2.4755e-01	4.2127e-03	3.0138e-03	5.5181e-04	2.4105e-04	3.2604e-05	7.3659e-08	5.0017e-01	
4.3655e-06	1.0732e+03	1.0000e+05	9.9960e-02	2.5239e-01	2.4353e-01	2.4725e-01	4.7425e-03	3.3532e-03	6.1413e-04	2.7099e-04	3.4678e-05	8.4523e-08	5.0020e-01	
4.4060e-06	1.0732e+03	1.0000e+05	9.9952e-02	2.5240e-01	2.4275e-01	2.4692e-01	5.3364e-03	3.7273e-03	6.8286e-04	3.0436e-04	3.6774e-05	9.6581e-08	5.0024e-01	
4.4465e-06	1.0732e+03	1.0000e+05	9.9943e-02	2.5243e-01	2.4188e-01	2.4655e-01	6.0012e-03	4.1391e-03	7.5856e-04	3.4148e-04	3.8879e-05	1.0987e-07	5.0029e-01	
4.4870e-06	1.0732e+03	1.0000e+05	9.9932e-02	2.5245e-01	2.4092e-01	2.4614e-01	6.7445e-03	4.5914e-03	8.4177e-04	3.8267e-04	4.0988e-05	1.2442e-07	5.0034e-01	
4.5275e-06	1.0732e+03	1.0000e+05	9.9920e-02	2.5248e-01	2.3985e-01	2.4569e-01	7.5741e-03	5.0874e-03	9.3307e-04	4.2827e-04	4.3093e-05	1.4024e-07	5.0040e-01	
4.5680e-06	1.0732e+03	1.0000e+05	9.9906e-02	2.5252e-01	2.3866e-01	2.4518e-01	8.4985e-03	5.6301e-03	1.0331e-03	4.7863e-04	4.5189e-05	1.5732e-07	5.0047e-01	
4.6085e-06	1.0732e+03	1.0000e+05	9.9890e-02	2.5256e-01	2.3735e-01	2.4463e-01	9.5266e-03	6.2224e-03	1.1423e-03	5.3410e-04	4.7270e-05	1.7563e-07	5.0055e-01	
4.6490e-06	1.0732e+03	1.0000e+05	9.9871e-02	2.5261e-01	2.3590e-01	2.4401e-01	1.0668e-02	6.8675e-03	1.2614e-03	5.9503e-04	4.9332e-05	1.9511e-07	5.0065e-01	
4.6895e-06	1.0732e+03	1.0000e+05	9.9849e-02	2.5266e-01	2.3431e-01	2.4333e-01	1.1931e-02	7.5680e-03	1.3909e-03	6.6178e-04	5.1376e-05	2.1570e-07	5.0076e-01	
4.7300e-06	1.0732e+03	1.0000e+05	9.9824e-02	2.5273e-01	2.3256e-01	2.4259e-01	1.3328e-02	8.3265e-03	1.5313e-03	7.3467e-04	5.3397e-05	2.3731e-07	5.0088e-01	
4.7705e-06	1.0732e+03	1.0000e+05	9.9796e-02	2.5280e-01	2.3064e-01	2.4177e-01	1.4867e-02	9.1452e-03	1.6831e-03	8.1402e-04	5.5404e-05	2.5982e-07	5.0102e-01	
4.7956e-06	1.0732e+03	1.0000e+05	9.9776e-02	2.5285e-01	2.2936e-01	2.4123e-01	1.5897e-02	9.6833e-03	1.7831e-03	8.6656e-04	5.6633e-05	2.7417e-07	5.0112e-01	
4.8117e-06	1.0732e+03	1.0000e+05	9.9763e-02	2.5288e-01	2.2851e-01	2.4087e-01	1.6586e-02	1.0040e-02	1.8493e-03	9.0149e-04	5.7417e-05	2.8346e-07	5.0119e-01	
4.8277e-06	1.0732e+03	1.0000e+05	9.9749e-02	2.5292e-01	2.2763e-01	2.4049e-01	1.7301e-02	1.0406e-02	1.9174e-03	9.3751e-04	5.8198e-05	2.9286e-07	5.0126e-01	
4.8437e-06	1.0732e+03	1.0000e+05	9.9734e-02	2.5296e-01	2.2672e-01	2.4011e-01	1.8042e-02	1.0782e-02	1.9874e-03	9.7464e-04	5.8976e-05	3.0234e-07	5.0133e-01	
4.8597e-06	1.0732e+03	1.0000e+05	9.9719e-02	2.5300e-01	2.2578e-01	2.3970e-01	1.8810e-02	1.1167e-02	2.0594e-03	1.0129e-03	5.9755e-05	3.1189e-07	5.0141e-01	
4.8757e-06	1.0732e+03	1.0000e+05	9.9702e-02	2.5304e-01	2.2480e-01	2.3929e-01	1.9605e-02	1.1563e-02	2.1332e-03	1.0523e-03	6.0528e-05	3.2152e-07	5.0149e-01	
4.8918e-06	1.0732e+03	1.0000e+05	9.9685e-02	2.5308e-01	2.2380e-01	2.3886e-01	2.0428e-02	1.1969e-02	2.2090e-03	1.0928e-03	6.1301e-05	3.3119e-07	5.0158e-01	
4.9162e-06	1.0732e+03	1.0000e+05	9.9658e-02	2.5315e-01	2.2221e-01	2.3818e-01	2.1737e-02	1.2605e-02	2.3282e-03	1.1567e-03	6.2475e-05	3.4601e-07	5.0172e-01	
4.9406e-06	1.0732e+03	1.0000e+05	9.9628e-02	2.5322e-01	2.2054e-01	2.3747e-01	2.3113e-02	1.3264e-02	2.4517e-03	1.2232e-03	6.3646e-05	3.6088e-07	5.0187e-01	
4.9650e-06	1.0732e+03	1.0000e+05	9.9597e-02	2.5331e-01	2.1880e-01	2.3673e-01	2.4560e-02	1.3945e-02	2.5797e-03	1.2924e-03	6.4816e-05	3.7578e-07	5.0203e-01	
4.9894e-06	1.0732e+03	1.0000e+05	9.9563e-02	2.5339e-01	2.1698e-01	2.3595e-01	2.6078e-02	1.4647e-02	2.7120e-03	1.3643e-03	6.5983e-05	3.9065e-07	5.0220e-01	
5.0138e-06	1.0732e+03	1.0000e+05	9.9526e-02	2.5348e-01	2.1508e-01	2.3514e-01	2.7670e-02	1.5370e-02	2.8485e-03	1.4388e-03	6.7150e-05	4.0545e-07	5.0238e-01	
5.0382e-06	1.0732e+03	1.0000e+05	9.9487e-02	2.5358e-01	2.1310e-01	2.3430e-01	2.9336e-02	1.6113e-02	2.9891e-03	1.5159e-03	6.8313e-05	4.2014e-07	5.0258e-01	
5.0626e-06	1.0732e+03	1.0000e+05	9.9446e-02	2.5369e-01	2.1105e-01	2.3342e-01	3.1078e-02	1.6873e-02	3.1337e-03	1.5955e-03	6.9480e-05	4.3468e-07	5.0279e-01	
5.0794e-06	1.0732e+03	1.0000e+05	9.9416e-02	2.5377e-01	2.0957e-01	2.3279e-01	3.2329e-02	1.7410e-02	3.2360e-03	1.6521e-03	7.0285e-05	4.4463e-07	5.0294e-01	
5.0963e-06	1.0732e+03	1.0000e+05	9.9384e-02	2.5385e-01	2.0806e-01	2.3214e-01	3.3617e-02	1.7954e-02	3.3400e-03	1.7098e-03	7.1091e-05	4.5448e-07	5.0310e-01	
5.1132e-06	1.0732e+03	1.0000e+05	9.9351e-02	2.5393e-01	2.0652e-01	2.3148e-01	3.4943e-02	1.8506e-02	3.4456e-03	1.7686e-03	7.1896e-05	4.6420e-07	5.0327e-01	
5.1301e-06	1.0732e+03	1.0000e+05	9.9317e-02	2.5402e-01	2.0493e-01	2.3080e-01	3.6306e-02	1.9064e-02	3.5528e-03	1.8285e-03	7.2701e-05	4.7380e-07	5.0344e-01	
5.1470e-06	1.0732e+03	1.0000e+05	9.9281e-02	2.5411e-01	2.0331e-01	2.3011e-01	3.7706e-02	1.9627e-02	3.6614e-03	1.8894e-03	7.3507e-05	4.8325e-07	5.0362e-01	
5.1639e-06	1.0732e+03	1.0000e+05	9.9243e-02	2.5421e-01	2.0165e-01	2.2940e-01	3.9144e-02	2.0196e-02	3.7714e-03	1.9513e-03	7.4312e-05	4.9254e-07	5.0381e-01	
5.1907e-06	1.0732e+03	1.0000e+05	9.9181e-02	2.5437e-01	1.9894e-01	2.2824e-01	4.1505e-02	2.1107e-02	3.9485e-03	2.0514e-03	7.5587e-05	5.0695e-07	5.0413e-01	
