         t	         T	      (NI)	     H(NI)	     O(NI)	   CH4(NI)	   H2O(NI)	   CO2(NI)	    CO(NI)	    OH(NI)	     C(NI)	   HCO(NI)	    CH(NI)	   CH3(NI)	   CH2(NI)	
3.2620e-01	1.0732e+03	7.6468e-01	1.1362e-01	2.5084e-02	1.3618e-09	4.9221e-04	4.9978e-06	9.6005e-02	1.0261e-04	1.0575e-05	9.0593e-13	2.7061e-11	3.7193e-10	1.9344e-10	
3.2899e-01	1.0732e+03	7.6435e-01	1.1386e-01	2.4931e-02	1.3606e-09	4.9169e-04	4.9895e-06	9.6248e-02	1.0224e-04	1.0606e-05	9.1174e-13	2.7004e-11	3.7135e-10	1.9300e-10	
3.3090e-01	1.0732e+03	7.6413e-01	1.1402e-01	2.4827e-02	1.3598e-09	4.9134e-04	4.9832e-06	9.6410e-02	1.0199e-04	1.0627e-05	9.1573e-13	2.6966e-11	3.7096e-10	1.9271e-10	
3.3221e-01	1.0732e+03	7.6398e-01	1.1413e-01	2.4756e-02	1.3592e-09	4.9110e-04	4.9791e-06	9.6522e-02	1.0182e-04	1.0641e-05	9.1844e-13	2.6939e-11	3.7069e-10	1.9251e-10	
3.3311e-01	1.0732e+03	7.6388e-01	1.1421e-01	2.4708e-02	1.3589e-09	4.9093e-04	4.9763e-06	9.6598e-02	1.0170e-04	1.0651e-05	9.2031e-13	2.6922e-11	3.7051e-10	1.9237e-10	
3.3401e-01	1.0732e+03	7.6377e-01	1.1428e-01	2.4660e-02	1.3585e-09	4.9076e-04	4.9735e-06	9.6675e-02	1.0159e-04	1.0661e-05	9.2217e-13	2.6904e-11	3.7033e-10	1.9223e-10	
3.3491e-01	1.0732e+03	7.6367e-01	1.1436e-01	2.4612e-02	1.3581e-09	4.9060e-04	4.9708e-06	9.6751e-02	1.0147e-04	1.0671e-05	9.2404e-13	2.6886e-11	3.7015e-10	1.9210e-10	
3.3581e-01	1.0732e+03	7.6356e-01	1.1444e-01	2.4565e-02	1.3577e-09	4.9043e-04	4.9680e-06	9.6827e-02	1.0136e-04	1.0680e-05	9.2590e-13	2.6868e-11	3.6997e-10	1.9196e-10	
3.3672e-01	1.0732e+03	7.6346e-01	1.1451e-01	2.4517e-02	1.3574e-09	4.9027e-04	4.9653e-06	9.6904e-02	1.0124e-04	1.0690e-05	9.2777e-13	2.6851e-11	3.6979e-10	1.9183e-10	
3.3762e-01	1.0732e+03	7.6336e-01	1.1459e-01	2.4470e-02	1.3570e-09	4.9010e-04	4.9625e-06	9.6979e-02	1.0113e-04	1.0700e-05	9.2963e-13	2.6833e-11	3.6961e-10	1.9169e-10	
3.3852e-01	1.0732e+03	7.6325e-01	1.1466e-01	2.4423e-02	1.3566e-09	4.8994e-04	4.9599e-06	9.7055e-02	1.0101e-04	1.0710e-05	9.3149e-13	2.6816e-11	3.6943e-10	1.9156e-10	
3.3912e-01	1.0732e+03	7.6318e-01	1.1471e-01	2.4392e-02	1.3564e-09	4.8983e-04	4.9581e-06	9.7106e-02	1.0094e-04	1.0716e-05	9.3273e-13	2.6804e-11	3.6931e-10	1.9147e-10	
3.3972e-01	1.0732e+03	7.6311e-01	1.1476e-01	2.4361e-02	1.3561e-09	4.8972e-04	4.9563e-06	9.7156e-02	1.0086e-04	1.0723e-05	9.3397e-13	2.6793e-11	3.6920e-10	1.9138e-10	
3.4032e-01	1.0732e+03	7.6304e-01	1.1481e-01	2.4329e-02	1.3559e-09	4.8961e-04	4.9544e-06	9.7206e-02	1.0078e-04	1.0729e-05	9.3520e-13	2.6781e-11	3.6908e-10	1.9129e-10	
3.4092e-01	1.0732e+03	7.6298e-01	1.1486e-01	2.4298e-02	1.3556e-09	4.8950e-04	4.9527e-06	9.7256e-02	1.0071e-04	1.0736e-05	9.3644e-13	2.6770e-11	3.6896e-10	1.9120e-10	
3.4134e-01	1.0732e+03	7.6293e-01	1.1490e-01	2.4277e-02	1.3555e-09	4.8942e-04	4.9515e-06	9.7291e-02	1.0066e-04	1.0740e-05	9.3730e-13	2.6762e-11	3.6888e-10	1.9114e-10	
3.4176e-01	1.0732e+03	7.6288e-01	1.1493e-01	2.4255e-02	1.3553e-09	4.8935e-04	4.9502e-06	9.7326e-02	1.0060e-04	1.0745e-05	9.3817e-13	2.6754e-11	3.6880e-10	1.9108e-10	
3.4218e-01	1.0732e+03	7.6283e-01	1.1497e-01	2.4235e-02	1.3551e-09	4.8927e-04	4.9489e-06	9.7361e-02	1.0055e-04	1.0749e-05	9.3903e-13	2.6746e-11	3.6872e-10	1.9102e-10	
3.4260e-01	1.0732e+03	7.6278e-01	1.1500e-01	2.4213e-02	1.3549e-09	4.8919e-04	4.9477e-06	9.7396e-02	1.0050e-04	1.0754e-05	9.3989e-13	2.6738e-11	3.6863e-10	1.9096e-10	
3.4302e-01	1.0732e+03	7.6274e-01	1.1504e-01	2.4192e-02	1.3548e-09	4.8912e-04	4.9466e-06	9.7431e-02	1.0045e-04	1.0758e-05	9.4075e-13	2.6730e-11	3.6855e-10	1.9090e-10	
3.4330e-01	1.0732e+03	7.6270e-01	1.1506e-01	2.4177e-02	1.3547e-09	4.8907e-04	4.9457e-06	9.7455e-02	1.0041e-04	1.0761e-05	9.4134e-13	2.6724e-11	3.6850e-10	1.9086e-10	
3.4349e-01	1.0732e+03	7.6268e-01	1.1508e-01	2.4167e-02	1.3546e-09	4.8903e-04	4.9451e-06	9.7471e-02	1.0039e-04	1.0763e-05	9.4173e-13	2.6721e-11	3.6846e-10	1.9083e-10	
3.4368e-01	1.0732e+03	7.6266e-01	1.1509e-01	2.4158e-02	1.3545e-09	4.8900e-04	4.9446e-06	9.7486e-02	1.0037e-04	1.0765e-05	9.4212e-13	2.6717e-11	3.6843e-10	1.9080e-10	
3.4387e-01	1.0732e+03	7.6264e-01	1.1511e-01	2.4149e-02	1.3544e-09	4.8896e-04	4.9440e-06	9.7502e-02	1.0034e-04	1.0767e-05	9.4251e-13	2.6714e-11	3.6839e-10	1.9078e-10	
3.4406e-01	1.0732e+03	7.6262e-01	1.1512e-01	2.4138e-02	1.3543e-09	4.8893e-04	4.9434e-06	9.7518e-02	1.0032e-04	1.0769e-05	9.4290e-13	2.6710e-11	3.6835e-10	1.9075e-10	
3.4425e-01	1.0732e+03	7.6259e-01	1.1514e-01	2.4129e-02	1.3543e-09	4.8889e-04	4.9429e-06	9.7534e-02	1.0030e-04	1.0771e-05	9.4329e-13	2.6707e-11	3.6832e-10	1.9072e-10	
3.4482e-01	1.0732e+03	7.6253e-01	1.1518e-01	2.4100e-02	1.3540e-09	4.8879e-04	4.9412e-06	9.7580e-02	1.0023e-04	1.0777e-05	9.4445e-13	2.6696e-11	3.6821e-10	1.9064e-10	
3.4582e-01	1.0732e+03	7.6242e-01	1.1527e-01	2.4050e-02	1.3536e-09	4.8861e-04	4.9384e-06	9.7664e-02	1.0010e-04	1.0788e-05	9.4651e-13	2.6677e-11	3.6802e-10	1.9049e-10	
3.4683e-01	1.0732e+03	7.6230e-01	1.1535e-01	2.3999e-02	1.3532e-09	4.8843e-04	4.9354e-06	9.7747e-02	9.9978e-05	1.0799e-05	9.4858e-13	2.6659e-11	3.6782e-10	1.9035e-10	
3.4784e-01	1.0732e+03	7.6219e-01	1.1543e-01	2.3949e-02	1.3528e-09	4.8825e-04	4.9325e-06	9.7830e-02	9.9856e-05	1.0809e-05	9.5064e-13	2.6640e-11	3.6763e-10	1.9020e-10	
3.5041e-01	1.0732e+03	7.6189e-01	1.1564e-01	2.3822e-02	1.3518e-09	4.8779e-04	4.9251e-06	9.8041e-02	9.9544e-05	1.0837e-05	9.5591e-13	2.6593e-11	3.6715e-10	1.8984e-10	
3.5587e-01	1.0732e+03	7.6128e-01	1.1608e-01	2.3558e-02	1.3496e-09	4.8681e-04	4.9098e-06	9.8485e-02	9.8891e-05	1.0894e-05	9.6705e-13	2.6495e-11	3.6614e-10	1.8908e-10	
3.6132e-01	1.0732e+03	7.6067e-01	1.1651e-01	2.3301e-02	1.3474e-09	4.8585e-04	4.8948e-06	9.8925e-02	9.8252e-05	1.0951e-05	9.7816e-13	2.6399e-11	3.6516e-10	1.8834e-10	
3.6678e-01	1.0732e+03	7.6006e-01	1.1693e-01	2.3050e-02	1.3452e-09	4.8489e-04	4.8802e-06	9.9360e-02	9.7627e-05	1.1007e-05	9.8922e-13	2.6306e-11	3.6420e-10	1.8761e-10	
3.7224e-01	1.0732e+03	7.5946e-01	1.1735e-01	2.2806e-02	1.3431e-09	4.8394e-04	4.8658e-06	9.9790e-02	9.7013e-05	1.1063e-05	1.0003e-12	2.6215e-11	3.6326e-10	1.8690e-10	
3.7769e-01	1.0732e+03	7.5886e-01	1.1776e-01	2.2567e-02	1.3409e-09	4.8301e-04	4.8519e-06	1.0022e-01	9.6410e-05	1.1119e-05	1.0112e-12	2.6127e-11	3.6235e-10	1.8621e-10	
3.8315e-01	1.0732e+03	7.5827e-01	1.1816e-01	2.2335e-02	1.3388e-09	4.8207e-04	4.8382e-06	1.0064e-01	9.5820e-05	1.1173e-05	1.0222e-12	2.6040e-11	3.6145e-10	1.8553e-10	
3.8861e-01	1.0732e+03	7.5768e-01	1.1856e-01	2.2108e-02	1.3367e-09	4.8115e-04	4.8248e-06	1.0105e-01	9.5240e-05	1.1228e-05	1.0331e-12	2.5956e-11	3.6057e-10	1.8487e-10	
3.9407e-01	1.0732e+03	7.5710e-01	1.1896e-01	2.1886e-02	1.3346e-09	4.8023e-04	4.8117e-06	1.0147e-01	9.4671e-05	1.1282e-05	1.0440e-12	2.5874e-11	3.5971e-10	1.8421e-10	
3.9952e-01	1.0732e+03	7.5652e-01	1.1934e-01	2.1670e-02	1.3326e-09	4.7932e-04	4.7989e-06	1.0188e-01	9.4113e-05	1.1335e-05	1.0548e-12	2.5793e-11	3.5887e-10	1.8358e-10	
4.0498e-01	1.0732e+03	7.5595e-01	1.1973e-01	2.1458e-02	1.3305e-09	4.7842e-04	4.7864e-06	1.0228e-01	9.3564e-05	1.1388e-05	1.0657e-12	2.5715e-11	3.5805e-10	1.8295e-10	
4.1371e-01	1.0732e+03	7.5503e-01	1.2033e-01	2.1129e-02	1.3273e-09	4.7700e-04	4.7669e-06	1.0292e-01	9.2707e-05	1.1472e-05	1.0829e-12	2.5592e-11	3.5677e-10	1.8198e-10	
4.2245e-01	1.0732e+03	7.5413e-01	1.2092e-01	2.0813e-02	1.3241e-09	4.7559e-04	4.7480e-06	1.0355e-01	9.1873e-05	1.1555e-05	1.1001e-12	2.5475e-11	3.5553e-10	1.8104e-10	
4.3118e-01	1.0732e+03	7.5324e-01	1.2149e-01	2.0507e-02	1.3209e-09	4.7420e-04	4.7298e-06	1.0417e-01	9.1063e-05	1.1637e-05	1.1171e-12	2.5361e-11	3.5432e-10	1.8012e-10	
4.3991e-01	1.0732e+03	7.5236e-01	1.2206e-01	2.0212e-02	1.3178e-09	4.7283e-04	4.7121e-06	1.0479e-01	9.0274e-05	1.1717e-05	1.1341e-12	2.5252e-11	3.5316e-10	1.7923e-10	
4.5384e-01	1.0732e+03	7.5098e-01	1.2293e-01	1.9761e-02	1.3129e-09	4.7067e-04	4.6851e-06	1.0574e-01	8.9059e-05	1.1844e-05	1.1611e-12	2.5085e-11	3.5137e-10	1.7787e-10	
4.6776e-01	1.0732e+03	7.4963e-01	1.2378e-01	1.9334e-02	1.3081e-09	4.6856e-04	4.6594e-06	1.0668e-01	8.7893e-05	1.1968e-05	1.1878e-12	2.4926e-11	3.4967e-10	1.7657e-10	
4.8169e-01	1.0732e+03	7.4829e-01	1.2461e-01	1.8928e-02	1.3034e-09	4.6650e-04	4.6349e-06	1.0760e-01	8.6773e-05	1.2090e-05	1.2144e-12	2.4776e-11	3.4804e-10	1.7533e-10	
4.9561e-01	1.0732e+03	7.4699e-01	1.2540e-01	1.8541e-02	1.2987e-09	4.6447e-04	4.6116e-06	1.0850e-01	8.5696e-05	1.2210e-05	1.2408e-12	2.4633e-11	3.4648e-10	1.7414e-10	
5.0954e-01	1.0732e+03	7.4570e-01	1.2618e-01	1.8174e-02	1.2942e-09	4.6247e-04	4.5892e-06	1.0938e-01	8.4660e-05	1.2327e-05	1.2670e-12	2.4497e-11	3.4499e-10	1.7300e-10	
5.2346e-01	1.0732e+03	7.4444e-01	1.2693e-01	1.7822e-02	1.2897e-09	4.6052e-04	4.5680e-06	1.1025e-01	8.3661e-05	1.2442e-05	1.2930e-12	2.4367e-11	3.4356e-10	1.7190e-10	
5.3194e-01	1.0732e+03	7.4368e-01	1.2738e-01	1.7616e-02	1.2870e-09	4.5935e-04	4.5554e-06	1.1077e-01	8.3070e-05	1.2511e-05	1.3088e-12	2.4291e-11	3.4272e-10	1.7126e-10	
5.4043e-01	1.0732e+03	7.4293e-01	1.2782e-01	1.7416e-02	1.2844e-09	4.5819e-04	4.5432e-06	1.1128e-01	8.2492e-05	1.2580e-05	1.3246e-12	2.4217e-11	3.4189e-10	1.7062e-10	
5.4891e-01	1.0732e+03	7.4219e-01	1.2825e-01	1.7221e-02	1.2817e-09	4.5704e-04	4.5313e-06	1.1179e-01	8.1926e-05	1.2647e-05	1.3402e-12	2.4145e-11	3.4109e-10	1.7001e-10	
5.5739e-01	1.0732e+03	7.4145e-01	1.2867e-01	1.7031e-02	1.2791e-09	4.5590e-04	4.5198e-06	1.1229e-01	8.1372e-05	1.2714e-05	1.3558e-12	2.4076e-11	3.4030e-10	1.6940e-10	
5.6587e-01	1.0732e+03	7.4072e-01	1.2909e-01	1.6846e-02	1.2766e-09	4.5478e-04	4.5085e-06	1.1278e-01	8.0829e-05	1.2781e-05	1.3714e-12	2.4008e-11	3.3953e-10	1.6881e-10	
5.7435e-01	1.0732e+03	7.4000e-01	1.2950e-01	1.6666e-02	1.2740e-09	4.5367e-04	4.4975e-06	1.1327e-01	8.0297e-05	1.2846e-05	1.3869e-12	2.3942e-11	3.3878e-10	1.6824e-10	
5.8284e-01	1.0732e+03	7.3929e-01	1.2991e-01	1.6490e-02	1.2715e-09	4.5257e-04	4.4868e-06	1.1376e-01	7.9777e-05	1.2911e-05	1.4024e-12	2.3877e-11	3.3805e-10	1.6768e-10	
6.0028e-01	1.0732e+03	7.3785e-01	1.3072e-01	1.6143e-02	1.2664e-09	4.5035e-04	4.4655e-06	1.1474e-01	7.8737e-05	1.3043e-05	1.4340e-12	2.3750e-11	3.3658e-10	1.6655e-10	
6.1772e-01	1.0732e+03	7.3643e-01	1.3151e-01	1.5812e-02	1.2614e-09	4.4817e-04	4.4453e-06	1.1570e-01	7.7739e-05	1.3172e-05	1.4654e-12	2.3629e-11	3.3519e-10	1.6548e-10	
6.3517e-01	1.0732e+03	7.3505e-01	1.3227e-01	1.5498e-02	1.2565e-09	4.4604e-04	4.4261e-06	1.1664e-01	7.6778e-05	1.3298e-05	1.4965e-12	2.3515e-11	3.3384e-10	1.6445e-10	
6.5261e-01	1.0732e+03	7.3369e-01	1.3301e-01	1.5198e-02	1.2517e-09	4.4395e-04	4.4077e-06	1.1757e-01	7.5854e-05	1.3422e-05	1.5275e-12	2.3406e-11	3.3256e-10	1.6346e-10	
6.7005e-01	1.0732e+03	7.3235e-01	1.3373e-01	1.4912e-02	1.2470e-09	4.4191e-04	4.3902e-06	1.1847e-01	7.4963e-05	1.3543e-05	1.5582e-12	2.3302e-11	3.3132e-10	1.6251e-10	
6.8749e-01	1.0732e+03	7.3105e-01	1.3442e-01	1.4639e-02	1.2423e-09	4.3990e-04	4.3735e-06	1.1936e-01	7.4105e-05	1.3663e-05	1.5888e-12	2.3204e-11	3.3013e-10	1.6160e-10	
7.0494e-01	1.0732e+03	7.2976e-01	1.3510e-01	1.4377e-02	1.2378e-09	4.3793e-04	4.3575e-06	1.2023e-01	7.3275e-05	1.3780e-05	1.6191e-12	2.3110e-11	3.2898e-10	1.6072e-10	
7.2238e-01	1.0732e+03	7.2851e-01	1.3576e-01	1.4127e-02	1.2334e-09	4.3601e-04	4.3422e-06	1.2109e-01	7.2475e-05	1.3895e-05	1.6493e-12	2.3020e-11	3.2788e-10	1.5987e-10	
7.3982e-01	1.0732e+03	7.2727e-01	1.3639e-01	1.3887e-02	1.2290e-09	4.3411e-04	4.3275e-06	1.2193e-01	7.1701e-05	1.4007e-05	1.6793e-12	2.2934e-11	3.2681e-10	1.5905e-10	
7.5727e-01	1.0732e+03	7.2606e-01	1.3702e-01	1.3657e-02	1.2247e-09	4.3226e-04	4.3131e-06	1.2275e-01	7.0952e-05	1.4118e-05	1.7090e-12	2.2852e-11	3.2579e-10	1.5826e-10	
7.7471e-01	1.0732e+03	7.2487e-01	1.3762e-01	1.3436e-02	1.2205e-09	4.3044e-04	4.2997e-06	1.2356e-01	7.0227e-05	1.4227e-05	1.7386e-12	2.2774e-11	3.2479e-10	1.5750e-10	
7.9215e-01	1.0732e+03	7.2370e-01	1.3821e-01	1.3223e-02	1.2163e-09	4.2865e-04	4.2867e-06	1.2435e-01	6.9525e-05	1.4334e-05	1.7680e-12	2.2699e-11	3.2383e-10	1.5676e-10	
8.0960e-01	1.0732e+03	7.2255e-01	1.3878e-01	1.3019e-02	1.2123e-09	4.2689e-04	4.2743e-06	1.2514e-01	6.8845e-05	1.4439e-05	1.7972e-12	2.2627e-11	3.2290e-10	1.5605e-10	
8.2704e-01	1.0732e+03	7.2142e-01	1.3934e-01	1.2822e-02	1.2082e-09	4.2517e-04	4.2622e-06	1.2591e-01	6.8185e-05	1.4543e-05	1.8263e-12	2.2558e-11	3.2200e-10	1.5536e-10	
8.4448e-01	1.0732e+03	7.2031e-01	1.3989e-01	1.2633e-02	1.2043e-09	4.2348e-04	4.2507e-06	1.2666e-01	6.7545e-05	1.4644e-05	1.8551e-12	2.2492e-11	3.2112e-10	1.5469e-10	
8.6192e-01	1.0732e+03	7.1921e-01	1.4042e-01	1.2450e-02	1.2004e-09	4.2181e-04	4.2396e-06	1.2741e-01	6.6923e-05	1.4744e-05	1.8838e-12	2.2428e-11	3.2027e-10	1.5404e-10	
8.7937e-01	1.0732e+03	7.1814e-01	1.4094e-01	1.2274e-02	1.1966e-09	4.2018e-04	4.2289e-06	1.2814e-01	6.6319e-05	1.4843e-05	1.9124e-12	2.2367e-11	3.1945e-10	1.5341e-10	
8.9681e-01	1.0732e+03	7.1708e-01	1.4144e-01	1.2104e-02	1.1929e-09	4.1857e-04	4.2185e-06	1.2886e-01	6.5732e-05	1.4940e-05	1.9407e-12	2.2309e-11	3.1865e-10	1.5280e-10	
9.1425e-01	1.0732e+03	7.1604e-01	1.4194e-01	1.1940e-02	1.1892e-09	4.1699e-04	4.2086e-06	1.2958e-01	6.5161e-05	1.5035e-05	1.9689e-12	2.2253e-11	3.1787e-10	1.5221e-10	
9.3170e-01	1.0732e+03	7.1502e-01	1.4242e-01	1.1781e-02	1.1856e-09	4.1543e-04	4.1990e-06	1.3028e-01	6.4606e-05	1.5129e-05	1.9970e-12	2.2198e-11	3.1712e-10	1.5163e-10	
9.4914e-01	1.0732e+03	7.1402e-01	1.4289e-01	1.1628e-02	1.1820e-09	4.1390e-04	4.1897e-06	1.3097e-01	6.4065e-05	1.5221e-05	2.0248e-12	2.2146e-11	3.1638e-10	1.5107e-10	
9.6658e-01	1.0732e+03	7.1303e-01	1.4335e-01	1.1479e-02	1.1785e-09	4.1240e-04	4.1807e-06	1.3164e-01	6.3539e-05	1.5312e-05	2.0525e-12	2.2096e-11	3.1567e-10	1.5053e-10	
9.8403e-01	1.0732e+03	7.1205e-01	1.4380e-01	1.1336e-02	1.1750e-09	4.1092e-04	4.1720e-06	1.3231e-01	6.3027e-05	1.5401e-05	2.0801e-12	2.2048e-11	3.1497e-10	1.5000e-10	
9.9442e-01	1.0732e+03	7.1148e-01	1.4407e-01	1.1252e-02	1.1730e-09	4.1005e-04	4.1669e-06	1.3271e-01	6.2728e-05	1.5454e-05	2.0964e-12	2.2020e-11	3.1456e-10	1.4969e-10	
1.0048e+00	1.0732e+03	7.1091e-01	1.4433e-01	1.1170e-02	1.1710e-09	4.0919e-04	4.1620e-06	1.3310e-01	6.2433e-05	1.5506e-05	2.1127e-12	2.1992e-11	3.1416e-10	1.4938e-10	
1.0152e+00	1.0732e+03	7.1035e-01	1.4459e-01	1.1090e-02	1.1690e-09	4.0833e-04	4.1572e-06	1.3349e-01	6.2143e-05	1.5558e-05	2.1289e-12	2.1966e-11	3.1377e-10	1.4908e-10	
1.0256e+00	1.0732e+03	7.0979e-01	1.4484e-01	1.1011e-02	1.1670e-09	4.0749e-04	4.1523e-06	1.3387e-01	6.1857e-05	1.5609e-05	2.1450e-12	2.1940e-11	3.1338e-10	1.4879e-10	
1.0360e+00	1.0732e+03	7.0924e-01	1.4509e-01	1.0933e-02	1.1650e-09	4.0665e-04	4.1478e-06	1.3425e-01	6.1575e-05	1.5660e-05	2.1611e-12	2.1914e-11	3.1300e-10	1.4850e-10	
1.0414e+00	1.0732e+03	7.0895e-01	1.4522e-01	1.0893e-02	1.1640e-09	4.0622e-04	4.1454e-06	1.3445e-01	6.1430e-05	1.5687e-05	2.1696e-12	2.1901e-11	3.1280e-10	1.4835e-10	
1.0469e+00	1.0732e+03	7.0866e-01	1.4535e-01	1.0854e-02	1.1630e-09	4.0578e-04	4.1430e-06	1.3465e-01	6.1285e-05	1.5713e-05	2.1780e-12	2.1888e-11	3.1260e-10	1.4820e-10	
1.0523e+00	1.0732e+03	7.0838e-01	1.4547e-01	1.0814e-02	1.1620e-09	4.0535e-04	4.1407e-06	1.3484e-01	6.1142e-05	1.5739e-05	2.1864e-12	2.1875e-11	3.1241e-10	1.4805e-10	
1.0577e+00	1.0732e+03	7.0810e-01	1.4560e-01	1.0775e-02	1.1610e-09	4.0492e-04	4.1383e-06	1.3504e-01	6.1000e-05	1.5765e-05	2.1947e-12	2.1862e-11	3.1221e-10	1.4790e-10	
1.0632e+00	1.0732e+03	7.0782e-01	1.4573e-01	1.0737e-02	1.1600e-09	4.0450e-04	4.1360e-06	1.3523e-01	6.0859e-05	1.5791e-05	2.2030e-12	2.1849e-11	3.1202e-10	1.4776e-10	
1.0686e+00	1.0732e+03	7.0753e-01	1.4585e-01	1.0699e-02	1.1590e-09	4.0407e-04	4.1338e-06	1.3543e-01	6.0719e-05	1.5817e-05	2.2114e-12	2.1837e-11	3.1183e-10	1.4761e-10	
1.0740e+00	1.0732e+03	7.0726e-01	1.4598e-01	1.0661e-02	1.1580e-09	4.0365e-04	4.1315e-06	1.3562e-01	6.0580e-05	1.5842e-05	2.2197e-12	2.1824e-11	3.1164e-10	1.4747e-10	
1.0795e+00	1.0732e+03	7.0698e-01	1.4610e-01	1.0623e-02	1.1570e-09	4.0323e-04	4.1293e-06	1.3581e-01	6.0442e-05	1.5868e-05	2.2280e-12	2.1812e-11	3.1145e-10	1.4733e-10	
1.0849e+00	1.0732e+03	7.0670e-01	1.4622e-01	1.0586e-02	1.1560e-09	4.0281e-04	4.1269e-06	1.3600e-01	6.0305e-05	1.5894e-05	2.2363e-12	2.1800e-11	3.1127e-10	1.4719e-10	
1.0883e+00	1.0732e+03	7.0653e-01	1.4630e-01	1.0563e-02	1.1554e-09	4.0255e-04	4.1256e-06	1.3612e-01	6.0220e-05	1.5909e-05	2.2414e-12	2.1793e-11	3.1115e-10	1.4710e-10	
1.0916e+00	1.0732e+03	7.0636e-01	1.4638e-01	1.0541e-02	1.1548e-09	4.0229e-04	4.1242e-06	1.3624e-01	6.0136e-05	1.5925e-05	2.2465e-12	2.1785e-11	3.1104e-10	1.4701e-10	
1.0950e+00	1.0732e+03	7.0619e-01	1.4645e-01	1.0518e-02	1.1542e-09	4.0204e-04	4.1230e-06	1.3636e-01	6.0052e-05	1.5941e-05	2.2517e-12	2.1778e-11	3.1092e-10	1.4693e-10	
1.0984e+00	1.0732e+03	7.0602e-01	1.4653e-01	1.0495e-02	1.1536e-09	4.0178e-04	4.1215e-06	1.3648e-01	5.9968e-05	1.5956e-05	2.2568e-12	2.1771e-11	3.1081e-10	1.4684e-10	
1.1018e+00	1.0732e+03	7.0585e-01	1.4660e-01	1.0473e-02	1.1530e-09	4.0152e-04	4.1203e-06	1.3659e-01	5.9885e-05	1.5972e-05	2.2619e-12	2.1763e-11	3.1069e-10	1.4675e-10	
1.1052e+00	1.0732e+03	7.0568e-01	1.4668e-01	1.0451e-02	1.1524e-09	4.0127e-04	4.1189e-06	1.3671e-01	5.9802e-05	1.5987e-05	2.2670e-12	2.1756e-11	3.1058e-10	1.4667e-10	
1.1085e+00	1.0732e+03	7.0551e-01	1.4675e-01	1.0429e-02	1.1518e-09	4.0101e-04	4.1177e-06	1.3683e-01	5.9720e-05	1.6003e-05	2.2721e-12	2.1749e-11	3.1047e-10	1.4658e-10	
1.1119e+00	1.0732e+03	7.0535e-01	1.4682e-01	1.0407e-02	1.1512e-09	4.0076e-04	4.1163e-06	1.3694e-01	5.9638e-05	1.6018e-05	2.2773e-12	2.1742e-11	3.1036e-10	1.4650e-10	
1.1153e+00	1.0732e+03	7.0518e-01	1.4690e-01	1.0385e-02	1.1506e-09	4.0051e-04	4.1150e-06	1.3706e-01	5.9556e-05	1.6034e-05	2.2824e-12	2.1735e-11	3.1025e-10	1.4642e-10	
1.1187e+00	1.0732e+03	7.0501e-01	1.4697e-01	1.0363e-02	1.1500e-09	4.0025e-04	4.1137e-06	1.3718e-01	5.9475e-05	1.6049e-05	2.2875e-12	2.1728e-11	3.1014e-10	1.4633e-10	
1.1220e+00	1.0732e+03	7.0484e-01	1.4704e-01	1.0341e-02	1.1494e-09	4.0000e-04	4.1124e-06	1.3729e-01	5.9394e-05	1.6065e-05	2.2925e-12	2.1721e-11	3.1003e-10	1.4625e-10	
1.1254e+00	1.0732e+03	7.0468e-01	1.4712e-01	1.0320e-02	1.1488e-09	3.9975e-04	4.1111e-06	1.3741e-01	5.9314e-05	1.6080e-05	2.2976e-12	2.1714e-11	3.0992e-10	1.4617e-10	
1.1288e+00	1.0732e+03	7.0451e-01	1.4719e-01	1.0298e-02	1.1482e-09	3.9950e-04	4.1098e-06	1.3752e-01	5.9233e-05	1.6095e-05	2.3027e-12	2.1707e-11	3.0981e-10	1.4608e-10	
1.1322e+00	1.0732e+03	7.0435e-01	1.4726e-01	1.0277e-02	1.1476e-09	3.9925e-04	4.1086e-06	1.3764e-01	5.9154e-05	1.6110e-05	2.3078e-12	2.1700e-11	3.0970e-10	1.4600e-10	
1.1356e+00	1.0732e+03	7.0419e-01	1.4733e-01	1.0256e-02	1.1471e-09	3.9900e-04	4.1072e-06	1.3775e-01	5.9074e-05	1.6126e-05	2.3128e-12	2.1693e-11	3.0959e-10	1.4592e-10	
1.1389e+00	1.0732e+03	7.0402e-01	1.4740e-01	1.0235e-02	1.1465e-09	3.9876e-04	4.1059e-06	1.3786e-01	5.8995e-05	1.6141e-05	2.3178e-12	2.1687e-11	3.0948e-10	1.4584e-10	
1.1423e+00	1.0732e+03	7.0386e-01	1.4748e-01	1.0214e-02	1.1459e-09	3.9851e-04	4.1047e-06	1.3798e-01	5.8916e-05	1.6156e-05	2.3229e-12	2.1680e-11	3.0938e-10	1.4576e-10	
1.1457e+00	1.0732e+03	7.0369e-01	1.4755e-01	1.0193e-02	1.1453e-09	3.9826e-04	4.1035e-06	1.3809e-01	5.8838e-05	1.6171e-05	2.3279e-12	2.1673e-11	3.0927e-10	1.4568e-10	
1.1491e+00	1.0732e+03	7.0353e-01	1.4762e-01	1.0172e-02	1.1447e-09	3.9802e-04	4.1022e-06	1.3820e-01	5.8760e-05	1.6186e-05	2.3330e-12	2.1667e-11	3.0916e-10	1.4560e-10	
