         z	         T	         p	         u	       rho	       CH4	       H2O	        H2	        CO	       CO2	        O2	        N2	
5.6678e-04	1.0732e+03	1.0000e+05	1.1691e-01	2.7819e-01	1.4151e-01	4.2687e-02	1.0196e-01	1.8734e-01	9.8825e-02	1.7659e-15	4.2767e-01	
5.9592e-04	1.0732e+03	1.0000e+05	1.1737e-01	2.7711e-01	1.3902e-01	4.2514e-02	1.0545e-01	1.9048e-01	9.6510e-02	1.6351e-15	4.2602e-01	
6.2505e-04	1.0732e+03	1.0000e+05	1.1781e-01	2.7608e-01	1.3663e-01	4.2319e-02	1.0884e-01	1.9348e-01	9.4313e-02	-5.4874e-15	4.2442e-01	
6.5418e-04	1.0732e+03	1.0000e+05	1.1824e-01	2.7508e-01	1.3433e-01	4.2106e-02	1.1212e-01	1.9633e-01	9.2223e-02	-2.5096e-15	4.2289e-01	
6.8331e-04	1.0732e+03	1.0000e+05	1.1865e-01	2.7411e-01	1.3211e-01	4.1877e-02	1.1531e-01	1.9907e-01	9.0231e-02	4.8486e-15	4.2141e-01	
7.1245e-04	1.0732e+03	1.0000e+05	1.1905e-01	2.7318e-01	1.2997e-01	4.1635e-02	1.1841e-01	2.0168e-01	8.8331e-02	-1.1084e-16	4.1998e-01	
7.4158e-04	1.0732e+03	1.0000e+05	1.1945e-01	2.7229e-01	1.2790e-01	4.1381e-02	1.2142e-01	2.0419e-01	8.6515e-02	-5.8452e-15	4.1860e-01	
7.7071e-04	1.0732e+03	1.0000e+05	1.1983e-01	2.7142e-01	1.2590e-01	4.1119e-02	1.2435e-01	2.0659e-01	8.4776e-02	2.4750e-15	4.1726e-01	
7.9985e-04	1.0732e+03	1.0000e+05	1.2020e-01	2.7058e-01	1.2396e-01	4.0849e-02	1.2721e-01	2.0890e-01	8.3110e-02	6.8167e-15	4.1597e-01	
8.2898e-04	1.0732e+03	1.0000e+05	1.2056e-01	2.6977e-01	1.2208e-01	4.0572e-02	1.2998e-01	2.1113e-01	8.1512e-02	-5.5806e-15	4.1472e-01	
8.5811e-04	1.0732e+03	1.0000e+05	1.2092e-01	2.6898e-01	1.2027e-01	4.0290e-02	1.3269e-01	2.1327e-01	7.9976e-02	-7.8633e-15	4.1351e-01	
8.8724e-04	1.0732e+03	1.0000e+05	1.2126e-01	2.6821e-01	1.1850e-01	4.0004e-02	1.3532e-01	2.1533e-01	7.8499e-02	1.0242e-14	4.1234e-01	
9.1638e-04	1.0732e+03	1.0000e+05	1.2160e-01	2.6747e-01	1.1679e-01	3.9715e-02	1.3790e-01	2.1732e-01	7.7078e-02	9.1046e-15	4.1119e-01	
9.4551e-04	1.0732e+03	1.0000e+05	1.2193e-01	2.6675e-01	1.1513e-01	3.9423e-02	1.4040e-01	2.1925e-01	7.5708e-02	-1.7661e-14	4.1009e-01	
9.9092e-04	1.0732e+03	1.0000e+05	1.2242e-01	2.6567e-01	1.1263e-01	3.8964e-02	1.4419e-01	2.2212e-01	7.3669e-02	-1.2704e-14	4.0842e-01	
1.0363e-03	1.0732e+03	1.0000e+05	1.2290e-01	2.6463e-01	1.1024e-01	3.8503e-02	1.4784e-01	2.2485e-01	7.1738e-02	1.2487e-14	4.0683e-01	
1.0817e-03	1.0732e+03	1.0000e+05	1.2337e-01	2.6364e-01	1.0795e-01	3.8041e-02	1.5136e-01	2.2744e-01	6.9907e-02	-1.1665e-14	4.0530e-01	
1.1272e-03	1.0732e+03	1.0000e+05	1.2381e-01	2.6268e-01	1.0574e-01	3.7579e-02	1.5476e-01	2.2992e-01	6.8165e-02	-4.4184e-14	4.0383e-01	
1.1726e-03	1.0732e+03	1.0000e+05	1.2425e-01	2.6176e-01	1.0363e-01	3.7120e-02	1.5804e-01	2.3228e-01	6.6508e-02	1.0412e-14	4.0242e-01	
1.2180e-03	1.0732e+03	1.0000e+05	1.2467e-01	2.6088e-01	1.0159e-01	3.6664e-02	1.6121e-01	2.3454e-01	6.4928e-02	7.3422e-14	4.0106e-01	
1.2634e-03	1.0732e+03	1.0000e+05	1.2508e-01	2.6003e-01	9.9632e-02	3.6212e-02	1.6428e-01	2.3670e-01	6.3420e-02	-1.9064e-14	3.9975e-01	
1.3088e-03	1.0732e+03	1.0000e+05	1.2547e-01	2.5921e-01	9.7741e-02	3.5763e-02	1.6725e-01	2.3877e-01	6.1978e-02	-1.3344e-13	3.9849e-01	
1.3542e-03	1.0732e+03	1.0000e+05	1.2586e-01	2.5842e-01	9.5918e-02	3.5319e-02	1.7012e-01	2.4076e-01	6.0598e-02	2.9811e-14	3.9728e-01	
1.3996e-03	1.0732e+03	1.0000e+05	1.2623e-01	2.5766e-01	9.4159e-02	3.4881e-02	1.7291e-01	2.4267e-01	5.9277e-02	2.5373e-13	3.9611e-01	
1.4450e-03	1.0732e+03	1.0000e+05	1.2659e-01	2.5692e-01	9.2458e-02	3.4449e-02	1.7561e-01	2.4451e-01	5.8009e-02	-7.9141e-15	3.9497e-01	
1.4904e-03	1.0732e+03	1.0000e+05	1.2694e-01	2.5621e-01	9.0814e-02	3.4022e-02	1.7823e-01	2.4627e-01	5.6791e-02	-4.6004e-13	3.9388e-01	
1.5358e-03	1.0732e+03	1.0000e+05	1.2729e-01	2.5552e-01	8.9223e-02	3.3601e-02	1.8077e-01	2.4797e-01	5.5622e-02	-9.6674e-15	3.9282e-01	
1.5813e-03	1.0732e+03	1.0000e+05	1.2762e-01	2.5485e-01	8.7685e-02	3.3187e-02	1.8323e-01	2.4961e-01	5.4497e-02	9.4078e-13	3.9179e-01	
1.6094e-03	1.0732e+03	1.0000e+05	1.2782e-01	2.5445e-01	8.6756e-02	3.2934e-02	1.8472e-01	2.5059e-01	5.3822e-02	1.0439e-13	3.9117e-01	
1.6375e-03	1.0732e+03	1.0000e+05	1.2802e-01	2.5405e-01	8.5845e-02	3.2683e-02	1.8619e-01	2.5156e-01	5.3162e-02	-1.3263e-13	3.9056e-01	
1.6656e-03	1.0732e+03	1.0000e+05	1.2822e-01	2.5366e-01	8.4952e-02	3.2435e-02	1.8763e-01	2.5250e-01	5.2518e-02	1.4912e-13	3.8997e-01	
1.6937e-03	1.0732e+03	1.0000e+05	1.2841e-01	2.5328e-01	8.4076e-02	3.2189e-02	1.8904e-01	2.5342e-01	5.1887e-02	-6.5466e-14	3.8938e-01	
1.7218e-03	1.0732e+03	1.0000e+05	1.2860e-01	2.5291e-01	8.3216e-02	3.1945e-02	1.9043e-01	2.5432e-01	5.1271e-02	-8.9354e-13	3.8881e-01	
1.7499e-03	1.0732e+03	1.0000e+05	1.2878e-01	2.5255e-01	8.2371e-02	3.1703e-02	1.9180e-01	2.5521e-01	5.0667e-02	-1.6473e-13	3.8825e-01	
1.7780e-03	1.0732e+03	1.0000e+05	1.2897e-01	2.5219e-01	8.1543e-02	3.1465e-02	1.9314e-01	2.5607e-01	5.0078e-02	2.0281e-12	3.8770e-01	
1.7947e-03	1.0732e+03	1.0000e+05	1.2907e-01	2.5198e-01	8.1061e-02	3.1326e-02	1.9393e-01	2.5658e-01	4.9736e-02	3.5149e-13	3.8737e-01	
1.8113e-03	1.0732e+03	1.0000e+05	1.2918e-01	2.5177e-01	8.0582e-02	3.1186e-02	1.9470e-01	2.5708e-01	4.9396e-02	-3.3708e-12	3.8705e-01	
1.8211e-03	1.0732e+03	1.0000e+05	1.2924e-01	2.5165e-01	8.0303e-02	3.1104e-02	1.9516e-01	2.5737e-01	4.9199e-02	-5.4262e-13	3.8687e-01	
1.8308e-03	1.0732e+03	1.0000e+05	1.2930e-01	2.5153e-01	8.0026e-02	3.1023e-02	1.9561e-01	2.5765e-01	4.9003e-02	5.5374e-13	3.8668e-01	
1.8406e-03	1.0732e+03	1.0000e+05	1.2937e-01	2.5141e-01	7.9751e-02	3.0942e-02	1.9606e-01	2.5794e-01	4.8809e-02	-4.9525e-13	3.8650e-01	
1.8504e-03	1.0732e+03	1.0000e+05	1.2943e-01	2.5129e-01	7.9477e-02	3.0862e-02	1.9650e-01	2.5822e-01	4.8616e-02	-1.3045e-13	3.8632e-01	
1.8602e-03	1.0732e+03	1.0000e+05	1.2949e-01	2.5117e-01	7.9206e-02	3.0781e-02	1.9694e-01	2.5851e-01	4.8424e-02	3.3671e-12	3.8614e-01	
1.8670e-03	1.0732e+03	1.0000e+05	1.2953e-01	2.5109e-01	7.9018e-02	3.0726e-02	1.9725e-01	2.5870e-01	4.8292e-02	8.7800e-13	3.8601e-01	
1.8738e-03	1.0732e+03	1.0000e+05	1.2957e-01	2.5101e-01	7.8830e-02	3.0670e-02	1.9756e-01	2.5890e-01	4.8160e-02	-6.2795e-12	3.8589e-01	
1.8781e-03	1.0732e+03	1.0000e+05	1.2960e-01	2.5096e-01	7.8714e-02	3.0636e-02	1.9775e-01	2.5902e-01	4.8078e-02	-4.5499e-13	3.8581e-01	
1.8810e-03	1.0732e+03	1.0000e+05	1.2962e-01	2.5092e-01	7.8633e-02	3.0612e-02	1.9788e-01	2.5910e-01	4.8022e-02	2.6176e-13	3.8576e-01	
1.8839e-03	1.0732e+03	1.0000e+05	1.2963e-01	2.5089e-01	7.8553e-02	3.0588e-02	1.9801e-01	2.5918e-01	4.7966e-02	-5.4610e-15	3.8570e-01	
1.8869e-03	1.0732e+03	1.0000e+05	1.2965e-01	2.5086e-01	7.8473e-02	3.0564e-02	1.9814e-01	2.5927e-01	4.7909e-02	-9.3877e-14	3.8565e-01	
1.8898e-03	1.0732e+03	1.0000e+05	1.2967e-01	2.5082e-01	7.8393e-02	3.0540e-02	1.9827e-01	2.5935e-01	4.7853e-02	1.0288e-14	3.8560e-01	
1.8927e-03	1.0732e+03	1.0000e+05	1.2969e-01	2.5079e-01	7.8314e-02	3.0516e-02	1.9840e-01	2.5943e-01	4.7797e-02	-8.1564e-13	3.8554e-01	
1.8957e-03	1.0732e+03	1.0000e+05	1.2970e-01	2.5075e-01	7.8234e-02	3.0493e-02	1.9853e-01	2.5951e-01	4.7741e-02	1.1667e-15	3.8549e-01	
1.8986e-03	1.0732e+03	1.0000e+05	1.2972e-01	2.5072e-01	7.8155e-02	3.0469e-02	1.9866e-01	2.5959e-01	4.7686e-02	-8.5545e-15	3.8544e-01	
1.9015e-03	1.0732e+03	1.0000e+05	1.2974e-01	2.5068e-01	7.8075e-02	3.0445e-02	1.9879e-01	2.5968e-01	4.7630e-02	1.6455e-13	3.8539e-01	
1.9061e-03	1.0732e+03	1.0000e+05	1.2977e-01	2.5063e-01	7.7953e-02	3.0409e-02	1.9899e-01	2.5980e-01	4.7544e-02	-2.8268e-13	3.8530e-01	
1.9091e-03	1.0732e+03	1.0000e+05	1.2979e-01	2.5059e-01	7.7871e-02	3.0384e-02	1.9912e-01	2.5989e-01	4.7487e-02	-2.1499e-16	3.8525e-01	
1.9122e-03	1.0732e+03	1.0000e+05	1.2980e-01	2.5056e-01	7.7789e-02	3.0360e-02	1.9925e-01	2.5997e-01	4.7430e-02	7.3591e-14	3.8519e-01	
1.9152e-03	1.0732e+03	1.0000e+05	1.2982e-01	2.5052e-01	7.7708e-02	3.0336e-02	1.9939e-01	2.6006e-01	4.7373e-02	3.4391e-14	3.8514e-01	
1.9182e-03	1.0732e+03	1.0000e+05	1.2984e-01	2.5049e-01	7.7627e-02	3.0311e-02	1.9952e-01	2.6014e-01	4.7316e-02	-2.7298e-14	3.8509e-01	
1.9213e-03	1.0732e+03	1.0000e+05	1.2986e-01	2.5045e-01	7.7546e-02	3.0287e-02	1.9965e-01	2.6022e-01	4.7259e-02	-6.5921e-15	3.8503e-01	
1.9243e-03	1.0732e+03	1.0000e+05	1.2988e-01	2.5042e-01	7.7465e-02	3.0263e-02	1.9979e-01	2.6031e-01	4.7203e-02	7.3461e-15	3.8498e-01	
1.9291e-03	1.0732e+03	1.0000e+05	1.2991e-01	2.5036e-01	7.7339e-02	3.0225e-02	1.9999e-01	2.6044e-01	4.7114e-02	4.1241e-17	3.8489e-01	
1.9338e-03	1.0732e+03	1.0000e+05	1.2993e-01	2.5031e-01	7.7213e-02	3.0187e-02	2.0020e-01	2.6057e-01	4.7026e-02	-2.7577e-15	3.8481e-01	
1.9386e-03	1.0732e+03	1.0000e+05	1.2996e-01	2.5025e-01	7.7087e-02	3.0149e-02	2.0040e-01	2.6070e-01	4.6938e-02	-1.6248e-16	3.8473e-01	
1.9488e-03	1.0732e+03	1.0000e+05	1.3002e-01	2.5014e-01	7.6819e-02	3.0068e-02	2.0084e-01	2.6097e-01	4.6751e-02	-3.6877e-17	3.8455e-01	
1.9590e-03	1.0732e+03	1.0000e+05	1.3008e-01	2.5002e-01	7.6552e-02	2.9987e-02	2.0128e-01	2.6125e-01	4.6565e-02	3.7336e-15	3.8437e-01	
1.9692e-03	1.0732e+03	1.0000e+05	1.3014e-01	2.4991e-01	7.6287e-02	2.9907e-02	2.0171e-01	2.6152e-01	4.6380e-02	8.9664e-16	3.8419e-01	
1.9795e-03	1.0732e+03	1.0000e+05	1.3020e-01	2.4979e-01	7.6023e-02	2.9827e-02	2.0214e-01	2.6179e-01	4.6196e-02	-8.0586e-17	3.8402e-01	
2.0155e-03	1.0732e+03	1.0000e+05	1.3041e-01	2.4939e-01	7.5105e-02	2.9546e-02	2.0365e-01	2.6274e-01	4.5559e-02	-1.3310e-17	3.8340e-01	
2.0516e-03	1.0732e+03	1.0000e+05	1.3061e-01	2.4900e-01	7.4206e-02	2.9269e-02	2.0512e-01	2.6366e-01	4.4937e-02	-2.7767e-18	3.8281e-01	
2.0877e-03	1.0732e+03	1.0000e+05	1.3081e-01	2.4862e-01	7.3327e-02	2.8996e-02	2.0657e-01	2.6456e-01	4.4331e-02	-9.3131e-17	3.8222e-01	
2.1238e-03	1.0732e+03	1.0000e+05	1.3101e-01	2.4825e-01	7.2466e-02	2.8727e-02	2.0799e-01	2.6544e-01	4.3739e-02	5.2749e-17	3.8165e-01	
2.1599e-03	1.0732e+03	1.0000e+05	1.3120e-01	2.4788e-01	7.1624e-02	2.8462e-02	2.0937e-01	2.6629e-01	4.3162e-02	-8.0371e-18	3.8108e-01	
2.1960e-03	1.0732e+03	1.0000e+05	1.3139e-01	2.4753e-01	7.0799e-02	2.8200e-02	2.1074e-01	2.6713e-01	4.2598e-02	-1.4697e-17	3.8053e-01	
2.2616e-03	1.0732e+03	1.0000e+05	1.3173e-01	2.4689e-01	6.9342e-02	2.7734e-02	2.1314e-01	2.6861e-01	4.1607e-02	1.2185e-17	3.7956e-01	
2.3272e-03	1.0732e+03	1.0000e+05	1.3206e-01	2.4629e-01	6.7938e-02	2.7280e-02	2.1547e-01	2.7003e-01	4.0658e-02	2.4761e-18	3.7863e-01	
2.3928e-03	1.0732e+03	1.0000e+05	1.3237e-01	2.4570e-01	6.6584e-02	2.6837e-02	2.1772e-01	2.7139e-01	3.9747e-02	-2.6103e-17	3.7772e-01	
2.4584e-03	1.0732e+03	1.0000e+05	1.3268e-01	2.4513e-01	6.5278e-02	2.6406e-02	2.1989e-01	2.7270e-01	3.8872e-02	1.9072e-17	3.7685e-01	
2.5678e-03	1.0732e+03	1.0000e+05	1.3317e-01	2.4423e-01	6.3198e-02	2.5710e-02	2.2336e-01	2.7478e-01	3.7488e-02	-1.4400e-18	3.7547e-01	
2.6772e-03	1.0732e+03	1.0000e+05	1.3363e-01	2.4338e-01	6.1234e-02	2.5044e-02	2.2665e-01	2.7673e-01	3.6191e-02	-4.6191e-17	3.7416e-01	
2.7865e-03	1.0732e+03	1.0000e+05	1.3408e-01	2.4257e-01	5.9377e-02	2.4405e-02	2.2976e-01	2.7857e-01	3.4972e-02	-2.2319e-17	3.7292e-01	
2.8959e-03	1.0732e+03	1.0000e+05	1.3450e-01	2.4181e-01	5.7617e-02	2.3792e-02	2.3272e-01	2.8030e-01	3.3825e-02	2.4040e-17	3.7175e-01	
3.0053e-03	1.0732e+03	1.0000e+05	1.3490e-01	2.4109e-01	5.5949e-02	2.3205e-02	2.3553e-01	2.8194e-01	3.2744e-02	-8.8878e-18	3.7063e-01	
3.1147e-03	1.0732e+03	1.0000e+05	1.3529e-01	2.4040e-01	5.4365e-02	2.2641e-02	2.3821e-01	2.8349e-01	3.1724e-02	-2.5915e-17	3.6958e-01	
3.2241e-03	1.0732e+03	1.0000e+05	1.3566e-01	2.3975e-01	5.2860e-02	2.2100e-02	2.4076e-01	2.8495e-01	3.0760e-02	1.8320e-17	3.6857e-01	
3.3335e-03	1.0732e+03	1.0000e+05	1.3601e-01	2.3913e-01	5.1428e-02	2.1581e-02	2.4318e-01	2.8634e-01	2.9847e-02	1.6267e-17	3.6762e-01	
3.4428e-03	1.0732e+03	1.0000e+05	1.3635e-01	2.3854e-01	5.0064e-02	2.1082e-02	2.4550e-01	2.8766e-01	2.8982e-02	-2.8900e-17	3.6671e-01	
3.5522e-03	1.0732e+03	1.0000e+05	1.3667e-01	2.3797e-01	4.8764e-02	2.0603e-02	2.4771e-01	2.8891e-01	2.8161e-02	-6.2340e-18	3.6584e-01	
3.6616e-03	1.0732e+03	1.0000e+05	1.3698e-01	2.3743e-01	4.7525e-02	2.0142e-02	2.4983e-01	2.9011e-01	2.7382e-02	3.4653e-17	3.6502e-01	
3.8266e-03	1.0732e+03	1.0000e+05	1.3742e-01	2.3667e-01	4.5759e-02	1.9481e-02	2.5284e-01	2.9180e-01	2.6278e-02	-3.4253e-17	3.6384e-01	
3.9916e-03	1.0732e+03	1.0000e+05	1.3784e-01	2.3595e-01	4.4111e-02	1.8857e-02	2.5566e-01	2.9337e-01	2.5253e-02	-1.5430e-17	3.6274e-01	
4.1567e-03	1.0732e+03	1.0000e+05	1.3823e-01	2.3528e-01	4.2568e-02	1.8268e-02	2.5831e-01	2.9484e-01	2.4300e-02	1.6085e-16	3.6171e-01	
4.3217e-03	1.0732e+03	1.0000e+05	1.3860e-01	2.3466e-01	4.1122e-02	1.7712e-02	2.6079e-01	2.9621e-01	2.3410e-02	-3.6523e-17	3.6075e-01	
4.4867e-03	1.0732e+03	1.0000e+05	1.3895e-01	2.3407e-01	3.9766e-02	1.7186e-02	2.6313e-01	2.9750e-01	2.2580e-02	-2.8312e-16	3.5985e-01	
4.6517e-03	1.0732e+03	1.0000e+05	1.3928e-01	2.3352e-01	3.8491e-02	1.6688e-02	2.6533e-01	2.9870e-01	2.1803e-02	2.2369e-16	3.5900e-01	
4.8167e-03	1.0732e+03	1.0000e+05	1.3959e-01	2.3300e-01	3.7291e-02	1.6217e-02	2.6740e-01	2.9983e-01	2.1075e-02	4.4265e-16	3.5820e-01	
4.9817e-03	1.0732e+03	1.0000e+05	1.3988e-01	2.3251e-01	3.6162e-02	1.5770e-02	2.6935e-01	3.0089e-01	2.0391e-02	-7.2307e-16	3.5744e-01	
5.1467e-03	1.0732e+03	1.0000e+05	1.4016e-01	2.3204e-01	3.5096e-02	1.5347e-02	2.7119e-01	3.0188e-01	1.9750e-02	-5.5382e-16	3.5673e-01	
5.3117e-03	1.0732e+03	1.0000e+05	1.4043e-01	2.3161e-01	3.4090e-02	1.4944e-02	2.7294e-01	3.0282e-01	1.9146e-02	1.8687e-15	3.5606e-01	
5.4768e-03	1.0732e+03	1.0000e+05	1.4068e-01	2.3120e-01	3.3140e-02	1.4563e-02	2.7459e-01	3.0371e-01	1.8577e-02	2.5774e-16	3.5543e-01	
5.6418e-03	1.0732e+03	1.0000e+05	1.4091e-01	2.3081e-01	3.2241e-02	1.4200e-02	2.7615e-01	3.0454e-01	1.8041e-02	-7.7537e-16	3.5483e-01	
5.8068e-03	1.0732e+03	1.0000e+05	1.4114e-01	2.3044e-01	3.1389e-02	1.3854e-02	2.7763e-01	3.0533e-01	1.7535e-02	5.2964e-15	3.5426e-01	
5.9718e-03	1.0732e+03	1.0000e+05	1.4135e-01	2.3009e-01	3.0583e-02	1.3526e-02	2.7903e-01	3.0608e-01	1.7057e-02	3.8624e-15	3.5372e-01	
6.0823e-03	1.0732e+03	1.0000e+05	1.4149e-01	2.2986e-01	3.0065e-02	1.3315e-02	2.7993e-01	3.0656e-01	1.6750e-02	-5.1317e-18	3.5338e-01	
6.1929e-03	1.0732e+03	1.0000e+05	1.4163e-01	2.2965e-01	2.9566e-02	1.3111e-02	2.8080e-01	3.0702e-01	1.6455e-02	1.6690e-17	3.5304e-01	
6.3034e-03	1.0732e+03	1.0000e+05	1.4175e-01	2.2944e-01	2.9084e-02	1.2913e-02	2.8164e-01	3.0747e-01	1.6171e-02	-2.0202e-15	3.5272e-01	
6.4140e-03	1.0732e+03	1.0000e+05	1.4188e-01	2.2924e-01	2.8619e-02	1.2722e-02	2.8245e-01	3.0790e-01	1.5897e-02	-4.1705e-15	3.5241e-01	
6.5245e-03	1.0732e+03	1.0000e+05	1.4200e-01	2.2904e-01	2.8168e-02	1.2536e-02	2.8324e-01	3.0831e-01	1.5632e-02	3.2630e-15	3.5211e-01	
6.6351e-03	1.0732e+03	1.0000e+05	1.4212e-01	2.2885e-01	2.7733e-02	1.2356e-02	2.8400e-01	3.0871e-01	1.5377e-02	-2.8193e-16	3.5182e-01	
6.7456e-03	1.0732e+03	1.0000e+05	1.4223e-01	2.2867e-01	2.7312e-02	1.2182e-02	2.8474e-01	3.0910e-01	1.5130e-02	-9.1097e-16	3.5154e-01	
6.8561e-03	1.0732e+03	1.0000e+05	1.4234e-01	2.2849e-01	2.6905e-02	1.2014e-02	2.8545e-01	3.0947e-01	1.4892e-02	8.8824e-16	3.5127e-01	
6.9667e-03	1.0732e+03	1.0000e+05	1.4245e-01	2.2832e-01	2.6511e-02	1.1850e-02	2.8614e-01	3.0983e-01	1.4661e-02	-3.5035e-16	3.5101e-01	
7.0772e-03	1.0732e+03	1.0000e+05	1.4255e-01	2.2816e-01	2.6130e-02	1.1691e-02	2.8680e-01	3.1018e-01	1.4439e-02	-2.3140e-16	3.5075e-01	
7.1878e-03	1.0732e+03	1.0000e+05	1.4265e-01	2.2800e-01	2.5761e-02	1.1537e-02	2.8745e-01	3.1052e-01	1.4224e-02	4.2820e-16	3.5051e-01	
7.2983e-03	1.0732e+03	1.0000e+05	1.4275e-01	2.2784e-01	2.5403e-02	1.1388e-02	2.8807e-01	3.1085e-01	1.4015e-02	-2.3564e-16	3.5027e-01	
7.5256e-03	1.0732e+03	1.0000e+05	1.4294e-01	2.2754e-01	2.4703e-02	1.1095e-02	2.8930e-01	3.1149e-01	1.3608e-02	-5.0847e-18	3.4980e-01	
7.6761e-03	1.0732e+03	1.0000e+05	1.4306e-01	2.2735e-01	2.4263e-02	1.0910e-02	2.9007e-01	3.1189e-01	1.3353e-02	9.5154e-18	3.4951e-01	
7.8266e-03	1.0732e+03	1.0000e+05	1.4317e-01	2.2716e-01	2.3842e-02	1.0733e-02	2.9081e-01	3.1228e-01	1.3109e-02	-6.3889e-16	3.4923e-01	
7.9772e-03	1.0732e+03	1.0000e+05	1.4328e-01	2.2699e-01	2.3438e-02	1.0562e-02	2.9152e-01	3.1264e-01	1.2875e-02	2.1646e-16	3.4896e-01	
8.1277e-03	1.0732e+03	1.0000e+05	1.4339e-01	2.2682e-01	2.3050e-02	1.0399e-02	2.9220e-01	3.1300e-01	1.2651e-02	2.2187e-16	3.4870e-01	
8.2782e-03	1.0732e+03	1.0000e+05	1.4349e-01	2.2666e-01	2.2678e-02	1.0241e-02	2.9286e-01	3.1334e-01	1.2436e-02	-3.8540e-16	3.4845e-01	
8.4287e-03	1.0732e+03	1.0000e+05	1.4359e-01	2.2650e-01	2.2320e-02	1.0090e-02	2.9348e-01	3.1366e-01	1.2230e-02	1.9782e-16	3.4821e-01	
8.5792e-03	1.0732e+03	1.0000e+05	1.4368e-01	2.2636e-01	2.1977e-02	9.9441e-03	2.9409e-01	3.1397e-01	1.2033e-02	1.6727e-16	3.4799e-01	
8.8164e-03	1.0732e+03	1.0000e+05	1.4383e-01	2.2613e-01	2.1463e-02	9.7255e-03	2.9499e-01	3.1444e-01	1.1737e-02	-3.0339e-17	3.4764e-01	
9.0535e-03	1.0732e+03	1.0000e+05	1.4396e-01	2.2592e-01	2.0980e-02	9.5196e-03	2.9584e-01	3.1488e-01	1.1460e-02	-9.4393e-16	3.4732e-01	
9.2907e-03	1.0732e+03	1.0000e+05	1.4408e-01	2.2573e-01	2.0525e-02	9.3254e-03	2.9664e-01	3.1529e-01	1.1200e-02	-5.8867e-16	3.4702e-01	
9.5278e-03	1.0732e+03	1.0000e+05	1.4420e-01	2.2554e-01	2.0097e-02	9.1423e-03	2.9740e-01	3.1568e-01	1.0955e-02	1.6228e-16	3.4673e-01	
9.7650e-03	1.0732e+03	1.0000e+05	1.4432e-01	2.2537e-01	1.9694e-02	8.9694e-03	2.9811e-01	3.1604e-01	1.0725e-02	-7.6137e-17	3.4646e-01	
1.0002e-02	1.0732e+03	1.0000e+05	1.4442e-01	2.2520e-01	1.9314e-02	8.8061e-03	2.9878e-01	3.1639e-01	1.0508e-02	-1.4287e-16	3.4621e-01	
1.0239e-02	1.0732e+03	1.0000e+05	1.4452e-01	2.2505e-01	1.8955e-02	8.6518e-03	2.9941e-01	3.1671e-01	1.0304e-02	1.4954e-16	3.4597e-01	
1.0603e-02	1.0732e+03	1.0000e+05	1.4466e-01	2.2482e-01	1.8444e-02	8.4313e-03	3.0031e-01	3.1717e-01	1.0013e-02	-1.2576e-17	3.4563e-01	
1.0967e-02	1.0732e+03	1.0000e+05	1.4479e-01	2.2462e-01	1.7975e-02	8.2286e-03	3.0114e-01	3.1759e-01	9.7466e-03	-1.3315e-17	3.4532e-01	
1.1331e-02	1.0732e+03	1.0000e+05	1.4491e-01	2.2443e-01	1.7545e-02	8.0423e-03	3.0190e-01	3.1798e-01	9.5027e-03	3.4518e-16	3.4503e-01	
1.1695e-02	1.0732e+03	1.0000e+05	1.4503e-01	2.2426e-01	1.7150e-02	7.8708e-03	3.0260e-01	3.1834e-01	9.2789e-03	-1.0203e-16	3.4477e-01	
1.2059e-02	1.0732e+03	1.0000e+05	1.4513e-01	2.2410e-01	1.6786e-02	7.7128e-03	3.0324e-01	3.1866e-01	9.0734e-03	-2.5000e-16	3.4452e-01	
1.2423e-02	1.0732e+03	1.0000e+05	1.4522e-01	2.2396e-01	1.6451e-02	7.5671e-03	3.0383e-01	3.1896e-01	8.8844e-03	3.5771e-16	3.4430e-01	
1.2787e-02	1.0732e+03	1.0000e+05	1.4531e-01	2.2383e-01	1.6143e-02	7.4326e-03	3.0438e-01	3.1924e-01	8.7104e-03	-5.1076e-17	3.4410e-01	
1.3151e-02	1.0732e+03	1.0000e+05	1.4539e-01	2.2370e-01	1.5859e-02	7.3084e-03	3.0488e-01	3.1950e-01	8.5501e-03	-4.0775e-16	3.4391e-01	
1.3514e-02	1.0732e+03	1.0000e+05	1.4546e-01	2.2359e-01	1.5596e-02	7.1936e-03	3.0535e-01	3.1973e-01	8.4023e-03	4.5765e-16	3.4373e-01	
1.4221e-02	1.0732e+03	1.0000e+05	1.4559e-01	2.2339e-01	1.5142e-02	6.9947e-03	3.0615e-01	3.2014e-01	8.1470e-03	-8.0273e-18	3.4343e-01	
1.4928e-02	1.0732e+03	1.0000e+05	1.4570e-01	2.2322e-01	1.4751e-02	6.8235e-03	3.0684e-01	3.2049e-01	7.9279e-03	-2.5047e-16	3.4317e-01	
1.5415e-02	1.0732e+03	1.0000e+05	1.4577e-01	2.2312e-01	1.4514e-02	6.7193e-03	3.0726e-01	3.2070e-01	7.7948e-03	-1.9925e-17	3.4301e-01	
1.5903e-02	1.0732e+03	1.0000e+05	1.4583e-01	2.2303e-01	1.4300e-02	6.6250e-03	3.0764e-01	3.2089e-01	7.6747e-03	-1.8788e-16	3.4287e-01	
