         t	         T	         p	       rho	       CH4	       H2O	        H2	        CO	       CO2	        O2	        N2	
9.1994e-02	1.0732e+03	1.0004e+05	2.5240e-01	2.4969e-01	2.4967e-01	6.4484e-04	1.9564e-04	1.4131e-05	6.4103e-15	4.9979e-01	
9.4186e-02	1.0732e+03	1.0004e+05	2.5240e-01	2.4968e-01	2.4966e-01	6.6135e-04	2.0031e-04	1.4763e-05	6.5142e-15	4.9978e-01	
9.6379e-02	1.0732e+03	1.0004e+05	2.5240e-01	2.4967e-01	2.4965e-01	6.7791e-04	2.0497e-04	1.5407e-05	6.6154e-15	4.9978e-01	
9.8571e-02	1.0732e+03	1.0005e+05	2.5240e-01	2.4966e-01	2.4964e-01	6.9451e-04	2.0963e-04	1.6063e-05	6.7140e-15	4.9977e-01	
1.0076e-01	1.0732e+03	1.0005e+05	2.5240e-01	2.4965e-01	2.4964e-01	7.1115e-04	2.1429e-04	1.6732e-05	6.8101e-15	4.9977e-01	
1.0296e-01	1.0732e+03	1.0005e+05	2.5240e-01	2.4965e-01	2.4963e-01	7.2784e-04	2.1894e-04	1.7412e-05	6.9034e-15	4.9976e-01	
1.0515e-01	1.0732e+03	1.0005e+05	2.5240e-01	2.4964e-01	2.4962e-01	7.4456e-04	2.2360e-04	1.8104e-05	6.9942e-15	4.9976e-01	
1.0734e-01	1.0732e+03	1.0005e+05	2.5240e-01	2.4963e-01	2.4961e-01	7.6133e-04	2.2825e-04	1.8808e-05	7.0823e-15	4.9975e-01	
1.0953e-01	1.0732e+03	1.0005e+05	2.5240e-01	2.4962e-01	2.4960e-01	7.7813e-04	2.3290e-04	1.9523e-05	7.1679e-15	4.9975e-01	
1.1173e-01	1.0732e+03	1.0005e+05	2.5240e-01	2.4961e-01	2.4959e-01	7.9497e-04	2.3754e-04	2.0250e-05	7.2512e-15	4.9974e-01	
1.1392e-01	1.0732e+03	1.0005e+05	2.5240e-01	2.4960e-01	2.4958e-01	8.1185e-04	2.4219e-04	2.0987e-05	7.3312e-15	4.9974e-01	
1.1611e-01	1.0732e+03	1.0005e+05	2.5240e-01	2.4960e-01	2.4957e-01	8.2876e-04	2.4683e-04	2.1737e-05	7.4095e-15	4.9973e-01	
1.1830e-01	1.0732e+03	1.0005e+05	2.5240e-01	2.4959e-01	2.4957e-01	8.4571e-04	2.5147e-04	2.2497e-05	7.4846e-15	4.9973e-01	
1.2050e-01	1.0732e+03	1.0006e+05	2.5240e-01	2.4958e-01	2.4956e-01	8.6270e-04	2.5610e-04	2.3268e-05	7.5575e-15	4.9972e-01	
1.2269e-01	1.0732e+03	1.0006e+05	2.5240e-01	2.4957e-01	2.4955e-01	8.7971e-04	2.6073e-04	2.4050e-05	7.6278e-15	4.9971e-01	
1.2488e-01	1.0732e+03	1.0006e+05	2.5240e-01	2.4956e-01	2.4954e-01	8.9676e-04	2.6536e-04	2.4843e-05	7.6957e-15	4.9971e-01	
1.2707e-01	1.0732e+03	1.0006e+05	2.5240e-01	2.4956e-01	2.4953e-01	9.1384e-04	2.6998e-04	2.5646e-05	7.7611e-15	4.9970e-01	
1.2927e-01	1.0732e+03	1.0006e+05	2.5240e-01	2.4955e-01	2.4952e-01	9.3095e-04	2.7460e-04	2.6460e-05	7.8240e-15	4.9970e-01	
1.3146e-01	1.0732e+03	1.0006e+05	2.5240e-01	2.4954e-01	2.4951e-01	9.4809e-04	2.7922e-04	2.7284e-05	7.8845e-15	4.9969e-01	
1.3365e-01	1.0732e+03	1.0006e+05	2.5240e-01	2.4953e-01	2.4950e-01	9.6526e-04	2.8383e-04	2.8119e-05	7.9425e-15	4.9969e-01	
1.3584e-01	1.0732e+03	1.0006e+05	2.5240e-01	2.4952e-01	2.4949e-01	9.8246e-04	2.8844e-04	2.8964e-05	7.9981e-15	4.9968e-01	
1.3804e-01	1.0732e+03	1.0006e+05	2.5240e-01	2.4952e-01	2.4949e-01	9.9969e-04	2.9304e-04	2.9818e-05	8.0514e-15	4.9968e-01	
1.4023e-01	1.0732e+03	1.0007e+05	2.5240e-01	2.4951e-01	2.4948e-01	1.0169e-03	2.9764e-04	3.0683e-05	8.1023e-15	4.9967e-01	
1.4242e-01	1.0732e+03	1.0007e+05	2.5240e-01	2.4950e-01	2.4947e-01	1.0342e-03	3.0224e-04	3.1557e-05	8.1509e-15	4.9967e-01	
1.4461e-01	1.0732e+03	1.0007e+05	2.5240e-01	2.4949e-01	2.4946e-01	1.0515e-03	3.0683e-04	3.2442e-05	8.1972e-15	4.9966e-01	
1.4681e-01	1.0732e+03	1.0007e+05	2.5240e-01	2.4948e-01	2.4945e-01	1.0688e-03	3.1141e-04	3.3335e-05	8.2411e-15	4.9965e-01	
1.4900e-01	1.0732e+03	1.0007e+05	2.5240e-01	2.4947e-01	2.4944e-01	1.0862e-03	3.1599e-04	3.4239e-05	8.2827e-15	4.9965e-01	
1.5119e-01	1.0732e+03	1.0007e+05	2.5240e-01	2.4947e-01	2.4943e-01	1.1036e-03	3.2057e-04	3.5151e-05	8.3222e-15	4.9964e-01	
1.5338e-01	1.0732e+03	1.0007e+05	2.5240e-01	2.4946e-01	2.4942e-01	1.1210e-03	3.2514e-04	3.6073e-05	8.3593e-15	4.9964e-01	
1.5558e-01	1.0732e+03	1.0007e+05	2.5240e-01	2.4945e-01	2.4941e-01	1.1384e-03	3.2970e-04	3.7004e-05	8.3944e-15	4.9963e-01	
1.5777e-01	1.0732e+03	1.0007e+05	2.5240e-01	2.4944e-01	2.4940e-01	1.1558e-03	3.3426e-04	3.7944e-05	8.4272e-15	4.9963e-01	
1.5996e-01	1.0732e+03	1.0008e+05	2.5240e-01	2.4943e-01	2.4939e-01	1.1733e-03	3.3882e-04	3.8893e-05	8.4579e-15	4.9962e-01	
1.6215e-01	1.0732e+03	1.0008e+05	2.5240e-01	2.4942e-01	2.4938e-01	1.1907e-03	3.4336e-04	3.9851e-05	8.4865e-15	4.9962e-01	
1.6435e-01	1.0732e+03	1.0008e+05	2.5240e-01	2.4942e-01	2.4938e-01	1.2082e-03	3.4791e-04	4.0818e-05	8.5130e-15	4.9961e-01	
1.6654e-01	1.0732e+03	1.0008e+05	2.5240e-01	2.4941e-01	2.4937e-01	1.2257e-03	3.5244e-04	4.1793e-05	8.5374e-15	4.9961e-01	
1.6873e-01	1.0732e+03	1.0008e+05	2.5240e-01	2.4940e-01	2.4936e-01	1.2432e-03	3.5697e-04	4.2777e-05	8.5597e-15	4.9960e-01	
1.7092e-01	1.0732e+03	1.0008e+05	2.5240e-01	2.4939e-01	2.4935e-01	1.2608e-03	3.6149e-04	4.3769e-05	8.5802e-15	4.9959e-01	
1.7312e-01	1.0732e+03	1.0008e+05	2.5240e-01	2.4938e-01	2.4934e-01	1.2783e-03	3.6601e-04	4.4769e-05	8.5985e-15	4.9959e-01	
1.7531e-01	1.0732e+03	1.0008e+05	2.5240e-01	2.4938e-01	2.4933e-01	1.2959e-03	3.7052e-04	4.5778e-05	8.6149e-15	4.9958e-01	
1.7750e-01	1.0732e+03	1.0008e+05	2.5240e-01	2.4937e-01	2.4932e-01	1.3134e-03	3.7503e-04	4.6795e-05	8.6294e-15	4.9958e-01	
1.7969e-01	1.0732e+03	1.0009e+05	2.5240e-01	2.4936e-01	2.4931e-01	1.3310e-03	3.7952e-04	4.7819e-05	8.6420e-15	4.9957e-01	
1.8189e-01	1.0732e+03	1.0009e+05	2.5240e-01	2.4935e-01	2.4930e-01	1.3486e-03	3.8402e-04	4.8852e-05	8.6527e-15	4.9957e-01	
1.8408e-01	1.0732e+03	1.0009e+05	2.5240e-01	2.4934e-01	2.4929e-01	1.3662e-03	3.8850e-04	4.9892e-05	8.6616e-15	4.9956e-01	
1.8755e-01	1.0732e+03	1.0009e+05	2.5240e-01	2.4933e-01	2.4928e-01	1.3941e-03	3.9558e-04	5.1553e-05	8.6720e-15	4.9955e-01	
1.9102e-01	1.0732e+03	1.0009e+05	2.5240e-01	2.4932e-01	2.4926e-01	1.4220e-03	4.0264e-04	5.3233e-05	8.6780e-15	4.9954e-01	
1.9448e-01	1.0732e+03	1.0009e+05	2.5240e-01	2.4930e-01	2.4925e-01	1.4499e-03	4.0968e-04	5.4931e-05	8.6797e-15	4.9953e-01	
1.9795e-01	1.0732e+03	1.0009e+05	2.5240e-01	2.4929e-01	2.4923e-01	1.4778e-03	4.1670e-04	5.6648e-05	8.6772e-15	4.9953e-01	
2.0142e-01	1.0732e+03	1.0010e+05	2.5240e-01	2.4928e-01	2.4922e-01	1.5058e-03	4.2371e-04	5.8382e-05	8.6708e-15	4.9952e-01	
2.0489e-01	1.0732e+03	1.0010e+05	2.5240e-01	2.4926e-01	2.4920e-01	1.5337e-03	4.3069e-04	6.0133e-05	8.6603e-15	4.9951e-01	
2.0835e-01	1.0732e+03	1.0010e+05	2.5240e-01	2.4925e-01	2.4919e-01	1.5617e-03	4.3766e-04	6.1902e-05	8.6461e-15	4.9950e-01	
2.1182e-01	1.0732e+03	1.0010e+05	2.5240e-01	2.4924e-01	2.4917e-01	1.5897e-03	4.4460e-04	6.3687e-05	8.6282e-15	4.9949e-01	
2.1529e-01	1.0732e+03	1.0010e+05	2.5240e-01	2.4922e-01	2.4916e-01	1.6177e-03	4.5153e-04	6.5488e-05	8.6067e-15	4.9948e-01	
2.1876e-01	1.0732e+03	1.0011e+05	2.5240e-01	2.4921e-01	2.4914e-01	1.6456e-03	4.5844e-04	6.7305e-05	8.5818e-15	4.9947e-01	
2.2222e-01	1.0732e+03	1.0011e+05	2.5240e-01	2.4920e-01	2.4913e-01	1.6736e-03	4.6532e-04	6.9138e-05	8.5537e-15	4.9947e-01	
2.2569e-01	1.0732e+03	1.0011e+05	2.5240e-01	2.4918e-01	2.4911e-01	1.7016e-03	4.7219e-04	7.0986e-05	8.5222e-15	4.9946e-01	
2.2916e-01	1.0732e+03	1.0011e+05	2.5240e-01	2.4917e-01	2.4910e-01	1.7296e-03	4.7903e-04	7.2849e-05	8.4879e-15	4.9945e-01	
2.3263e-01	1.0732e+03	1.0011e+05	2.5240e-01	2.4916e-01	2.4908e-01	1.7575e-03	4.8585e-04	7.4727e-05	8.4504e-15	4.9944e-01	
2.3609e-01	1.0732e+03	1.0011e+05	2.5240e-01	2.4915e-01	2.4907e-01	1.7855e-03	4.9265e-04	7.6619e-05	8.4103e-15	4.9943e-01	
2.3956e-01	1.0732e+03	1.0012e+05	2.5240e-01	2.4913e-01	2.4905e-01	1.8135e-03	4.9943e-04	7.8525e-05	8.3673e-15	4.9942e-01	
2.4303e-01	1.0732e+03	1.0012e+05	2.5240e-01	2.4912e-01	2.4904e-01	1.8414e-03	5.0619e-04	8.0444e-05	8.3220e-15	4.9941e-01	
2.4650e-01	1.0732e+03	1.0012e+05	2.5240e-01	2.4911e-01	2.4902e-01	1.8693e-03	5.1293e-04	8.2377e-05	8.2740e-15	4.9940e-01	
2.4996e-01	1.0732e+03	1.0012e+05	2.5240e-01	2.4909e-01	2.4901e-01	1.8973e-03	5.1964e-04	8.4323e-05	8.2237e-15	4.9940e-01	
2.5343e-01	1.0732e+03	1.0012e+05	2.5240e-01	2.4908e-01	2.4899e-01	1.9252e-03	5.2633e-04	8.6282e-05	8.1712e-15	4.9939e-01	
2.5690e-01	1.0732e+03	1.0012e+05	2.5240e-01	2.4907e-01	2.4898e-01	1.9531e-03	5.3300e-04	8.8254e-05	8.1167e-15	4.9938e-01	
2.6037e-01	1.0732e+03	1.0013e+05	2.5240e-01	2.4905e-01	2.4896e-01	1.9809e-03	5.3965e-04	9.0237e-05	8.0600e-15	4.9937e-01	
2.6384e-01	1.0732e+03	1.0013e+05	2.5240e-01	2.4904e-01	2.4895e-01	2.0088e-03	5.4627e-04	9.2233e-05	8.0014e-15	4.9936e-01	
2.6730e-01	1.0732e+03	1.0013e+05	2.5240e-01	2.4903e-01	2.4893e-01	2.0366e-03	5.5287e-04	9.4241e-05	7.9413e-15	4.9935e-01	
2.7077e-01	1.0732e+03	1.0013e+05	2.5240e-01	2.4902e-01	2.4892e-01	2.0644e-03	5.5945e-04	9.6260e-05	7.8793e-15	4.9934e-01	
2.7424e-01	1.0732e+03	1.0013e+05	2.5240e-01	2.4900e-01	2.4890e-01	2.0922e-03	5.6601e-04	9.8290e-05	7.8157e-15	4.9934e-01	
2.7771e-01	1.0732e+03	1.0013e+05	2.5240e-01	2.4899e-01	2.4889e-01	2.1199e-03	5.7254e-04	1.0033e-04	7.7506e-15	4.9933e-01	
2.7990e-01	1.0732e+03	1.0014e+05	2.5240e-01	2.4898e-01	2.4888e-01	2.1375e-03	5.7666e-04	1.0163e-04	7.7086e-15	4.9932e-01	
2.8210e-01	1.0732e+03	1.0014e+05	2.5240e-01	2.4897e-01	2.4887e-01	2.1550e-03	5.8077e-04	1.0293e-04	7.6663e-15	4.9932e-01	
2.8429e-01	1.0732e+03	1.0014e+05	2.5240e-01	2.4897e-01	2.4886e-01	2.1726e-03	5.8488e-04	1.0424e-04	7.6232e-15	4.9931e-01	
2.8648e-01	1.0732e+03	1.0014e+05	2.5240e-01	2.4896e-01	2.4885e-01	2.1901e-03	5.8897e-04	1.0555e-04	7.5797e-15	4.9931e-01	
2.8868e-01	1.0732e+03	1.0014e+05	2.5240e-01	2.4895e-01	2.4884e-01	2.2076e-03	5.9306e-04	1.0686e-04	7.5357e-15	4.9930e-01	
2.9087e-01	1.0732e+03	1.0014e+05	2.5240e-01	2.4894e-01	2.4883e-01	2.2251e-03	5.9714e-04	1.0818e-04	7.4914e-15	4.9929e-01	
2.9307e-01	1.0732e+03	1.0014e+05	2.5240e-01	2.4893e-01	2.4882e-01	2.2426e-03	6.0120e-04	1.0950e-04	7.4465e-15	4.9929e-01	
2.9526e-01	1.0732e+03	1.0014e+05	2.5240e-01	2.4893e-01	2.4881e-01	2.2601e-03	6.0526e-04	1.1083e-04	7.4014e-15	4.9928e-01	
2.9746e-01	1.0732e+03	1.0014e+05	2.5240e-01	2.4892e-01	2.4881e-01	2.2775e-03	6.0931e-04	1.1216e-04	7.3561e-15	4.9928e-01	
2.9965e-01	1.0732e+03	1.0015e+05	2.5240e-01	2.4891e-01	2.4880e-01	2.2950e-03	6.1335e-04	1.1349e-04	7.3099e-15	4.9927e-01	
3.0185e-01	1.0732e+03	1.0015e+05	2.5240e-01	2.4890e-01	2.4879e-01	2.3124e-03	6.1738e-04	1.1483e-04	7.2635e-15	4.9927e-01	
3.0537e-01	1.0732e+03	1.0015e+05	2.5240e-01	2.4889e-01	2.4877e-01	2.3404e-03	6.2383e-04	1.1698e-04	7.1886e-15	4.9926e-01	
3.0890e-01	1.0732e+03	1.0015e+05	2.5240e-01	2.4888e-01	2.4876e-01	2.3683e-03	6.3026e-04	1.1915e-04	7.1129e-15	4.9925e-01	
3.1242e-01	1.0732e+03	1.0015e+05	2.5240e-01	2.4886e-01	2.4874e-01	2.3962e-03	6.3666e-04	1.2132e-04	7.0365e-15	4.9924e-01	
3.1594e-01	1.0732e+03	1.0015e+05	2.5240e-01	2.4885e-01	2.4873e-01	2.4241e-03	6.4304e-04	1.2350e-04	6.9597e-15	4.9923e-01	
3.1947e-01	1.0732e+03	1.0016e+05	2.5240e-01	2.4884e-01	2.4871e-01	2.4519e-03	6.4939e-04	1.2569e-04	6.8823e-15	4.9922e-01	
3.2541e-01	1.0732e+03	1.0016e+05	2.5240e-01	2.4882e-01	2.4869e-01	2.4987e-03	6.6006e-04	1.2941e-04	6.7509e-15	4.9921e-01	
3.3136e-01	1.0732e+03	1.0016e+05	2.5240e-01	2.4879e-01	2.4866e-01	2.5455e-03	6.7066e-04	1.3315e-04	6.6184e-15	4.9920e-01	
3.3731e-01	1.0732e+03	1.0016e+05	2.5240e-01	2.4877e-01	2.4864e-01	2.5921e-03	6.8119e-04	1.3691e-04	6.4858e-15	4.9918e-01	
3.4325e-01	1.0732e+03	1.0017e+05	2.5240e-01	2.4875e-01	2.4861e-01	2.6387e-03	6.9166e-04	1.4069e-04	6.3525e-15	4.9917e-01	
3.4920e-01	1.0732e+03	1.0017e+05	2.5240e-01	2.4873e-01	2.4859e-01	2.6851e-03	7.0206e-04	1.4449e-04	6.2192e-15	4.9915e-01	
3.5515e-01	1.0732e+03	1.0017e+05	2.5240e-01	2.4871e-01	2.4856e-01	2.7313e-03	7.1239e-04	1.4832e-04	6.0867e-15	4.9914e-01	
3.6109e-01	1.0732e+03	1.0018e+05	2.5240e-01	2.4869e-01	2.4854e-01	2.7775e-03	7.2265e-04	1.5216e-04	5.9540e-15	4.9912e-01	
3.6704e-01	1.0732e+03	1.0018e+05	2.5240e-01	2.4867e-01	2.4851e-01	2.8235e-03	7.3285e-04	1.5602e-04	5.8224e-15	4.9911e-01	
3.7299e-01	1.0732e+03	1.0018e+05	2.5240e-01	2.4865e-01	2.4849e-01	2.8694e-03	7.4298e-04	1.5990e-04	5.6917e-15	4.9910e-01	
3.7893e-01	1.0732e+03	1.0018e+05	2.5240e-01	2.4862e-01	2.4846e-01	2.9152e-03	7.5305e-04	1.6379e-04	5.5619e-15	4.9908e-01	
3.8488e-01	1.0732e+03	1.0019e+05	2.5240e-01	2.4860e-01	2.4844e-01	2.9608e-03	7.6305e-04	1.6771e-04	5.4337e-15	4.9907e-01	
3.9083e-01	1.0732e+03	1.0019e+05	2.5240e-01	2.4858e-01	2.4841e-01	3.0063e-03	7.7298e-04	1.7163e-04	5.3070e-15	4.9905e-01	
3.9677e-01	1.0732e+03	1.0019e+05	2.5240e-01	2.4856e-01	2.4839e-01	3.0517e-03	7.8285e-04	1.7558e-04	5.1813e-15	4.9904e-01	
4.0272e-01	1.0732e+03	1.0019e+05	2.5240e-01	2.4854e-01	2.4836e-01	3.0970e-03	7.9266e-04	1.7953e-04	5.0580e-15	4.9903e-01	
4.0867e-01	1.0732e+03	1.0020e+05	2.5240e-01	2.4852e-01	2.4834e-01	3.1421e-03	8.0240e-04	1.8350e-04	4.9360e-15	4.9901e-01	
4.1461e-01	1.0732e+03	1.0020e+05	2.5240e-01	2.4850e-01	2.4831e-01	3.1870e-03	8.1208e-04	1.8749e-04	4.8161e-15	4.9900e-01	
4.2056e-01	1.0732e+03	1.0020e+05	2.5240e-01	2.4848e-01	2.4829e-01	3.2319e-03	8.2170e-04	1.9149e-04	4.6984e-15	4.9899e-01	
4.2651e-01	1.0732e+03	1.0021e+05	2.5240e-01	2.4846e-01	2.4826e-01	3.2766e-03	8.3126e-04	1.9549e-04	4.5824e-15	4.9897e-01	
4.3245e-01	1.0732e+03	1.0021e+05	2.5241e-01	2.4844e-01	2.4824e-01	3.3212e-03	8.4075e-04	1.9952e-04	4.4688e-15	4.9896e-01	
4.3840e-01	1.0732e+03	1.0021e+05	2.5241e-01	2.4842e-01	2.4822e-01	3.3656e-03	8.5019e-04	2.0355e-04	4.3568e-15	4.9895e-01	
4.4435e-01	1.0732e+03	1.0021e+05	2.5241e-01	2.4840e-01	2.4819e-01	3.4099e-03	8.5956e-04	2.0759e-04	4.2479e-15	4.9893e-01	
4.5029e-01	1.0732e+03	1.0022e+05	2.5241e-01	2.4838e-01	2.4817e-01	3.4540e-03	8.6887e-04	2.1165e-04	4.1409e-15	4.9892e-01	
4.5624e-01	1.0732e+03	1.0022e+05	2.5241e-01	2.4836e-01	2.4814e-01	3.4980e-03	8.7813e-04	2.1571e-04	4.0362e-15	4.9891e-01	
4.6219e-01	1.0732e+03	1.0022e+05	2.5241e-01	2.4834e-01	2.4812e-01	3.5419e-03	8.8733e-04	2.1979e-04	3.9338e-15	4.9889e-01	
4.6813e-01	1.0732e+03	1.0022e+05	2.5241e-01	2.4832e-01	2.4810e-01	3.5857e-03	8.9646e-04	2.2387e-04	3.8338e-15	4.9888e-01	
4.7408e-01	1.0732e+03	1.0023e+05	2.5241e-01	2.4830e-01	2.4807e-01	3.6293e-03	9.0555e-04	2.2796e-04	3.7360e-15	4.9887e-01	
4.8003e-01	1.0732e+03	1.0023e+05	2.5241e-01	2.4828e-01	2.4805e-01	3.6727e-03	9.1457e-04	2.3206e-04	3.6407e-15	4.9885e-01	
4.8597e-01	1.0732e+03	1.0023e+05	2.5241e-01	2.4826e-01	2.4802e-01	3.7161e-03	9.2354e-04	2.3617e-04	3.5477e-15	4.9884e-01	
4.9192e-01	1.0732e+03	1.0024e+05	2.5241e-01	2.4824e-01	2.4800e-01	3.7593e-03	9.3245e-04	2.4029e-04	3.4570e-15	4.9883e-01	
4.9787e-01	1.0732e+03	1.0024e+05	2.5241e-01	2.4822e-01	2.4798e-01	3.8023e-03	9.4131e-04	2.4441e-04	3.3686e-15	4.9881e-01	
5.0381e-01	1.0732e+03	1.0024e+05	2.5241e-01	2.4820e-01	2.4795e-01	3.8453e-03	9.5011e-04	2.4854e-04	3.2825e-15	4.9880e-01	
5.0976e-01	1.0732e+03	1.0024e+05	2.5241e-01	2.4818e-01	2.4793e-01	3.8881e-03	9.5886e-04	2.5268e-04	3.1987e-15	4.9879e-01	
5.1571e-01	1.0732e+03	1.0025e+05	2.5241e-01	2.4816e-01	2.4791e-01	3.9307e-03	9.6755e-04	2.5683e-04	3.1171e-15	4.9878e-01	
5.2165e-01	1.0732e+03	1.0025e+05	2.5241e-01	2.4814e-01	2.4788e-01	3.9733e-03	9.7620e-04	2.6098e-04	3.0377e-15	4.9876e-01	
5.2760e-01	1.0732e+03	1.0025e+05	2.5241e-01	2.4812e-01	2.4786e-01	4.0157e-03	9.8479e-04	2.6513e-04	2.9606e-15	4.9875e-01	
5.3355e-01	1.0732e+03	1.0025e+05	2.5241e-01	2.4811e-01	2.4784e-01	4.0579e-03	9.9332e-04	2.6930e-04	2.8856e-15	4.9874e-01	
5.3949e-01	1.0732e+03	1.0026e+05	2.5241e-01	2.4809e-01	2.4781e-01	4.1001e-03	1.0018e-03	2.7347e-04	2.8127e-15	4.9872e-01	
5.4544e-01	1.0732e+03	1.0026e+05	2.5241e-01	2.4807e-01	2.4779e-01	4.1421e-03	1.0102e-03	2.7764e-04	2.7418e-15	4.9871e-01	
5.4878e-01	1.0732e+03	1.0026e+05	2.5241e-01	2.4806e-01	2.4778e-01	4.1656e-03	1.0150e-03	2.7998e-04	2.7030e-15	4.9870e-01	
5.5072e-01	1.0732e+03	1.0026e+05	2.5241e-01	2.4805e-01	2.4777e-01	4.1792e-03	1.0177e-03	2.8135e-04	2.6807e-15	4.9870e-01	
5.5266e-01	1.0732e+03	1.0026e+05	2.5241e-01	2.4804e-01	2.4776e-01	4.1929e-03	1.0204e-03	2.8272e-04	2.6586e-15	4.9870e-01	
5.5461e-01	1.0732e+03	1.0026e+05	2.5241e-01	2.4804e-01	2.4776e-01	4.2065e-03	1.0232e-03	2.8408e-04	2.6367e-15	4.9869e-01	
5.5655e-01	1.0732e+03	1.0026e+05	2.5241e-01	2.4803e-01	2.4775e-01	4.2202e-03	1.0259e-03	2.8545e-04	2.6150e-15	4.9869e-01	
5.5849e-01	1.0732e+03	1.0026e+05	2.5241e-01	2.4803e-01	2.4774e-01	4.2338e-03	1.0286e-03	2.8682e-04	2.5935e-15	4.9868e-01	
5.6044e-01	1.0732e+03	1.0026e+05	2.5241e-01	2.4802e-01	2.4773e-01	4.2474e-03	1.0313e-03	2.8819e-04	2.5722e-15	4.9868e-01	
5.6238e-01	1.0732e+03	1.0027e+05	2.5241e-01	2.4801e-01	2.4773e-01	4.2610e-03	1.0340e-03	2.8956e-04	2.5512e-15	4.9868e-01	
5.6432e-01	1.0732e+03	1.0027e+05	2.5241e-01	2.4801e-01	2.4772e-01	4.2746e-03	1.0367e-03	2.9093e-04	2.5303e-15	4.9867e-01	
5.6627e-01	1.0732e+03	1.0027e+05	2.5241e-01	2.4800e-01	2.4771e-01	4.2881e-03	1.0394e-03	2.9230e-04	2.5097e-15	4.9867e-01	
5.6821e-01	1.0732e+03	1.0027e+05	2.5241e-01	2.4800e-01	2.4770e-01	4.3017e-03	1.0421e-03	2.9367e-04	2.4892e-15	4.9866e-01	
5.7015e-01	1.0732e+03	1.0027e+05	2.5241e-01	2.4799e-01	2.4770e-01	4.3152e-03	1.0448e-03	2.9504e-04	2.4689e-15	4.9866e-01	
5.7210e-01	1.0732e+03	1.0027e+05	2.5241e-01	2.4798e-01	2.4769e-01	4.3287e-03	1.0475e-03	2.9641e-04	2.4489e-15	4.9866e-01	
5.7404e-01	1.0732e+03	1.0027e+05	2.5241e-01	2.4798e-01	2.4768e-01	4.3422e-03	1.0501e-03	2.9778e-04	2.4290e-15	4.9865e-01	
5.7598e-01	1.0732e+03	1.0027e+05	2.5241e-01	2.4797e-01	2.4767e-01	4.3557e-03	1.0528e-03	2.9915e-04	2.4094e-15	4.9865e-01	
5.7793e-01	1.0732e+03	1.0027e+05	2.5241e-01	2.4797e-01	2.4767e-01	4.3692e-03	1.0555e-03	3.0052e-04	2.3899e-15	4.9864e-01	
5.7987e-01	1.0732e+03	1.0027e+05	2.5241e-01	2.4796e-01	2.4766e-01	4.3827e-03	1.0581e-03	3.0190e-04	2.3706e-15	4.9864e-01	
5.8181e-01	1.0732e+03	1.0027e+05	2.5241e-01	2.4795e-01	2.4765e-01	4.3961e-03	1.0608e-03	3.0327e-04	2.3516e-15	4.9864e-01	
5.8376e-01	1.0732e+03	1.0027e+05	2.5241e-01	2.4795e-01	2.4764e-01	4.4096e-03	1.0634e-03	3.0464e-04	2.3327e-15	4.9863e-01	
5.8570e-01	1.0732e+03	1.0028e+05	2.5241e-01	2.4794e-01	2.4764e-01	4.4230e-03	1.0661e-03	3.0602e-04	2.3140e-15	4.9863e-01	
5.8764e-01	1.0732e+03	1.0028e+05	2.5241e-01	2.4794e-01	2.4763e-01	4.4364e-03	1.0687e-03	3.0739e-04	2.2954e-15	4.9862e-01	
5.8959e-01	1.0732e+03	1.0028e+05	2.5241e-01	2.4793e-01	2.4762e-01	4.4498e-03	1.0713e-03	3.0877e-04	2.2771e-15	4.9862e-01	
5.9153e-01	1.0732e+03	1.0028e+05	2.5241e-01	2.4792e-01	2.4761e-01	4.4632e-03	1.0740e-03	3.1014e-04	2.2590e-15	4.9862e-01	
5.9347e-01	1.0732e+03	1.0028e+05	2.5241e-01	2.4792e-01	2.4761e-01	4.4766e-03	1.0766e-03	3.1152e-04	2.2410e-15	4.9861e-01	
5.9542e-01	1.0732e+03	1.0028e+05	2.5241e-01	2.4791e-01	2.4760e-01	4.4899e-03	1.0792e-03	3.1289e-04	2.2232e-15	4.9861e-01	
5.9736e-01	1.0732e+03	1.0028e+05	2.5241e-01	2.4791e-01	2.4759e-01	4.5033e-03	1.0818e-03	3.1427e-04	2.2056e-15	4.9860e-01	
5.9930e-01	1.0732e+03	1.0028e+05	2.5241e-01	2.4790e-01	2.4758e-01	4.5166e-03	1.0844e-03	3.1565e-04	2.1882e-15	4.9860e-01	
6.0125e-01	1.0732e+03	1.0028e+05	2.5241e-01	2.4789e-01	2.4758e-01	4.5299e-03	1.0870e-03	3.1702e-04	2.1709e-15	4.9860e-01	
6.0319e-01	1.0732e+03	1.0028e+05	2.5241e-01	2.4789e-01	2.4757e-01	4.5432e-03	1.0896e-03	3.1840e-04	2.1538e-15	4.9859e-01	
6.0513e-01	1.0732e+03	1.0028e+05	2.5241e-01	2.4788e-01	2.4756e-01	4.5565e-03	1.0922e-03	3.1978e-04	2.1369e-15	4.9859e-01	
6.0707e-01	1.0732e+03	1.0028e+05	2.5241e-01	2.4788e-01	2.4755e-01	4.5698e-03	1.0948e-03	3.2116e-04	2.1202e-15	4.9858e-01	
6.0902e-01	1.0732e+03	1.0028e+05	2.5241e-01	2.4787e-01	2.4755e-01	4.5831e-03	1.0974e-03	3.2253e-04	2.1036e-15	4.9858e-01	
